epoch_ms,endpoint,http_code,total_s,bytes,regime_lab_status
1786422691363,/api/research/regime-lab?view=pooled,200,0.368,13307,absent
1786422693731,/api/research/regime-lab?view=pooled,200,0.423,13307,absent
1786422696154,/api/research/regime-lab?view=pooled,200,0.474,13307,absent
1786422698628,/api/research/regime-lab?view=pooled,200,0.295,13307,absent
1786422700924,/api/research/regime-lab?view=pooled,200,0.067,13307,absent
1786422702991,/api/research/regime-lab?view=pooled,200,0.097,13307,absent
1786422705089,/api/research/regime-lab?view=pooled,200,0.074,13307,absent
1786422707163,/api/research/regime-lab?view=pooled,200,0.096,13307,absent
1786422709260,/api/research/regime-lab?view=pooled,200,0.478,13307,absent
1786422711738,/api/research/regime-lab?view=pooled,200,0.028,13307,absent
1786422713766,/api/research/regime-lab?view=pooled,200,0.036,13307,absent
1786422715802,/api/research/regime-lab?view=pooled,200,0.109,13307,absent
1786422717911,/api/research/regime-lab?view=pooled,200,0.124,13307,absent
1786422720035,/api/research/regime-lab?view=pooled,200,0.059,13307,absent
1786422722094,/api/research/regime-lab?view=pooled,200,0.304,13307,absent
1786422724398,/api/research/regime-lab?view=pooled,200,0.487,13307,absent
1786422726885,/api/research/regime-lab?view=pooled,200,0.012,13307,absent
1786422728897,/api/research/regime-lab?view=pooled,200,0.012,13307,absent
1786422730910,/api/research/regime-lab?view=pooled,200,0.049,13307,absent
1786422732959,/api/research/regime-lab?view=pooled,200,0.114,13307,absent
1786422735073,/api/research/regime-lab?view=pooled,200,0.061,13307,absent
1786422737135,/api/research/regime-lab?view=pooled,200,0.091,13307,absent
1786422739225,/api/research/regime-lab?view=pooled,200,0.059,13307,absent
1786422741285,/api/research/regime-lab?view=pooled,200,0.043,13307,absent
1786422743328,/api/research/regime-lab?view=pooled,200,0.015,13307,absent
1786422745343,/api/research/regime-lab?view=pooled,200,0.123,13307,absent
1786422747466,/api/research/regime-lab?view=pooled,200,0.097,13307,absent
1786422749563,/api/research/regime-lab?view=pooled,200,0.036,13307,absent
1786422751599,/api/research/regime-lab?view=pooled,200,0.008,13307,absent
1786422753607,/api/research/regime-lab?view=pooled,200,0.059,13307,absent
1786422755666,/api/research/regime-lab?view=pooled,200,0.023,13307,absent
1786422757689,/api/research/regime-lab?view=pooled,200,0.019,13307,absent
1786422759709,/api/research/regime-lab?view=pooled,200,0.052,13307,absent
1786422761760,/api/research/regime-lab?view=pooled,200,0.042,13307,absent
1786422763803,/api/research/regime-lab?view=pooled,200,0.078,13307,absent
1786422765881,/api/research/regime-lab?view=pooled,200,0.056,13307,absent
1786422767937,/api/research/regime-lab?view=pooled,200,0.087,13307,absent
1786422770024,/api/research/regime-lab?view=pooled,200,0.021,13307,absent
1786422772045,/api/research/regime-lab?view=pooled,200,0.024,13307,absent
1786422774070,/api/research/regime-lab?view=pooled,200,0.067,13307,absent
1786422776137,/api/research/regime-lab?view=pooled,200,0.045,13307,absent
1786422778182,/api/research/regime-lab?view=pooled,200,0.007,13307,absent
1786422780190,/api/research/regime-lab?view=pooled,200,0.037,13307,absent
1786422782227,/api/research/regime-lab?view=pooled,200,0.011,13307,absent
1786422784239,/api/research/regime-lab?view=pooled,200,0.009,13307,absent
1786422786248,/api/research/regime-lab?view=pooled,200,0.014,13307,absent
1786422788262,/api/research/regime-lab?view=pooled,200,0.007,13307,absent
1786422790270,/api/research/regime-lab?view=pooled,200,0.014,13307,absent
1786422792284,/api/research/regime-lab?view=pooled,200,0.556,13307,absent
1786422794840,/api/research/regime-lab?view=pooled,200,0.009,13307,absent
1786422796849,/api/research/regime-lab?view=pooled,200,0.010,13307,absent
1786422798858,/api/research/regime-lab?view=pooled,200,0.105,13307,absent
1786422800964,/api/research/regime-lab?view=pooled,200,0.069,13307,absent
1786422803032,/api/research/regime-lab?view=pooled,200,0.090,13307,absent
1786422805122,/api/research/regime-lab?view=pooled,200,0.008,13307,absent
1786422807131,/api/research/regime-lab?view=pooled,200,0.013,13307,absent
1786422809144,/api/research/regime-lab?view=pooled,200,0.011,13307,absent
1786422811156,/api/research/regime-lab?view=pooled,200,0.013,13307,absent
1786422813169,/api/research/regime-lab?view=pooled,200,0.011,13307,absent
1786422815180,/api/research/regime-lab?view=pooled,200,0.013,13307,absent
1786422817193,/api/research/regime-lab?view=pooled,200,0.011,13307,absent
1786422819204,/api/research/regime-lab?view=pooled,200,0.010,13307,absent
1786422821214,/api/research/regime-lab?view=pooled,200,0.011,13307,absent
1786422823225,/api/research/regime-lab?view=pooled,200,0.010,13307,absent
1786422825235,/api/research/regime-lab?view=pooled,200,0.010,13307,absent
1786422827246,/api/research/regime-lab?view=pooled,200,0.013,13307,absent
1786422829258,/api/research/regime-lab?view=pooled,200,0.011,13307,absent
1786422831269,/api/research/regime-lab?view=pooled,200,0.013,13307,absent
1786422833282,/api/research/regime-lab?view=pooled,200,0.011,13307,absent
1786422835294,/api/research/regime-lab?view=pooled,200,0.013,13307,absent
1786422837307,/api/research/regime-lab?view=pooled,200,0.011,13307,absent
1786422839318,/api/research/regime-lab?view=pooled,200,0.013,13307,absent
1786422841331,/api/research/regime-lab?view=pooled,200,0.009,13307,absent
1786422843341,/api/research/regime-lab?view=pooled,200,0.015,13307,absent
1786422845356,/api/research/regime-lab?view=pooled,200,0.012,13307,absent
1786422847368,/api/research/regime-lab?view=pooled,200,0.013,13307,absent
1786422849381,/api/research/regime-lab?view=pooled,200,0.010,13307,absent
