date,open,high,low,close,volume
2021-01-04,13.066795,13.613478,12.92545,13.076018,560640000
2021-01-05,13.062307,13.405075,13.049594,13.366436,322760000
2021-01-06,13.184707,13.207143,12.550027,12.578445,580424000
2021-01-07,12.930436,13.339514,12.849668,13.30586,461480000
2021-01-08,13.324306,13.382638,13.004721,13.2388,292528000
2021-01-11,13.380395,13.921095,13.324306,13.582565,518344000
2021-01-12,13.713193,13.715188,13.306858,13.446208,291476000
2021-01-13,13.451441,13.586055,13.346742,13.493072,210028000
2021-01-14,13.5362,13.560879,13.142828,13.162521,283120000
2021-01-15,13.190192,13.287164,12.811777,12.822745,277780000
2021-01-19,12.979048,13.056576,12.80729,12.988023,226188000
2021-01-20,13.074273,13.392113,13.019431,13.327548,258572000
2021-01-21,13.380147,13.959237,13.21512,13.827864,337780000
2021-01-22,13.700727,13.802187,13.588299,13.673306,246820000
2021-01-25,13.742358,13.788975,13.198667,13.614225,251112000
2021-01-26,13.541682,13.605748,13.349234,13.396848,163980000
2021-01-27,13.192185,13.194927,12.757182,12.880828,371272000
2021-01-28,12.959101,13.301619,12.923453,13.013694,228316000
2021-01-29,13.037626,13.296634,12.874593,12.95262,271552000
2021-02-01,13.015939,13.232818,12.865869,13.199164,217204000
2021-02-02,13.360453,13.533207,13.247526,13.518002,220440000
2021-02-03,13.597025,13.89193,13.477867,13.491827,245408000
2021-02-04,13.492326,13.634419,13.299629,13.625196,201340000
2021-02-05,13.685773,13.697988,13.507035,13.552155,169152000
2021-02-08,13.688014,14.432381,13.688014,14.397481,434624000
2021-02-09,14.299761,14.541568,14.181849,14.222483,287560000
2021-02-10,14.421909,14.862395,14.300507,14.722048,485352000
2021-02-11,14.937431,15.228596,14.882339,15.207157,450828000
2021-02-12,15.006984,15.247544,14.732769,14.918488,374756000
2021-02-16,15.021193,15.328562,14.907269,15.286432,321960000
2021-02-17,15.127637,15.179987,14.737754,14.863395,274756000
2021-02-18,14.686902,14.830739,14.533342,14.786616,233868000
2021-02-19,14.981553,15.133618,14.804312,14.883834,271724000
2021-02-22,14.73252,15.089996,14.284056,14.314718,325884000
2021-02-23,14.03502,14.198053,13.35123,14.10158,391780000
2021-02-24,14.082383,14.465285,13.71668,14.457557,448320000
2021-02-25,14.005351,14.33366,13.178472,13.269461,824436000
2021-02-26,13.713192,13.814901,13.322812,13.675302,500932000
2021-03-01,13.835341,13.885198,13.514511,13.802186,353184000
2021-03-02,13.860273,13.880714,13.357713,13.367934,264116000
2021-03-03,13.387876,13.413053,12.762169,12.768152,377592000
2021-03-04,12.764163,12.937915,12.049212,12.334893,573344000
2021-03-05,12.514129,12.514129,11.645868,12.425882,542840000
2021-03-08,12.414416,12.435605,11.533441,11.560115,543112000
2021-03-09,12.099754,12.585031,12.028933,12.488774,521824000
2021-03-10,12.808218,12.947367,12.426181,12.436904,384376000
2021-03-11,12.917442,13.013451,12.702484,12.960833,299916000
2021-03-12,12.616452,12.856348,12.558349,12.82368,243964000
2021-03-15,12.832407,13.173547,12.735152,13.158086,221988000
2021-03-16,13.322918,13.478526,13.083771,13.257833,272128000
2021-03-17,13.006966,13.419427,12.956843,13.307709,243864000
2021-03-18,13.103473,13.150853,12.685028,12.690514,293896000
2021-03-19,12.717948,12.889017,12.580794,12.813457,299208000
2021-03-22,12.880284,13.360823,12.874299,13.153096,297804000
2021-03-23,13.220929,13.310953,12.988515,13.037891,222048000
2021-03-24,13.118187,13.126167,12.604981,12.611215,245840000
2021-03-25,12.468074,12.682783,12.241146,12.503734,295144000
2021-03-26,12.522935,12.823926,12.34239,12.806969,363968000
2021-03-29,12.788018,13.029659,12.66807,12.915696,273520000
2021-03-30,12.809714,12.942629,12.673058,12.839389,200204000
2021-03-31,12.982776,13.436632,12.949859,13.31469,314776000
2021-04-01,13.53813,13.835131,13.477283,13.777028,308276000
2021-04-05,13.832635,13.978767,13.698473,13.952333,255672000
2021-04-06,13.964554,14.018917,13.738873,13.826652,191744000
2021-04-07,13.845853,14.207691,13.677028,14.107943,251284000
2021-04-08,14.216918,14.435118,14.213177,14.281007,244416000
2021-04-09,14.178263,14.371776,14.139362,14.363795,195172000
2021-04-12,14.253825,15.313903,14.103703,15.170763,869324000
2021-04-13,15.193209,15.660531,15.087724,15.640082,676212000
2021-04-14,15.585718,15.680978,15.189217,15.238593,385500000
2021-04-15,15.623126,16.17349,15.592204,16.096684,598480000
2021-04-16,16.012641,16.125108,15.825363,15.872495,335208000
2021-04-19,15.49744,15.767758,15.194703,15.323129,404420000
2021-04-20,15.284725,15.458039,14.925382,15.133108,334132000
2021-04-21,15.080739,15.323877,15.064281,15.321882,216776000
2021-04-22,15.336344,15.399685,14.746331,14.812914,277788000
2021-04-23,14.896703,15.296446,14.862789,15.226871,227500000
2021-04-26,15.146824,15.440085,15.086975,15.439087,197796000
2021-04-27,15.539336,15.631104,15.315899,15.343081,164572000
2021-04-28,15.325874,15.493203,15.177248,15.238344,209416000
2021-04-29,15.361282,15.39769,15.033608,15.286222,173196000
2021-04-30,15.136349,15.326369,14.959294,14.971763,201912000
2021-05-03,15.086974,15.208418,14.750323,14.799449,203912000
2021-05-04,14.60045,14.600699,13.975026,14.315168,405324000
2021-05-05,14.672019,14.776257,14.351327,14.422149,292024000
2021-05-06,14.458808,14.534617,14.182256,14.486488,193380000
2021-05-07,14.77102,14.93311,14.634862,14.775009,229328000
2021-05-10,14.750073,14.768776,14.214174,14.229884,268904000
2021-05-11,13.790244,14.318662,13.715432,14.270284,285584000
2021-05-12,13.974278,14.224398,13.674784,13.723909,303408000
2021-05-13,13.998466,14.045349,13.425161,13.630893,285404000
2021-05-14,13.85508,14.291979,13.713935,14.207192,258616000
2021-05-17,14.121408,14.133627,13.818672,14.129887,216980000
2021-05-18,14.23113,14.368035,13.968791,13.980512,186256000
2021-05-19,13.532392,14.044102,13.509201,14.030387,344000000
2021-05-20,14.26654,14.646832,14.234621,14.575761,321592000
2021-05-21,15.125627,15.183731,14.832117,14.95406,672992000
2021-05-24,15.174255,15.705417,15.137847,15.572752,554816000
2021-05-25,15.726363,15.778731,15.443576,15.608411,435408000
2021-05-26,15.694694,15.754044,15.547067,15.66053,370440000
2021-05-27,15.66028,15.710404,15.421133,15.449062,581476000
2021-05-28,15.462033,16.236581,15.462033,16.203663,644536000
2021-06-01,16.229097,16.347049,15.863268,16.22361,472804000
2021-06-02,16.211386,16.876211,16.194678,16.736063,594168000
2021-06-03,16.658759,17.215606,16.541305,16.927082,580008000
2021-06-04,17.069477,17.616598,17.052521,17.534058,617120000
2021-06-07,17.527073,17.767715,17.149524,17.574701,575756000
2021-06-08,17.483189,17.577202,17.207633,17.413116,323848000
2021-06-09,17.475714,17.534829,17.216308,17.318573,381656000
2021-06-10,17.31035,17.452026,17.136748,17.385178,287772000
2021-06-11,17.439549,17.898249,17.403881,17.78451,416308000
2021-06-14,17.86508,17.998274,17.622386,17.977571,321376000
2021-06-15,17.874059,17.975077,17.687486,17.747847,243032000
2021-06-16,17.750092,17.913717,17.544312,17.769547,307124000
2021-06-17,17.733879,18.791954,17.715671,18.614611,809656000
2021-06-18,18.741072,19.330721,18.541528,18.596153,968856000
2021-06-21,18.393113,18.494133,17.782014,18.385132,672384000
2021-06-22,18.429282,18.920408,18.343977,18.843582,580144000
2021-06-23,18.964303,19.108972,18.864531,19.013689,332356000
2021-06-24,19.183804,19.375614,19.044621,19.161604,320924000
2021-06-25,19.236431,19.301283,18.851314,18.987501,278364000
2021-06-28,19.317,20.032861,19.274847,19.939325,495436000
2021-06-29,19.837061,20.052816,19.612076,19.980982,367632000
2021-06-30,19.953546,20.116423,19.818356,19.956789,326568000
2021-07-01,20.079003,20.409246,19.973244,20.165804,480136000
2021-07-02,20.39353,20.458382,20.241378,20.440172,342764000
2021-07-06,20.690106,20.794367,20.303742,20.651196,446708000
2021-07-07,20.805843,20.827293,20.285535,20.325193,418428000
2021-07-08,19.811122,20.086989,19.655727,19.857265,503300000
2021-07-09,19.916872,20.034353,19.709098,20.004421,296624000
2021-07-12,20.193742,20.485822,20.141611,20.46562,321984000
2021-07-13,20.353875,20.414488,20.068031,20.20372,290708000
2021-07-14,20.311223,20.371085,19.707606,19.796152,380100000
2021-07-15,19.766468,19.801637,18.815396,18.922899,550564000
2021-07-16,18.987003,19.113213,18.031691,18.11949,688224000
2021-07-19,17.874306,18.998479,17.824668,18.73683,749060000
2021-07-20,18.687194,18.794947,18.122488,18.569464,434687000
2021-07-21,18.838846,19.482372,18.699166,19.365639,371017000
2021-07-22,19.59711,19.841549,19.231945,19.549219,323826000
2021-07-23,19.611079,19.654979,19.206007,19.513304,195672000
2021-07-26,19.266872,19.397571,18.870778,19.24991,203943000
2021-07-27,19.220971,19.577156,18.698169,19.164103,248863000
2021-07-28,19.274848,19.6011,18.951589,19.458427,202191000
2021-07-29,19.474387,19.807625,19.283823,19.617062,190781000
2021-07-30,19.373621,19.585136,19.218977,19.454437,183497000
2021-08-02,19.654974,19.915377,19.316748,19.704859,217444000
2021-08-03,19.694885,20.175784,19.176073,19.769714,301811000
2021-08-04,19.944312,20.271563,19.782681,20.227663,231309000
2021-08-05,20.453146,20.685614,20.295506,20.589832,211435000
2021-08-06,20.477088,20.522983,20.163805,20.319448,178497000
2021-08-09,20.399265,20.461124,20.096958,20.248611,146443000
2021-08-10,20.275556,20.383309,19.789667,19.890438,179238000
2021-08-11,19.997192,20.003179,19.385594,19.653978,185925000
2021-08-12,19.824589,19.983224,19.57516,19.859509,151652000
2021-08-13,19.859505,20.167799,19.805628,20.141857,183063000
2021-08-16,20.08898,20.240633,19.408538,19.904404,210876000
2021-08-17,19.640011,19.724818,19.222967,19.41353,204585000
2021-08-18,19.455434,19.589129,18.956577,18.996487,285913000
2021-08-19,19.449444,20.448158,18.719117,19.75275,766555000
2021-08-20,19.945306,20.817309,19.88744,20.768421,675741000
2021-08-23,20.923072,21.946726,20.90212,21.907816,575807000
2021-08-24,21.703283,21.908812,21.485781,21.743191,297299000
2021-08-25,21.68732,22.418644,21.672354,22.162231,347701000
2021-08-26,22.149261,22.288941,21.740198,22.017563,237940000
2021-08-27,22.1333,22.670071,22.116339,22.584267,304722000
2021-08-30,22.77782,22.990333,22.499459,22.636145,262580000
2021-08-31,22.647124,22.647124,22.073338,22.337778,259850000
2021-09-01,22.437567,22.64912,22.309837,22.39366,201767000
2021-09-02,22.470497,22.54534,22.247968,22.348755,187834000
2021-09-03,22.277902,22.937507,22.153166,22.794809,280532000
2021-09-07,22.78483,22.850691,22.474485,22.614191,198107000
2021-09-08,22.46551,22.562306,21.93064,22.291878,254434000
2021-09-09,22.264932,22.490455,22.084314,22.130217,196856000
2021-09-10,22.300857,22.578271,22.223023,22.430584,248376000
2021-09-13,22.636144,22.915554,21.811886,22.105267,297500000
2021-09-14,22.228005,22.362721,22.039405,22.195076,199755000
2021-09-15,22.261937,22.319815,21.91966,22.293869,166538000
2021-09-16,22.1362,22.230002,21.88074,22.195076,156033000
2021-09-17,22.252958,22.273913,21.78395,21.853802,294503000
2021-09-20,21.10139,21.387785,20.618412,21.06846,349440000
2021-09-21,21.37182,21.379803,20.905806,21.201181,204688000
2021-09-22,21.320925,21.913671,21.151283,21.894712,268726000
2021-09-23,22.093291,22.487458,21.843818,22.43457,248555000
2021-09-24,22.02344,22.102274,21.814881,22.034416,217655000
2021-09-27,21.664199,21.753012,21.280013,21.614305,245215000
2021-09-28,21.169249,21.373817,20.607435,20.655334,343069000
2021-09-29,20.895829,20.972666,20.423825,20.473721,218394000
2021-09-30,20.724191,21.021562,20.64436,20.6723,221009000
2021-10-01,20.706229,20.814998,20.160382,20.698246,240978000
2021-10-04,20.460747,20.498667,19.51375,19.690376,345635000
2021-10-05,19.907919,20.604447,19.812121,20.407862,279282000
2021-10-06,20.077559,20.676292,20.037643,20.656336,297202000
2021-10-07,21.047507,21.277023,20.927761,21.030544,256919000
2021-10-08,21.056485,21.161263,20.731172,20.787054,151258000
2021-10-11,20.531597,21.018566,20.467731,20.651342,163388000
2021-10-12,20.784064,21.012581,20.484698,20.627396,162134000
2021-10-13,20.873869,20.945718,20.669302,20.894825,180652000
2021-10-14,21.243093,21.709107,21.077442,21.700127,243589000
2021-10-15,21.763989,21.884735,21.616303,21.81588,226994000
2021-10-18,21.703121,22.243978,21.598341,22.175123,189494000
2021-10-19,22.229003,22.331786,21.990509,22.242975,161473000
2021-10-20,22.257949,22.385679,21.93563,22.056376,146276000
2021-10-21,22.050383,22.663088,22.036412,22.644127,187590000
2021-10-22,22.774854,23.081206,22.513408,22.678059,249384000
2021-10-25,22.92454,23.305735,22.72197,23.117134,230235000
2021-10-26,23.938391,25.205712,23.873528,24.664854,485898000
2021-10-27,24.42237,25.03707,24.230774,24.399418,245990000
2021-10-28,24.825523,24.897371,24.471272,24.88839,234204000
2021-10-29,24.948256,25.654762,24.947258,25.513062,292503000
2021-11-01,25.594896,25.839378,25.173785,25.77252,265740000
2021-11-02,25.767529,26.621722,25.745574,26.345306,294112000
2021-11-03,26.61374,26.7275,26.179658,26.541891,239910000
2021-11-04,27.171556,31.29883,27.06079,29.738131,1153631000
2021-11-05,30.123321,31.333762,29.34796,29.68924,851260000
2021-11-08,30.0854,31.034395,29.84391,30.739019,503101000
2021-11-09,32.213899,32.24184,29.900788,30.592325,646746000
2021-11-10,29.294075,30.784923,28.717293,29.396856,636206000
2021-11-11,30.403726,30.525468,29.714184,30.32589,332172000
2021-11-12,29.946692,30.615279,29.567493,30.32589,413054000
2021-11-15,30.487549,30.579354,29.185302,29.96166,384909000
2021-11-16,29.696226,30.325894,29.643337,30.139288,264484000
2021-11-17,30.353835,30.444645,28.739248,29.199276,428508000
2021-11-18,32.298723,32.690891,31.254928,31.608181,781711000
2021-11-19,32.174981,33.0182,31.837695,32.915417,533867000
2021-11-22,33.44629,34.573907,31.832703,31.888584,754335000
2021-11-23,31.468478,32.291738,30.814859,31.679033,532163000
2021-11-24,31.394624,32.785682,30.862748,32.605064,435162000
2021-11-26,32.53123,32.640999,31.283869,31.436546,283069000
2021-11-29,32.29772,33.341511,31.968415,33.305588,454964000
2021-11-30,33.099023,33.282637,31.796778,32.607063,622066000
2021-12-01,33.152983,33.222844,31.317635,31.372526,484368000
2021-12-02,31.151967,32.413454,30.963341,32.062153,472890000
2021-12-03,31.936404,32.065149,30.070119,30.632002,544325000
2021-12-06,29.820615,30.180898,27.982277,29.977304,658938000
2021-12-07,30.895469,32.384504,30.590076,32.362545,593053000
2021-12-08,31.935407,32.225829,31.358555,31.762751,475551000
2021-12-09,31.67093,32.140997,30.367526,30.429403,488507000
2021-12-10,31.088095,31.242788,29.801657,30.137987,488825000
2021-12-13,30.188881,30.233792,28.060119,28.10503,598344000
2021-12-14,27.643951,28.621005,27.195844,28.280684,667035000
2021-12-15,28.343556,30.439383,27.782673,30.398464,698297000
2021-12-16,31.09009,31.098073,28.037169,28.330584,707366000
2021-12-17,27.929379,28.864517,27.704826,27.745745,713758000
2021-12-20,27.250735,28.088066,27.091053,27.663912,461847000
2021-12-21,28.317609,29.062126,27.346541,29.017216,524385000
2021-12-22,28.833584,29.496264,28.392462,29.341572,395184000
2021-12-23,29.695866,29.999263,29.37251,29.581095,343022000
2021-12-27,29.601053,31.025217,29.581092,30.883499,403686000
2021-12-28,31.249768,31.267732,29.952351,30.261736,420591000
2021-12-29,30.212835,30.487288,29.307636,29.941374,343139000
2021-12-30,29.767725,30.396474,29.481296,29.527205,308864000
2021-12-31,29.615026,29.97032,29.272708,29.352549,266530000
2022-01-03,29.755747,30.649966,29.725805,30.061138,391547000
2022-01-04,30.21683,30.407451,28.292663,29.231792,527154000
2022-01-05,28.891461,29.357534,27.478277,27.549135,498064000
2022-01-06,27.585069,28.381483,27.011213,28.122,454186000
2022-01-07,28.085072,28.365514,27.003225,27.192848,409939000
2022-01-10,26.528174,27.41441,25.593036,27.345547,594681000
2022-01-11,27.268703,28.009229,26.785665,27.761721,404089000
2022-01-12,28.011217,28.538168,27.55313,27.943354,383413000
2022-01-13,28.322604,28.423403,26.445342,26.52219,540171000
2022-01-14,26.247732,27.142951,26.157911,26.888456,395832000
2022-01-18,26.207809,26.585058,25.718784,25.851519,424270000
2022-01-19,26.027171,26.490248,25.002212,25.017181,488315000
2022-01-20,25.253713,25.528166,24.030148,24.102005,435181000
2022-01-21,23.460278,24.773663,23.216764,23.327543,718958000
2022-01-24,22.285619,23.333532,20.846486,23.325548,913982000
2022-01-25,22.501191,22.897404,21.956277,22.279633,664616000
2022-01-26,23.193814,24.00919,22.255682,22.726744,755959000
2022-01-27,23.521162,23.947313,21.631922,21.900389,573353000
2022-01-28,21.968252,22.812571,21.253675,22.794607,543774000
2022-01-31,23.135929,24.460293,23.006188,24.437338,564680000
2022-02-01,25.054109,25.095027,23.842521,24.589035,518925000
2022-02-02,25.742738,25.765692,24.504204,25.191835,543419000
2022-02-03,24.409394,25.027164,23.732742,23.900408,410178000
2022-02-04,23.924359,24.586042,23.585035,24.27067,354829000
2022-02-07,24.323563,25.131952,24.1539,24.678856,376868000
2022-02-08,24.31059,25.179859,23.932343,25.058102,410359000
2022-02-09,25.57108,26.671889,25.302616,26.651928,524282000
2022-02-10,25.943342,26.871492,25.549126,25.77268,513200000
2022-02-11,25.864495,26.100026,23.725755,23.901403,605472000
2022-02-14,23.886434,24.825564,23.707789,24.218773,440424000
2022-02-15,24.899418,26.492246,24.734746,26.442347,699869000
2022-02-16,26.206811,26.529169,25.501216,26.458309,732676000
2022-02-17,25.579063,25.733756,24.116976,24.458296,810595000
2022-02-18,24.618977,24.936345,23.054094,23.595016,761255000
2022-02-22,22.989223,24.016178,22.954293,23.343517,633422000
2022-02-23,23.754699,24.106998,22.256683,22.34251,566511000
2022-02-24,20.973235,23.7527,20.848484,23.700804,735801000
2022-02-25,23.673859,24.168872,23.334535,24.108992,528866000
2022-02-28,23.94432,24.615983,23.659886,24.336538,477319000
2022-03-01,24.242725,24.328555,23.086028,23.430342,412056000
2022-03-02,23.712828,24.364641,23.372448,24.175983,389642000
2022-03-03,24.217911,24.281795,23.426352,23.670908,365095000
2022-03-04,23.3415,23.636961,22.441139,22.894314,431415000
2022-03-07,22.77553,22.991139,21.291233,21.313192,450821000
2022-03-08,21.270276,22.332341,20.612473,21.474903,557467000
2022-03-09,22.346316,23.177803,22.206571,22.972178,492742000
2022-03-10,22.490051,22.746584,21.842231,22.616821,428066000
2022-03-11,22.980161,23.102938,22.005935,22.059837,367209000
2022-03-14,21.829257,22.221542,21.120548,21.291237,385354000
2022-03-15,21.478896,22.996134,21.283253,22.931252,491996000
2022-03-16,23.457293,24.552299,23.12989,24.451483,671422000
2022-03-17,24.076167,24.796853,23.862555,24.720993,471941000
2022-03-18,24.753936,26.52072,24.579255,26.40493,730719000
2022-03-21,26.45883,27.102659,25.919811,26.685417,591727000
2022-03-22,26.678432,27.188505,26.024623,26.475801,547007000
2022-03-23,26.07852,26.563637,25.528523,25.587416,502120000
2022-03-24,26.118451,28.268536,25.859921,28.098845,877379000
2022-03-25,27.835318,28.30646,27.221436,27.64167,579016000
2022-03-28,27.705559,28.198661,27.156557,28.167717,425494000
2022-03-29,28.642851,28.893394,27.92915,28.603922,488984000
2022-03-30,28.252565,28.444216,27.45302,27.639681,463487000
2022-03-31,27.731509,28.196662,27.22044,27.23641,523440000
2022-04-01,27.325247,27.446028,26.219261,26.663452,517235000
2022-04-04,26.679425,27.507916,26.564634,27.310276,397120000
2022-04-05,27.204471,27.269353,25.773077,25.883875,436615000
2022-04-06,24.888687,25.254021,23.959379,24.362644,703833000
2022-04-07,24.39658,24.677069,23.435331,24.164003,557992000
2022-04-08,23.873536,23.879526,23.020091,23.076986,524781000
2022-04-11,22.173628,22.279434,21.620634,21.877167,575207000
2022-04-12,22.496042,22.6837,21.243321,21.464918,662258000
2022-04-13,21.688512,22.459108,21.416007,22.162647,516943000
2022-04-14,22.4641,22.735607,21.124539,21.219366,569097000
2022-04-18,21.161473,22.047858,21.040693,21.743414,525701000
2022-04-19,21.680528,22.332341,21.275265,22.15766,512781000
2022-04-20,22.476078,22.628799,21.161472,21.442959,468974000
2022-04-21,21.669546,22.351305,19.963652,20.14632,656209000
2022-04-22,20.266098,20.448766,19.464558,19.47953,624713000
2022-04-25,19.167105,19.908754,19.061298,19.865833,641566000
2022-04-26,19.682165,19.752037,18.636069,18.753855,653143000
2022-04-27,18.564199,19.132165,18.25676,18.381533,499460000
2022-04-28,18.932532,20.000589,18.4564,19.746052,570327000
2022-04-29,19.366744,20.091424,18.483352,18.513298,500435000
2022-05-02,18.507307,19.538429,18.35758,19.497505,572049000
2022-05-03,19.364747,19.788976,19.098232,19.56638,475751000
2022-05-04,19.886794,20.362927,18.716923,20.297047,648855000
2022-05-05,19.830899,19.888792,18.466382,18.809757,626331000
2022-05-06,18.701948,19.476537,17.957303,18.641058,633297000
2022-05-09,18.001225,18.221822,16.796418,16.919195,644455000
2022-05-10,17.656854,18.164929,16.994061,17.563025,761474000
2022-05-11,17.315473,17.720735,16.53789,16.599775,670167000
2022-05-12,16.189522,16.757488,15.538707,16.145601,708728000
2022-05-13,16.757495,17.895423,16.56285,17.673826,670437000
2022-05-16,17.477182,17.755674,17.074914,17.232626,521446000
2022-05-17,18.041151,18.337612,17.601952,18.143965,585830000
2022-05-18,17.672825,18.085075,16.833354,16.907219,545161000
2022-05-19,16.90622,17.654857,16.703588,17.09288,621310000
2022-05-20,17.300505,17.378362,15.72637,16.663664,739105000
2022-05-23,16.244428,16.884264,16.149601,16.867294,639889000
2022-05-24,16.479999,16.566841,15.751325,16.124645,588550000
2022-05-25,15.990887,17.079903,15.970922,16.944151,781132000
2022-05-26,16.006859,18.059123,15.992885,17.818562,996575000
2022-05-27,18.152949,18.846686,18.067105,18.776814,738379000
2022-05-31,18.945508,19.16511,18.316654,18.638069,664100000
2022-06-01,18.689974,19.018375,18.089067,18.286707,544514000
2022-06-02,18.258758,19.583346,18.164929,19.556395,648656000
2022-06-03,19.047325,19.296871,18.488342,18.685982,598779000
2022-06-06,19.104219,19.301859,18.530263,18.75186,422406000
2022-06-07,18.43843,18.96547,18.154946,18.891605,388914000
2022-06-08,18.7688,19.149189,18.505225,18.618044,363252000
