date,open,high,low,close,volume
1996-01-02,11.956,12.023,11.9365,12.0056,11084188
1996-01-03,12.0407,12.0804,11.9715,12.0407,9271840
1996-01-04,12.0804,12.2283,12.0407,12.1155,14690761
1996-01-05,12.0804,12.4578,12.0804,12.4199,13083377
1996-01-08,12.4053,12.5716,12.4053,12.5716,4058531
1996-01-09,12.6261,12.6668,12.2896,12.3294,9163865
1996-01-10,12.2098,12.2896,11.956,11.956,10433085
1996-01-11,12.023,12.1155,11.9715,12.023,9905477
1996-01-12,12.0611,12.0804,11.7868,11.8616,8294228
1996-01-15,11.8412,11.8986,11.6953,11.7304,6900212
1996-01-16,11.8063,11.8986,11.7702,11.8986,6723052
1996-01-17,11.8986,12.0407,11.882,11.956,8163619
1996-01-18,11.9715,12.0804,11.8986,12.0611,9286070
1996-01-19,12.023,12.1749,12.023,12.0804,13461629
1996-01-22,12.1155,12.1155,11.7868,11.8616,9344258
1996-01-23,11.8063,11.8237,11.565,11.6205,12428408
1996-01-24,11.6536,11.7109,11.5826,11.5981,12941135
1996-01-25,11.6205,11.7498,11.565,11.7304,12080550
1996-01-26,11.7498,11.882,11.7304,11.882,8058223
1996-01-29,11.882,11.9715,11.7498,11.8063,6950645
1996-01-30,11.8237,11.8237,11.5826,11.7109,9667546
1996-01-31,11.7702,11.956,11.7109,11.956,8715141
1996-02-01,11.956,12.0804,11.9181,12.0804,10896673
1996-02-02,12.1155,12.2283,11.9939,12.023,7910803
1996-02-05,11.9939,12.1155,11.956,12.023,5852773
1996-02-06,12.023,12.2098,12.0056,12.1155,11105517
1996-02-07,12.0804,12.1535,12.0611,12.134,10762191
1996-02-08,12.0611,12.3294,12.0056,12.31,15612771
1996-02-09,12.31,12.5142,12.2663,12.31,12283569
1996-02-12,12.3645,12.5326,12.3645,12.4199,12633371
1996-02-13,12.4199,12.6085,12.3839,12.4199,12668930
1996-02-14,12.4053,12.4199,12.2663,12.31,8380866
1996-02-15,12.2663,12.4578,12.2663,12.3294,8129350
1996-02-16,12.2896,12.2896,12.0999,12.134,15729802
1996-02-20,12.0999,12.2283,11.9365,12.0407,6748270
1996-02-21,12.0611,12.1904,12.0611,12.1904,7035993
1996-02-22,12.2487,12.5142,12.1749,12.4404,9588014
1996-02-23,12.5326,12.5326,11.9939,12.2487,11852956
1996-02-26,12.2487,12.3294,11.956,11.9715,9078515
1996-02-27,11.9365,11.9365,11.7304,11.8237,14819429
1996-02-28,11.882,11.9365,11.638,11.6536,8021372
1996-02-29,11.6953,11.882,11.6953,11.8412,12705790
1996-03-01,11.8616,11.9181,11.565,11.882,11508981
1996-03-04,11.8616,11.8986,11.7498,11.8237,8413197
1996-03-05,11.8063,12.0407,11.8063,12.0407,9092739
1996-03-06,12.0611,12.4053,12.0407,12.2487,12156197
1996-03-07,12.2283,12.3294,12.1749,12.3294,9608058
1996-03-08,12.2098,12.2896,11.7702,11.8063,9414737
1996-03-11,11.7702,11.8616,11.7109,11.8412,9455468
1996-03-12,11.7868,11.956,11.6536,11.882,13007089
1996-03-13,11.8986,11.9365,11.7702,11.9181,11596914
1996-03-14,11.9181,12.1749,11.8986,12.0611,11974514
1996-03-15,12.0407,12.0407,11.7498,11.7702,20619187
1996-03-18,11.882,12.134,11.8237,12.134,9910015
1996-03-19,12.1904,12.347,12.1535,12.347,14304115
1996-03-20,12.347,12.347,11.9715,11.9939,10526838
1996-03-21,12.0056,12.1155,11.9365,11.9939,9541461
1996-03-22,12.0407,12.1904,12.0056,12.1155,11941537
1996-03-25,12.2098,12.4578,12.1904,12.4578,10482221
1996-03-26,12.4404,12.8137,12.4199,12.8137,17211744
1996-03-27,12.7759,12.7759,12.3645,12.5326,15326349
1996-03-28,12.4792,12.59,12.4578,12.4792,10741496
1996-03-29,12.59,12.6085,12.0999,12.134,20326283
1996-04-01,12.2283,12.3645,12.1904,12.3645,9718625
1996-04-02,12.3645,12.5142,12.2663,12.4792,9033257
1996-04-03,12.4792,12.5142,12.4053,12.4987,7909514
1996-04-04,12.4792,12.7603,12.4404,12.7184,11806405
1996-04-08,12.4792,12.4987,12.3839,12.4199,13460332
1996-04-09,12.4578,12.553,12.4199,12.4199,12187236
1996-04-10,12.4404,12.4792,12.2283,12.2663,11488936
1996-04-11,12.1749,12.3294,11.8986,12.2663,14455408
1996-04-12,12.3294,12.3645,12.0999,12.1904,7345053
1996-04-15,12.2663,12.4578,12.1749,12.4578,8401558
1996-04-16,12.4578,12.5716,12.3839,12.4578,10056783
1996-04-17,12.4987,12.4987,12.31,12.4404,7552604
