epoch,worker,http_code,time_total_s,evidence_status,evidence_asof
1784895146,2,200,1.087364,ready,2026-07-22
1784895146,1,200,1.106347,ready,2026-07-22
1784895146,4,200,1.184592,ready,2026-07-22
1784895146,6,200,1.205866,ready,2026-07-22
1784895146,3,200,1.214885,ready,2026-07-22
1784895146,5,200,1.241530,ready,2026-07-22
1784895147,1,200,1.101673,ready,2026-07-22
1784895147,2,200,1.128830,ready,2026-07-22
1784895147,6,200,1.018413,ready,2026-07-22
1784895147,3,200,1.037793,ready,2026-07-22
1784895147,4,200,1.068134,ready,2026-07-22
1784895147,5,200,1.023662,ready,2026-07-22
1784895148,6,200,1.034823,ready,2026-07-22
1784895148,2,200,1.055168,ready,2026-07-22
1784895148,1,200,1.081839,ready,2026-07-22
1784895148,3,200,1.056365,ready,2026-07-22
1784895148,5,200,1.064312,ready,2026-07-22
1784895148,4,200,1.073200,ready,2026-07-22
1784895149,6,200,1.058353,ready,2026-07-22
1784895149,2,200,1.056065,ready,2026-07-22
1784895149,1,200,1.061533,ready,2026-07-22
1784895149,3,200,1.061265,ready,2026-07-22
1784895149,5,200,1.044404,ready,2026-07-22
1784895149,4,200,1.064055,ready,2026-07-22
1784895150,2,200,1.039932,ready,2026-07-22
1784895150,6,200,1.062938,ready,2026-07-22
1784895150,1,200,1.038474,ready,2026-07-22
1784895150,3,200,1.036917,ready,2026-07-22
1784895150,5,200,1.050410,ready,2026-07-22
1784895150,4,200,1.037177,ready,2026-07-22
1784895151,2,200,1.024973,ready,2026-07-22
1784895151,1,200,1.028533,ready,2026-07-22
1784895151,6,200,1.039168,ready,2026-07-22
1784895151,3,200,1.047367,ready,2026-07-22
1784895151,4,200,1.028060,ready,2026-07-22
1784895151,5,200,1.046022,ready,2026-07-22
1784895152,6,200,1.039240,ready,2026-07-22
1784895152,2,200,1.078937,ready,2026-07-22
1784895152,1,200,1.072206,ready,2026-07-22
1784895152,3,200,1.050103,ready,2026-07-22
1784895152,4,200,1.065734,ready,2026-07-22
1784895152,5,200,1.056753,ready,2026-07-22
1784895153,6,200,1.045630,ready,2026-07-22
1784895153,1,200,1.022505,ready,2026-07-22
1784895153,2,200,1.050844,ready,2026-07-22
1784895153,4,200,1.028108,ready,2026-07-22
1784895153,3,200,1.055009,ready,2026-07-22
1784895153,5,200,1.066696,ready,2026-07-22
1784895154,1,200,1.048294,ready,2026-07-22
1784895154,2,200,1.047003,ready,2026-07-22
1784895154,6,200,1.083352,ready,2026-07-22
1784895154,3,200,1.047757,ready,2026-07-22
1784895154,4,200,1.067021,ready,2026-07-22
1784895154,5,200,1.040302,ready,2026-07-22
1784895155,2,200,1.025172,ready,2026-07-22
1784895156,1,200,1.059106,ready,2026-07-22
1784895156,6,200,1.044530,ready,2026-07-22
1784895156,3,200,1.047674,ready,2026-07-22
1784895156,4,200,1.044243,ready,2026-07-22
1784895156,5,200,1.047215,ready,2026-07-22
1784895157,2,200,1.028413,ready,2026-07-22
1784895157,5,200,0.986726,ready,2026-07-22
1784895157,1,200,1.052559,ready,2026-07-22
1784895157,3,200,1.035540,ready,2026-07-22
1784895157,4,200,1.035852,ready,2026-07-22
1784895157,6,200,1.064578,ready,2026-07-22
1784895158,2,200,1.034040,ready,2026-07-22
1784895158,5,200,1.025533,ready,2026-07-22
1784895158,1,200,1.033338,ready,2026-07-22
1784895158,6,200,1.025165,ready,2026-07-22
1784895158,3,200,1.040205,ready,2026-07-22
1784895158,4,200,1.039718,ready,2026-07-22
1784895159,5,200,1.045903,ready,2026-07-22
1784895159,2,200,1.069175,ready,2026-07-22
1784895159,1,200,1.040819,ready,2026-07-22
1784895159,4,200,1.027203,ready,2026-07-22
1784895159,3,200,1.054510,ready,2026-07-22
1784895159,6,200,1.065774,ready,2026-07-22
1784895160,1,200,1.046470,ready,2026-07-22
1784895160,5,200,1.081640,ready,2026-07-22
1784895160,2,200,1.080212,ready,2026-07-22
1784895160,4,200,1.068652,ready,2026-07-22
1784895160,3,200,1.067341,ready,2026-07-22
1784895160,6,200,1.065613,ready,2026-07-22
1784895161,2,200,1.038306,ready,2026-07-22
1784895161,5,200,1.060725,ready,2026-07-22
1784895161,1,200,1.082258,ready,2026-07-22
1784895161,4,200,1.062149,ready,2026-07-22
1784895161,6,200,1.055086,ready,2026-07-22
1784895161,3,200,1.077235,ready,2026-07-22
1784895162,4,200,1.007859,ready,2026-07-22
1784895162,1,200,1.033021,ready,2026-07-22
1784895162,2,200,1.073034,ready,2026-07-22
1784895162,6,200,1.033823,ready,2026-07-22
1784895162,5,200,1.083091,ready,2026-07-22
1784895162,3,200,1.052227,ready,2026-07-22
1784895163,1,200,1.029965,ready,2026-07-22
1784895163,4,200,1.064645,ready,2026-07-22
1784895163,2,200,1.047689,ready,2026-07-22
1784895163,6,200,1.046598,ready,2026-07-22
1784895163,3,200,1.030835,ready,2026-07-22
1784895163,5,200,1.060432,ready,2026-07-22
1784895164,1,200,1.035113,ready,2026-07-22
1784895164,6,200,1.008458,ready,2026-07-22
1784895164,4,200,1.050503,ready,2026-07-22
1784895164,2,200,1.047516,ready,2026-07-22
1784895164,3,200,1.036096,ready,2026-07-22
1784895164,5,200,1.056749,ready,2026-07-22
1784895165,1,200,1.017233,ready,2026-07-22
1784895165,3,200,0.981056,ready,2026-07-22
1784895165,6,200,1.041043,ready,2026-07-22
1784895165,4,200,1.031161,ready,2026-07-22
1784895165,2,200,1.035412,ready,2026-07-22
1784895165,5,200,1.005713,ready,2026-07-22
1784895166,1,200,1.044601,ready,2026-07-22
1784895166,2,200,0.991535,ready,2026-07-22
1784895166,3,200,1.051178,ready,2026-07-22
1784895166,6,200,1.047665,ready,2026-07-22
1784895166,4,200,1.045008,ready,2026-07-22
1784895166,5,200,1.031292,ready,2026-07-22
1784895167,2,200,1.048749,ready,2026-07-22
1784895167,1,200,1.075595,ready,2026-07-22
