epoch,worker,http_code,time_total_s,evidence_status,evidence_asof
1784896840,2,200,1.063437,ready,2026-07-22
1784896841,5,200,1.013696,ready,2026-07-22
1784896841,1,200,1.048346,ready,2026-07-22
1784896841,6,200,1.078611,ready,2026-07-22
1784896841,4,200,1.098476,ready,2026-07-22
1784896841,3,200,1.118197,ready,2026-07-22
1784896841,2,200,1.119727,ready,2026-07-22
1784896842,4,200,1.075259,ready,2026-07-22
1784896842,1,200,1.117318,ready,2026-07-22
1784896842,5,200,1.137263,ready,2026-07-22
1784896842,6,200,1.130261,ready,2026-07-22
1784896842,2,200,1.050423,ready,2026-07-22
1784896842,3,200,1.068001,ready,2026-07-22
1784896843,4,200,1.067453,ready,2026-07-22
1784896843,6,200,1.052454,ready,2026-07-22
1784896843,1,200,1.089307,ready,2026-07-22
1784896843,2,200,1.064258,ready,2026-07-22
1784896843,5,200,1.102384,ready,2026-07-22
1784896843,3,200,1.080166,ready,2026-07-22
1784896844,2,200,1.021999,ready,2026-07-22
1784896844,1,200,1.044483,ready,2026-07-22
1784896844,4,200,1.136350,ready,2026-07-22
1784896844,6,200,1.117853,ready,2026-07-22
1784896844,5,200,1.142196,ready,2026-07-22
1784896844,3,200,1.169498,ready,2026-07-22
1784896845,1,200,1.096467,ready,2026-07-22
1784896845,6,200,1.054001,ready,2026-07-22
1784896845,4,200,1.069505,ready,2026-07-22
1784896845,2,200,1.145755,ready,2026-07-22
1784896845,5,200,1.031380,ready,2026-07-22
1784896845,3,200,1.000142,ready,2026-07-22
1784896846,2,200,1.019968,ready,2026-07-22
1784896846,1,200,1.058437,ready,2026-07-22
1784896846,6,200,1.058831,ready,2026-07-22
1784896846,4,200,1.058181,ready,2026-07-22
1784896846,3,200,1.038583,ready,2026-07-22
1784896846,5,200,1.059290,ready,2026-07-22
1784896848,2,200,1.113288,ready,2026-07-22
1784896848,1,200,1.116258,ready,2026-07-22
1784896848,4,200,1.101580,ready,2026-07-22
1784896848,6,200,1.122238,ready,2026-07-22
1784896848,3,200,1.102541,ready,2026-07-22
1784896848,5,200,1.111954,ready,2026-07-22
1784896849,2,200,1.077965,ready,2026-07-22
1784896849,3,200,1.047737,ready,2026-07-22
1784896849,1,200,1.089286,ready,2026-07-22
1784896849,6,200,1.087487,ready,2026-07-22
1784896849,4,200,1.108403,ready,2026-07-22
1784896849,5,200,1.080871,ready,2026-07-22
1784896850,3,200,1.065197,ready,2026-07-22
1784896850,2,200,1.139605,ready,2026-07-22
1784896850,1,200,1.120059,ready,2026-07-22
1784896850,5,200,1.092764,ready,2026-07-22
1784896850,4,200,1.111956,ready,2026-07-22
1784896850,6,200,1.136421,ready,2026-07-22
1784896851,3,200,1.075513,ready,2026-07-22
1784896851,2,200,1.041266,ready,2026-07-22
1784896851,1,200,1.048668,ready,2026-07-22
1784896851,5,200,1.047149,ready,2026-07-22
1784896851,4,200,1.047447,ready,2026-07-22
1784896851,6,200,1.056018,ready,2026-07-22
1784896852,2,200,1.068126,ready,2026-07-22
1784896852,5,200,1.045872,ready,2026-07-22
1784896852,3,200,1.145485,ready,2026-07-22
1784896852,1,200,1.114974,ready,2026-07-22
1784896852,4,200,1.108887,ready,2026-07-22
1784896852,6,200,1.147615,ready,2026-07-22
1784896853,2,200,1.085750,ready,2026-07-22
1784896853,1,200,1.034359,ready,2026-07-22
1784896853,5,200,1.106310,ready,2026-07-22
1784896853,4,200,1.045129,ready,2026-07-22
1784896853,3,200,1.070496,ready,2026-07-22
1784896853,6,200,1.018266,ready,2026-07-22
1784896854,2,200,1.066455,ready,2026-07-22
1784896854,1,200,1.059968,ready,2026-07-22
1784896854,5,200,1.078387,ready,2026-07-22
1784896854,3,200,1.058287,ready,2026-07-22
1784896854,4,200,1.118458,ready,2026-07-22
1784896854,6,200,1.099217,ready,2026-07-22
1784896855,3,200,1.055682,ready,2026-07-22
1784896855,5,200,1.076555,ready,2026-07-22
1784896855,2,200,1.118528,ready,2026-07-22
1784896855,1,200,1.123685,ready,2026-07-22
1784896855,4,200,1.068159,ready,2026-07-22
1784896855,6,200,1.067628,ready,2026-07-22
1784896856,5,200,1.046249,ready,2026-07-22
1784896856,1,200,1.047625,ready,2026-07-22
1784896856,3,200,1.088307,ready,2026-07-22
1784896856,4,200,1.038790,ready,2026-07-22
1784896856,2,200,1.082722,ready,2026-07-22
1784896856,6,200,1.045871,ready,2026-07-22
