timestamp,http_status,elapsed_s,breach_over_2s,load_avg_1m
2026-08-13T23:52:29.988012+00:00,200,0.028,0,0.818359375
2026-08-13T23:52:30.988367+00:00,200,0.025,0,0.75244140625
2026-08-13T23:52:31.988438+00:00,200,0.007,0,0.75244140625
2026-08-13T23:52:32.988569+00:00,200,0.007,0,0.75244140625
2026-08-13T23:52:33.988947+00:00,200,0.008,0,0.75244140625
2026-08-13T23:52:34.989285+00:00,200,0.007,0,0.75244140625
2026-08-13T23:52:35.989406+00:00,200,0.007,0,0.69189453125
2026-08-13T23:52:36.989499+00:00,200,0.109,0,0.69189453125
2026-08-13T23:52:37.989838+00:00,200,0.01,0,0.69189453125
2026-08-13T23:52:38.989969+00:00,200,0.009,0,0.69189453125
2026-08-13T23:52:39.990854+00:00,200,0.009,0,0.69189453125
2026-08-13T23:52:40.991208+00:00,200,0.006,0,0.63623046875
2026-08-13T23:52:41.991546+00:00,200,0.006,0,0.63623046875
2026-08-13T23:52:42.991882+00:00,200,0.008,0,0.63623046875
2026-08-13T23:52:43.991983+00:00,200,0.006,0,0.63623046875
2026-08-13T23:52:44.992053+00:00,200,0.004,0,0.63623046875
2026-08-13T23:52:45.992126+00:00,200,0.006,0,0.5849609375
2026-08-13T23:52:46.992244+00:00,200,0.006,0,0.5849609375
2026-08-13T23:52:47.992582+00:00,200,0.008,0,0.5849609375
2026-08-13T23:52:48.993236+00:00,200,0.006,0,0.5849609375
2026-08-13T23:52:49.993576+00:00,200,0.006,0,0.5849609375
2026-08-13T23:52:50.993699+00:00,200,0.006,0,0.5380859375
2026-08-13T23:52:51.993819+00:00,200,0.006,0,0.5380859375
2026-08-13T23:52:52.993970+00:00,200,0.007,0,0.5380859375
2026-08-13T23:52:53.994093+00:00,200,0.006,0,0.5380859375
2026-08-13T23:52:54.994168+00:00,200,0.006,0,0.5380859375
2026-08-13T23:52:55.994255+00:00,200,0.006,0,0.7353515625
2026-08-13T23:52:56.994386+00:00,200,0.007,0,0.7353515625
2026-08-13T23:52:57.994528+00:00,200,0.007,0,0.7353515625
2026-08-13T23:52:58.994867+00:00,200,0.007,0,0.7353515625
2026-08-13T23:52:59.994934+00:00,200,0.006,0,0.7353515625
2026-08-13T23:53:00.995048+00:00,200,0.006,0,0.7568359375
2026-08-13T23:53:01.995199+00:00,200,0.006,0,0.7568359375
2026-08-13T23:53:02.995333+00:00,200,0.059,0,0.7568359375
2026-08-13T23:53:03.995440+00:00,200,0.069,0,0.7568359375
2026-08-13T23:53:04.995550+00:00,200,0.071,0,0.7568359375
2026-08-13T23:53:05.995662+00:00,200,0.064,0,0.8564453125
2026-08-13T23:53:06.995775+00:00,200,0.061,0,0.8564453125
2026-08-13T23:53:07.995891+00:00,200,0.033,0,0.8564453125
2026-08-13T23:53:08.996005+00:00,200,0.047,0,0.8564453125
