epoch,tctl_c,gpu_edge_c,ppt_w,ppt_avg_w,nvme_c,dimm0_c,dimm1_c,acpitz_c,load1,mem_avail_mb,swap_free_mb,psi_cpu_avg10,psi_mem_avg10
1784733882,77,43,20,19,39,43,42,20,1.60,17789,28613,0.00,0.00
1784733883,76,43,20,19,39,43,42,20,1.60,17772,28613,0.00,0.00
1784733884,78,44,21,20,39,43,42,20,1.60,17799,28613,0.00,0.00
1784733885,79,43,25,19,39,43,42,20,1.55,17808,28613,0.00,0.00
1784733886,77,43,21,19,39,43,42,20,1.55,17756,28613,0.00,0.00
1784733887,78,43,23,19,39,43,42,20,1.55,17801,28613,0.00,0.00
1784733888,77,43,21,19,39,43,42,20,1.55,17840,28613,0.00,0.00
1784733889,78,46,22,19,39,43,42,20,1.59,17782,28613,0.00,0.00
1784733890,78,45,23,20,39,43,42,20,1.59,17791,28613,0.00,0.00
1784733891,79,45,30,20,39,43,42,20,1.59,17843,28613,0.00,0.00
1784733892,77,44,24,20,39,43,42,20,1.59,17847,28613,0.00,0.00
1784733893,79,43,20,20,39,43,42,20,1.59,17867,28613,0.00,0.00
1784733894,79,43,23,19,39,43,42,20,1.54,17796,28613,0.00,0.00
1784733895,76,44,20,19,39,43,42,20,1.54,17726,28613,0.00,0.00
1784733897,78,43,22,19,39,43,42,20,1.54,17763,28613,0.00,0.00
1784733898,76,43,25,18,39,43,42,20,1.54,17771,28613,0.00,0.00
1784733899,79,48,35,19,39,43,42,20,1.54,17594,28613,0.00,0.00
1784733900,80,44,19,19,39,43,42,20,1.58,17703,28613,0.00,0.00
1784733901,78,43,30,19,39,43,42,20,1.58,17760,28613,0.00,0.00
1784733902,77,44,16,19,39,43,42,20,1.58,17646,28613,0.00,0.00
1784733903,78,48,21,19,39,43,42,20,1.58,17771,28613,0.00,0.00
1784733904,79,43,24,19,39,43,42,20,1.58,17771,28613,0.00,0.00
1784733905,77,47,28,19,39,43,42,20,1.53,17645,28613,0.00,0.00
1784733906,79,43,21,19,39,43,42,20,1.53,17733,28613,0.00,0.00
1784733907,80,43,22,19,39,43,42,20,1.53,17748,28613,0.00,0.00
1784733908,78,43,22,19,39,43,42,20,1.53,17644,28613,0.00,0.00
1784733909,78,44,20,19,39,43,42,20,1.53,17692,28613,0.00,0.00
1784733910,77,43,22,19,39,43,42,20,1.49,17758,28613,0.00,0.00
1784733911,77,43,24,19,39,43,42,20,1.49,17757,28613,0.00,0.00
1784733912,78,44,23,19,39,43,42,20,1.49,17721,28613,0.00,0.00
1784733913,79,43,29,19,39,43,42,20,1.49,17751,28613,0.00,0.00
1784733914,77,43,23,19,39,43,42,20,1.53,17637,28613,0.00,0.00
1784733915,79,43,21,19,39,43,42,20,1.53,17670,28613,0.00,0.00
1784733916,81,43,20,19,39,43,42,20,1.53,17739,28613,0.00,0.00
1784733917,78,43,20,19,39,43,42,20,1.53,17732,28613,0.00,0.00
1784733918,79,45,17,19,39,43,42,20,1.53,17659,28613,0.00,0.00
1784733919,79,45,28,19,39,43,42,20,1.49,17736,28613,0.00,0.00
1784733921,79,43,19,19,39,43,42,20,1.49,17734,28613,0.00,0.00
1784733922,77,43,24,19,39,43,42,20,1.49,17698,28613,0.00,0.00
1784733923,79,43,29,19,39,43,42,20,1.49,17734,28613,0.00,0.00
1784733924,77,43,29,19,39,43,42,20,1.49,17708,28613,0.00,0.00
1784733925,79,44,25,19,39,43,42,20,1.45,17640,28613,0.00,0.00
1784733926,80,43,28,19,39,43,42,20,1.45,17736,28613,0.00,0.00
1784733927,78,43,18,20,39,42,42,20,1.45,17744,28613,0.00,0.00
1784733928,78,44,18,19,39,42,42,20,1.45,17693,28613,0.00,0.00
1784733929,80,43,21,20,39,42,42,20,1.45,17752,28613,0.00,0.00
1784733930,80,43,22,19,39,42,42,20,1.41,17738,28613,0.00,0.00
1784733931,78,47,33,20,39,42,42,20,1.41,17648,28613,0.00,0.00
1784733932,80,43,21,19,39,42,42,20,1.41,17729,28613,0.00,0.00
1784733933,77,43,20,19,39,42,42,20,1.41,17734,28613,0.00,0.00
1784733934,80,43,23,20,39,42,42,20,1.41,17645,28613,0.00,0.00
1784733935,79,44,20,19,39,42,42,20,1.38,17726,28613,0.00,0.00
1784733936,79,43,21,20,39,42,42,20,1.38,17728,28613,0.00,0.00
1784733937,77,43,20,19,39,42,42,20,1.38,17650,28613,0.00,0.00
1784733938,79,44,21,20,39,42,42,20,1.38,17733,28613,0.00,0.00
1784733939,80,43,22,19,39,42,42,20,1.43,17729,28613,0.00,0.00
1784733940,78,43,24,20,39,42,42,20,1.43,17651,28613,0.00,0.00
1784733941,80,43,22,19,39,42,42,20,1.43,17643,28613,0.00,0.00
1784733942,78,43,21,19,39,42,42,20,1.43,17718,28613,0.00,0.00
1784733944,79,43,22,19,39,42,42,20,1.43,17717,28613,0.00,0.00
1784733945,78,45,23,19,39,42,42,20,1.39,17679,28613,0.00,0.00
1784733946,78,43,25,19,39,42,42,20,1.39,17708,28613,0.00,0.00
1784733947,77,45,32,19,39,42,42,20,1.39,17601,28613,0.00,0.00
1784733948,79,44,26,20,39,42,42,20,1.39,17674,28613,0.00,0.00
1784733949,80,44,22,20,39,42,42,20,1.39,17715,28613,0.00,0.00
1784733950,78,44,24,20,39,42,42,20,1.44,17607,28613,0.00,0.00
1784733951,78,45,22,19,39,42,42,20,1.44,17638,28613,0.00,0.00
1784733952,77,49,37,19,39,42,42,20,1.44,17712,28613,0.00,0.00
1784733953,78,43,25,19,39,42,42,20,1.44,17714,28613,0.00,0.00
1784733954,78,46,27,19,39,42,42,20,1.44,17681,28613,0.00,0.00
1784733955,79,43,23,20,39,42,42,20,1.49,17712,28613,0.00,0.00
1784733956,77,43,22,19,39,42,42,20,1.49,17616,28613,0.00,0.00
1784733957,79,43,25,20,39,42,42,20,1.49,17656,28613,0.00,0.00
1784733958,80,43,16,19,39,42,42,20,1.49,17716,28613,0.00,0.00
1784733959,78,44,20,20,39,42,42,20,1.49,17711,28613,0.00,0.00
1784733960,78,45,32,19,39,42,42,20,1.45,17635,28613,0.00,0.00
1784733961,78,45,28,19,39,42,42,20,1.45,17716,28613,0.00,0.00
1784733962,78,43,22,19,39,42,42,20,1.45,17709,28613,0.00,0.00
1784733963,78,45,19,19,39,42,42,20,1.45,17675,28613,0.00,0.00
1784733964,79,43,21,19,39,42,42,20,1.41,17713,28613,0.00,0.00
1784733965,79,43,21,20,39,42,42,20,1.41,17719,28613,0.00,0.00
1784733966,78,43,31,19,39,42,42,20,1.41,17635,28613,0.00,0.00
1784733968,80,43,18,19,39,42,42,20,1.41,17713,28613,0.00,0.00
1784733969,77,43,20,19,39,42,42,20,1.41,17712,28613,0.00,0.00
1784733970,78,44,23,19,39,42,42,20,1.38,17637,28613,0.00,0.00
1784733971,78,43,20,19,39,42,42,20,1.38,17713,28613,0.00,0.00
1784733972,79,43,20,19,39,42,42,20,1.38,17713,28613,0.00,0.00
1784733973,77,45,26,19,39,42,42,20,1.38,17640,28613,0.00,0.00
1784733974,79,44,20,20,39,42,42,20,1.38,17708,28613,0.00,0.00
1784733975,80,43,21,19,39,42,42,20,1.35,17704,28613,0.00,0.00
1784733976,78,44,25,19,39,42,42,20,1.35,17631,28613,0.00,0.00
1784733977,79,43,20,19,39,42,42,20,1.35,17673,28613,0.00,0.00
1784733978,77,43,21,19,39,42,42,20,1.35,17708,28613,0.00,0.00
1784733979,78,43,21,19,39,42,42,20,1.35,17689,28613,0.00,0.00
1784733980,78,45,32,19,39,42,42,20,1.32,17705,28613,0.00,0.00
1784733981,77,43,21,19,39,42,42,20,1.32,17704,28613,0.00,0.00
1784733982,76,44,25,19,39,42,42,20,1.32,17641,28613,0.00,0.00
1784733983,79,43,20,20,39,42,42,20,1.32,17711,28613,0.00,0.00
1784733984,80,42,21,19,39,42,42,20,1.32,17713,28613,0.00,0.00
1784733985,77,43,23,19,39,42,42,20,1.45,17650,28613,0.00,0.00
1784733986,78,44,21,19,39,42,42,20,1.45,17690,28613,0.00,0.00
1784733987,76,42,20,19,39,42,42,20,1.45,17702,28613,0.00,0.00
1784733988,78,44,21,19,39,42,42,20,1.45,17698,28613,0.00,0.00
1784733989,79,44,18,20,39,42,42,20,1.42,17679,28613,0.00,0.00
1784733990,79,42,20,20,39,42,42,20,1.42,17696,28613,0.00,0.00
1784733992,77,43,24,19,39,42,42,20,1.42,17604,28613,0.00,0.00
1784733993,79,43,23,19,39,42,42,20,1.42,17627,28613,0.00,0.00
1784733994,80,43,22,19,39,42,42,20,1.42,17709,28613,0.00,0.00
1784733995,77,44,23,19,39,42,42,20,1.38,17695,28613,0.00,0.00
1784733996,78,44,21,19,39,42,42,20,1.38,17642,28613,0.00,0.00
1784733997,79,46,26,19,39,42,42,20,1.38,17701,28613,0.00,0.00
1784733998,79,43,22,19,39,42,42,20,1.38,17710,28613,0.00,0.00
1784733999,78,46,22,19,39,42,42,20,1.38,17681,28613,0.00,0.00
1784734000,80,43,21,19,39,42,42,20,1.35,17719,28613,0.00,0.00
1784734001,77,43,19,19,39,42,42,20,1.35,17713,28613,0.00,0.00
1784734002,79,43,21,19,39,42,42,20,1.35,17657,28613,0.00,0.00
1784734003,80,43,21,19,39,42,42,20,1.35,17716,28613,0.00,0.00
1784734004,77,43,21,20,39,42,42,20,1.35,17714,28613,0.00,0.00
1784734005,77,44,16,19,39,42,42,20,1.32,17687,28613,0.00,0.00
1784734006,79,43,21,20,39,42,42,20,1.32,17716,28613,0.00,0.00
1784734007,79,42,20,19,39,42,42,20,1.32,17713,28613,0.00,0.00
1784734008,77,47,25,19,39,42,42,20,1.32,17662,28613,0.00,0.00
1784734009,78,43,19,19,39,42,42,20,1.30,17706,28613,0.00,0.00
1784734010,77,44,24,19,39,42,42,20,1.30,17706,28613,0.00,0.00
1784734011,78,43,25,19,39,42,42,20,1.30,17659,28613,0.00,0.00
1784734012,79,44,29,19,39,42,42,20,1.30,17711,28613,0.00,0.00
1784734013,77,43,38,19,39,42,42,20,1.30,17706,28613,0.00,0.00
1784734014,78,44,12,19,39,42,42,20,1.35,17706,28613,0.00,0.00
1784734016,78,45,22,19,39,42,42,20,1.35,17699,28613,0.00,0.00
1784734017,79,43,21,19,39,42,41,20,1.35,17704,28613,0.00,0.00
1784734018,77,43,21,19,39,42,42,20,1.35,17652,28613,0.00,0.00
1784734019,79,43,24,19,39,42,41,20,1.35,17690,28613,0.00,0.00
1784734020,76,46,20,19,39,42,41,20,1.33,17720,28613,0.00,0.00
1784734021,78,43,19,20,39,42,41,20,1.33,17721,28613,0.00,0.00
1784734022,78,44,23,19,39,42,41,20,1.33,17697,28613,0.00,0.00
1784734023,77,50,26,19,39,42,41,20,1.33,17720,28613,0.00,0.00
1784734024,77,43,19,19,39,42,41,20,1.33,17724,28613,0.00,0.00
1784734025,77,44,17,19,39,42,41,20,1.30,17726,28613,0.00,0.00
1784734026,80,43,21,19,39,42,41,20,1.30,17716,28613,0.00,0.00
1784734027,77,43,16,19,39,42,41,20,1.30,17660,28613,0.00,0.00
1784734028,79,43,22,20,39,42,41,20,1.30,17614,28613,0.00,0.00
1784734029,80,43,23,19,39,42,41,20,1.30,17706,28613,0.00,0.00
1784734030,78,44,24,20,39,42,41,20,1.28,17701,28613,0.00,0.00
1784734031,79,44,26,19,39,42,41,20,1.28,17646,28613,0.00,0.00
1784734032,79,44,21,20,39,42,41,20,1.28,17705,28613,0.00,0.00
1784734033,79,43,20,19,39,42,41,20,1.28,17702,28613,0.00,0.00
1784734034,77,46,39,19,39,42,41,20,1.33,17666,28613,0.00,0.00
1784734035,79,43,21,19,39,42,41,20,1.33,17694,28613,0.00,0.00
1784734036,77,46,21,19,39,42,41,20,1.33,17693,28613,0.00,0.00
1784734037,78,43,19,19,39,42,41,20,1.33,17658,28613,0.00,0.00
1784734038,79,43,22,19,39,42,41,20,1.33,17699,28613,0.00,0.00
1784734040,78,43,20,19,39,42,41,20,1.31,17699,28613,0.00,0.00
1784734041,77,43,18,19,39,42,41,20,1.31,17693,28613,0.00,0.00
1784734042,79,43,19,19,39,42,41,20,1.31,17688,28613,0.00,0.00
1784734043,79,43,27,19,39,42,41,20,1.31,17683,28613,0.00,0.00
1784734044,77,46,23,19,39,42,41,20,1.31,17632,28613,0.00,0.00
1784734045,79,43,19,19,39,42,41,20,1.28,17677,28613,0.00,0.00
1784734046,77,43,21,19,39,42,41,20,1.28,17681,28613,0.00,0.00
1784734047,79,43,23,19,39,42,41,20,1.28,17648,28613,0.00,0.00
1784734048,78,47,21,19,39,42,41,20,1.28,17683,28613,0.00,0.00
1784734049,78,43,21,19,39,42,41,20,1.28,17677,28613,0.00,0.00
1784734050,77,43,24,19,39,42,41,20,1.26,17651,28613,0.00,0.00
1784734051,79,44,26,20,39,42,41,20,1.26,17686,28613,0.00,0.00
1784734052,80,43,20,19,39,42,41,20,1.26,17685,28613,0.00,0.00
1784734053,78,44,26,20,39,42,41,20,1.26,17639,28613,0.00,0.00
1784734054,79,44,18,19,39,42,41,20,1.26,17671,28613,0.00,0.00
1784734055,78,43,20,19,39,42,41,20,1.24,17688,28613,0.00,0.00
1784734056,78,43,24,19,39,42,41,20,1.24,17686,28613,0.00,0.00
1784734057,78,44,25,19,39,42,41,20,1.24,17649,28613,0.00,0.00
1784734058,80,43,20,19,39,42,41,20,1.24,17676,28613,0.00,0.00
1784734059,77,43,20,19,39,42,41,20,1.22,17587,28613,0.00,0.00
1784734060,78,43,23,19,39,42,41,20,1.22,17673,28613,0.00,0.00
1784734061,80,43,16,19,39,42,41,20,1.22,17680,28613,0.00,0.00
1784734063,77,44,22,19,38,42,41,20,1.22,17671,28613,0.00,0.00
1784734064,78,42,20,19,39,42,41,20,1.22,17647,28613,0.00,0.00
1784734065,79,45,25,19,39,42,41,20,1.20,17677,28613,0.00,0.00
1784734066,78,43,22,19,39,42,41,20,1.20,17682,28613,0.00,0.00
1784734067,77,45,28,19,39,42,41,20,1.20,17670,28613,0.00,0.00
1784734068,79,44,24,19,39,42,41,20,1.20,17688,28613,0.00,0.00
1784734069,77,44,18,19,39,42,41,20,1.20,17684,28613,0.00,0.00
1784734070,79,44,25,20,39,42,41,20,1.27,17661,28613,0.00,0.00
1784734071,79,44,20,19,39,42,41,20,1.27,17682,28613,0.00,0.00
1784734072,76,43,22,19,39,42,41,20,1.27,17683,28613,0.00,0.00
1784734073,79,43,17,19,39,42,41,20,1.27,17655,28613,0.00,0.00
1784734074,79,44,18,19,39,42,41,20,1.27,17684,28613,0.00,0.00
1784734075,79,43,20,19,39,42,41,20,1.32,17679,28613,0.00,0.00
1784734076,77,43,26,19,39,42,41,20,1.32,17649,28613,0.00,0.00
1784734077,79,43,19,19,39,42,41,20,1.32,17685,28613,0.00,0.00
1784734078,80,43,20,19,39,42,41,20,1.32,17683,28613,0.00,0.00
1784734079,78,43,19,19,39,42,41,20,1.32,17636,28613,0.00,0.00
1784734080,79,45,29,19,39,42,41,20,1.30,17645,28613,0.00,0.00
1784734081,78,43,27,19,39,42,41,20,1.30,17675,28613,0.00,0.00
1784734082,78,43,21,19,39,42,41,20,1.30,17684,28613,0.00,0.00
1784734083,78,44,18,19,39,42,41,20,1.30,17682,28613,0.00,0.00
1784734084,78,43,21,19,39,42,41,20,1.27,17673,28613,0.00,0.00
1784734085,77,43,22,19,39,42,41,20,1.27,17603,28613,0.00,0.00
1784734087,78,43,23,19,39,42,41,20,1.27,17636,28613,0.00,0.00
1784734088,80,43,15,19,39,42,41,20,1.27,17679,28613,0.00,0.00
1784734089,77,44,20,19,39,42,41,20,1.27,17670,28613,0.00,0.00
1784734090,77,43,29,19,39,42,41,20,1.41,17636,28613,0.00,0.00
1784734091,77,47,27,19,39,42,41,20,1.41,17671,28613,0.00,0.00
1784734092,78,43,20,19,39,42,41,20,1.41,17677,28613,0.00,0.00
1784734093,77,43,15,19,39,42,41,20,1.41,17684,28613,0.00,0.00
1784734094,79,43,20,19,39,42,41,20,1.41,17679,28613,0.00,0.00
1784734095,77,43,21,19,39,42,41,20,1.38,17630,28613,0.00,0.00
1784734096,78,43,23,19,39,42,41,20,1.38,17628,28613,0.00,0.00
1784734097,79,43,24,19,39,42,41,20,1.38,17685,28613,0.00,0.00
1784734098,76,44,23,19,39,42,41,20,1.38,17691,28613,0.00,0.00
1784734099,77,44,23,19,39,42,41,20,1.38,17638,28613,0.00,0.00
1784734100,77,46,24,20,39,42,41,20,1.35,17694,28613,0.00,0.00
1784734101,77,44,28,19,39,42,41,20,1.35,17690,28613,0.00,0.00
1784734102,77,44,17,19,39,42,41,20,1.35,17670,28613,0.00,0.00
1784734103,79,43,24,19,39,42,41,20,1.35,17691,28613,0.00,0.00
1784734104,79,43,20,19,39,42,41,20,1.40,17697,28613,0.00,0.00
1784734105,77,44,23,19,39,42,41,20,1.40,17646,28613,0.00,0.00
1784734106,79,43,22,19,39,42,41,20,1.40,17691,28613,0.00,0.00
1784734107,77,43,18,19,39,42,41,20,1.40,17700,28613,0.00,0.00
1784734108,79,43,23,19,39,42,41,20,1.40,17654,28613,0.00,0.00
1784734109,79,44,26,19,39,42,41,20,1.37,17700,28613,0.00,0.00
1784734111,78,43,20,20,39,42,41,20,1.37,17696,28613,0.00,0.00
1784734112,76,43,20,19,39,42,41,20,1.37,17660,28613,0.00,0.00
1784734113,78,43,25,19,39,42,41,20,1.37,17698,28613,0.00,0.00
1784734114,79,43,26,19,39,42,41,20,1.37,17697,28613,0.00,0.00
1784734115,77,44,25,20,39,42,41,20,1.34,17651,28613,0.00,0.00
1784734116,79,43,23,19,39,42,41,20,1.34,17674,28613,0.00,0.00
1784734117,77,42,22,19,39,42,41,20,1.34,17695,28613,0.00,0.00
1784734118,77,43,26,19,39,42,41,20,1.34,17696,28613,0.00,0.00
1784734119,78,45,21,19,39,42,41,20,1.34,17697,28613,0.00,0.00
1784734120,78,43,23,19,39,42,41,20,1.31,17694,28613,0.00,0.00
1784734121,78,43,21,19,39,42,41,20,1.31,17700,28613,0.00,0.00
1784734122,78,46,28,20,39,42,41,20,1.31,17692,28613,0.00,0.00
1784734123,80,43,20,19,39,42,41,20,1.31,17699,28613,0.00,0.00
1784734124,77,44,20,19,39,42,41,20,1.31,17702,28613,0.00,0.00
1784734125,78,46,24,20,39,42,41,20,1.37,17667,28613,0.00,0.00
1784734126,79,43,23,19,39,42,41,20,1.37,17698,28613,0.00,0.00
1784734127,76,43,29,19,39,42,41,20,1.37,17695,28613,0.00,0.00
1784734128,77,43,20,19,39,42,41,20,1.37,17693,28613,0.00,0.00
1784734129,79,43,26,20,39,42,41,20,1.34,17687,28613,0.00,0.00
1784734130,80,43,21,20,39,42,41,20,1.34,17691,28613,0.00,0.00
1784734131,78,46,22,20,39,42,41,20,1.34,17628,28613,0.00,0.00
1784734132,79,43,19,20,39,42,41,20,1.34,17688,28613,0.00,0.00
1784734133,76,43,21,19,39,42,41,20,1.34,17691,28613,0.00,0.00
1784734135,77,44,22,19,39,42,41,20,1.31,17663,28613,0.00,0.00
1784734136,79,43,25,19,39,42,41,20,1.31,17689,28613,0.00,0.00
1784734137,79,42,20,19,39,42,41,20,1.31,17690,28613,0.00,0.00
1784734138,77,43,19,19,38,42,41,20,1.31,17659,28613,0.00,0.00
1784734139,79,44,20,19,39,42,41,20,1.31,17686,28613,0.00,0.00
1784734140,80,43,23,19,39,42,41,20,1.28,17683,28613,0.00,0.00
1784734141,77,44,22,20,39,42,41,20,1.28,17660,28613,0.00,0.00
1784734142,78,43,19,19,39,42,41,20,1.28,17681,28613,0.00,0.00
1784734143,76,43,21,19,39,42,41,20,1.28,17685,28613,0.00,0.00
1784734144,78,44,20,19,39,42,41,20,1.28,17682,28613,0.00,0.00
1784734145,77,44,22,19,39,42,41,20,1.26,17684,28613,0.00,0.00
1784734146,78,43,30,20,39,42,41,20,1.26,17688,28613,0.00,0.00
1784734147,77,43,26,19,39,42,41,20,1.26,17648,28613,0.00,0.00
1784734148,79,44,22,19,39,42,41,20,1.26,17675,28613,0.00,0.00
1784734149,80,43,23,19,39,42,41,20,1.26,17675,28613,0.00,0.00
1784734150,78,45,23,20,39,42,41,20,1.24,17669,28613,0.00,0.00
1784734151,79,44,23,19,39,42,41,20,1.24,17670,28613,0.00,0.00
1784734152,78,46,33,20,39,42,41,20,1.24,17671,28613,0.00,0.00
1784734153,78,43,20,19,39,42,41,20,1.24,17668,28613,0.00,0.00
1784734154,77,44,22,19,39,42,41,20,1.30,17665,28613,0.00,0.00
1784734155,79,43,31,19,39,42,41,20,1.30,17669,28613,0.00,0.00
1784734156,77,43,20,19,39,42,41,20,1.30,17672,28613,0.00,0.00
1784734158,79,43,20,19,39,42,41,20,1.30,17645,28613,0.00,0.00
1784734159,79,43,32,19,39,42,41,20,1.30,17676,28613,0.00,0.00
1784734160,76,43,20,19,39,42,41,20,1.36,17666,28613,0.00,0.00
1784734161,77,44,21,19,39,42,41,20,1.36,17667,28613,0.00,0.00
1784734162,78,44,21,20,39,42,41,20,1.36,17669,28613,0.00,0.00
1784734163,78,43,20,19,39,42,41,20,1.36,17670,28613,0.00,0.00
1784734164,77,47,26,19,39,42,41,20,1.36,17617,28613,0.00,0.00
1784734165,79,44,22,19,39,42,41,20,1.33,17664,28613,0.00,0.00
1784734166,77,43,20,19,39,42,41,20,1.33,17666,28613,0.00,0.00
1784734167,79,43,30,20,39,42,41,20,1.33,17586,28613,0.00,0.00
1784734168,79,43,21,19,39,42,41,20,1.33,17664,28613,0.00,0.00
1784734169,78,43,21,19,39,42,41,20,1.33,17656,28613,0.00,0.00
1784734170,77,43,17,19,39,42,41,20,1.30,17601,28613,0.00,0.00
1784734171,79,43,18,20,39,42,41,20,1.30,17656,28613,0.00,0.00
1784734172,80,43,22,19,39,42,41,20,1.30,17660,28613,0.00,0.00
1784734173,78,44,20,19,39,42,41,20,1.30,17591,28613,0.00,0.00
1784734174,79,43,21,19,39,42,41,20,1.30,17665,28613,0.00,0.00
1784734175,76,43,25,19,39,42,41,20,1.28,17657,28613,0.00,0.00
1784734176,79,43,19,19,39,42,41,20,1.28,17626,28613,0.00,0.00
1784734177,79,43,38,19,39,42,41,20,1.28,17658,28613,0.00,0.00
1784734178,78,43,21,19,39,42,41,20,1.28,17656,28613,0.00,0.00
1784734179,76,43,23,19,39,42,41,20,1.26,17628,28613,0.00,0.00
1784734180,79,43,23,20,39,42,41,20,1.26,17668,28613,0.00,0.00
1784734182,79,42,21,19,39,42,41,20,1.26,17666,28613,0.00,0.00
1784734183,77,44,21,19,39,42,41,20,1.26,17635,28613,0.00,0.00
1784734184,78,43,21,19,39,42,41,20,1.26,17665,28613,0.00,0.00
1784734185,81,43,25,19,39,42,41,20,1.24,17668,28613,0.00,0.00
1784734186,78,45,20,19,39,42,41,20,1.24,17668,28613,0.00,0.00
1784734187,78,44,32,19,39,42,41,20,1.24,17666,28613,0.00,0.00
1784734188,79,46,27,20,39,42,41,20,1.24,17670,28613,0.00,0.00
1784734189,79,43,18,19,39,42,41,20,1.24,17671,28613,0.00,0.00
1784734190,77,44,25,19,39,42,41,20,1.22,17662,28613,0.00,0.00
1784734191,80,43,24,20,39,42,41,20,1.22,17667,28613,0.00,0.00
1784734192,77,43,21,19,39,42,41,20,1.22,17654,28613,0.00,0.00
1784734193,79,43,24,20,39,42,41,20,1.22,17632,28613,0.00,0.00
1784734194,80,43,30,19,39,42,41,20,1.22,17651,28613,0.00,0.00
1784734195,77,43,32,20,39,42,41,20,1.20,17646,28613,0.00,0.00
1784734196,77,44,18,19,39,42,41,20,1.20,17643,28613,0.00,0.00
1784734197,78,43,25,20,39,42,41,20,1.20,17643,28613,0.00,0.00
1784734198,78,43,21,20,39,42,41,20,1.20,17645,28613,0.00,0.00
1784734199,77,48,20,20,39,42,41,20,1.20,17632,28613,0.00,0.00
1784734200,78,44,33,19,39,42,41,20,1.26,17646,28613,0.00,0.00
1784734201,76,43,20,19,39,42,41,20,1.26,17648,28613,0.00,0.00
1784734202,77,43,21,19,39,42,41,20,1.26,17573,28613,0.00,0.00
1784734203,78,43,24,19,39,42,41,20,1.26,17646,28613,0.00,0.00
1784734204,78,43,21,20,39,42,41,20,1.24,17645,28613,0.00,0.00
1784734206,77,43,21,19,39,42,41,20,1.24,17598,28613,0.00,0.00
1784734207,79,43,20,20,39,42,41,20,1.24,17644,28613,0.00,0.00
1784734208,80,42,20,19,39,42,41,20,1.24,17643,28613,0.00,0.00
1784734209,77,43,23,19,39,42,41,20,1.24,17582,28613,0.00,0.00
1784734210,79,43,24,19,39,42,41,20,1.22,17631,28613,0.00,0.00
1784734211,77,43,23,19,38,42,41,20,1.22,17661,28613,0.00,0.00
1784734212,77,44,15,20,39,42,41,20,1.22,17586,28613,0.00,0.00
1784734213,78,43,30,19,39,42,41,20,1.22,17662,28613,0.00,0.00
1784734214,79,43,21,19,39,42,41,20,1.22,17661,28613,0.00,0.00
1784734215,77,43,20,19,39,42,41,20,1.20,17587,28613,0.00,0.00
1784734216,79,43,25,19,39,42,41,20,1.20,17656,28613,0.00,0.00
1784734217,80,43,20,19,39,42,41,20,1.20,17660,28613,0.00,0.00
1784734218,78,43,21,19,39,42,41,20,1.20,17599,28613,0.00,0.00
1784734219,78,45,19,19,39,42,41,20,1.20,17644,28613,0.00,0.00
1784734220,78,44,28,20,39,42,41,20,1.19,17654,28613,0.00,0.00
1784734221,79,43,19,20,39,42,41,20,1.19,17658,28613,0.00,0.00
1784734222,79,44,25,19,39,42,41,20,1.19,17656,28613,0.00,0.00
1784734223,79,42,20,19,39,42,41,20,1.19,17656,28613,0.00,0.00
1784734224,77,43,21,19,39,42,41,20,1.17,17613,28613,0.00,0.00
1784734225,78,43,20,19,39,42,41,20,1.17,17655,28613,0.00,0.00
1784734226,80,42,21,19,39,42,41,20,1.17,17654,28613,0.00,0.00
1784734227,77,44,20,19,39,42,41,20,1.17,17653,28613,0.00,0.00
1784734229,78,43,20,19,39,42,41,20,1.17,17629,28613,0.00,0.00
1784734230,78,47,28,20,39,42,41,20,1.16,17660,28613,0.00,0.00
1784734231,78,43,18,19,39,42,41,20,1.16,17659,28613,0.00,0.00
1784734232,76,43,24,19,40,42,41,20,1.16,17656,28613,0.00,0.00
1784734233,77,44,20,19,39,42,41,20,1.16,17622,28613,0.00,0.00
1784734234,77,46,23,20,39,42,41,20,1.16,17652,28613,0.00,0.00
1784734235,78,43,20,19,39,42,41,20,1.15,17659,28613,0.00,0.00
1784734236,77,43,23,19,39,42,41,20,1.15,17648,28613,0.00,0.00
1784734237,79,43,23,19,39,42,41,20,1.15,17648,28613,0.00,0.00
1784734238,76,43,20,19,39,42,41,20,1.15,17617,28613,0.00,0.00
1784734239,77,43,21,19,39,42,41,20,1.13,17599,28613,0.00,0.00
1784734241,79,44,22,19,39,42,41,20,1.13,17669,28613,0.00,0.00
1784734242,77,46,27,20,39,42,41,20,1.13,17659,28613,0.00,0.00
1784734243,78,44,20,19,39,42,41,20,1.13,17625,28613,0.00,0.00
1784734244,78,44,21,20,39,42,41,20,1.13,17665,28613,0.00,0.00
1784734245,77,43,31,19,39,42,41,20,1.12,17654,28613,0.00,0.00
1784734246,76,44,27,19,39,42,41,20,1.12,17608,28613,0.00,0.00
1784734247,78,43,19,19,39,42,41,20,1.12,17655,28613,0.00,0.00
1784734248,78,42,22,19,39,42,41,20,1.12,17653,28613,0.00,0.00
1784734249,77,43,22,19,39,42,41,20,1.12,17583,28613,0.00,0.00
1784734250,79,43,19,19,39,42,41,20,1.27,17655,28613,0.00,0.00
1784734251,76,43,22,19,39,42,41,20,1.27,17660,28613,0.00,0.00
1784734252,79,43,21,19,39,42,41,20,1.27,17605,28613,0.00,0.00
1784734253,79,43,22,19,39,42,41,20,1.27,17666,28613,0.00,0.00
