wall_ts,http_status,elapsed_s,error,in_window
1786568898.345,200,0.0063,,1
1786568899.352,200,0.2669,,1
1786568900.619,200,0.0056,,1
1786568901.624,200,0.0067,,1
1786568902.631,200,0.0061,,1
1786568903.637,200,0.4192,,1
1786568905.057,200,0.0060,,1
1786568906.063,200,0.8790,,1
1786568907.942,200,0.0058,,1
1786568908.948,200,0.0271,,1
1786568909.975,200,0.6675,,1
1786568911.642,200,0.0062,,1
1786568912.649,200,0.0051,,1
1786568913.654,200,0.7262,,1
1786568915.380,200,0.0077,,1
1786568916.388,200,0.0208,,1
1786568917.409,200,0.6665,,1
1786568919.076,200,0.0068,,1
1786568920.082,200,0.0060,,1
1786568921.089,200,0.1355,,1
1786568922.224,200,0.0056,,1
1786568923.230,200,0.0205,,1
1786568924.250,200,0.3759,,1
1786568925.626,200,0.0051,,1
1786568926.632,200,0.0051,,1
1786568927.637,200,0.8176,,1
1786568929.454,200,0.0062,,1
1786568930.461,200,0.0059,,1
1786568931.467,200,0.6362,,1
1786568933.103,200,0.0053,,1
1786568934.108,200,0.0527,,1
1786568935.161,200,0.0063,,1
1786568936.167,200,0.0046,,1
1786568937.172,200,0.0425,,1
1786568938.215,200,0.6812,,1
1786568939.896,200,0.0064,,1
1786568940.903,200,0.0303,,1
1786568941.933,200,0.0056,,1
1786568942.939,200,0.1290,,1
1786568944.068,200,0.0055,,1
1786568945.073,200,0.0061,,1
1786568946.079,200,0.5838,,1
1786568947.663,200,0.0083,,1
1786568948.672,200,0.0067,,1
1786568949.678,200,0.2205,,1
1786568950.899,200,0.0059,,1
1786568951.905,200,0.0068,,1
1786568952.912,200,0.0070,,1
1786568953.919,200,0.0651,,1
1786568954.984,200,0.0081,,1
1786568955.992,200,0.0168,,1
1786568957.009,200,0.5765,,1
1786568958.586,200,0.0113,,1
1786568959.597,200,0.0073,,1
1786568960.604,200,0.0065,,1
1786568961.611,200,0.0244,,1
1786568962.635,200,0.0548,,1
1786568963.690,200,0.0061,,1
1786568964.697,200,0.1083,,1
1786568965.805,200,0.0068,,1
1786568966.812,200,0.0091,,1
1786568967.821,200,0.0069,,1
1786568968.828,200,0.0251,,1
1786568969.853,200,0.0059,,1
1786568970.859,200,0.0073,,1
1786568971.867,200,0.4201,,1
1786568973.287,200,0.0065,,1
1786568974.293,200,0.0091,,1
1786568975.303,200,0.8669,,1
1786568977.169,200,0.0073,,1
1786568978.177,200,0.0073,,1
1786568979.184,200,0.4546,,1
1786568980.639,200,0.0055,,1
1786568981.644,200,0.0071,,1
1786568982.652,200,0.7779,,1
1786568984.430,200,0.0140,,1
1786568985.444,200,0.0077,,1
1786568986.452,200,0.6172,,1
1786568988.069,200,0.0060,,1
1786568989.075,200,0.0055,,1
1786568990.081,200,0.7826,,1
1786568991.863,200,0.0073,,1
1786568992.871,200,0.0058,,1
1786568993.877,200,0.8233,,1
1786568995.700,200,0.0591,,1
1786568996.759,200,0.0058,,1
1786568997.765,200,0.4366,,1
1786568999.202,200,0.0129,,1
1786569000.215,200,0.0499,,1
1786569001.265,200,0.4745,,1
1786569002.739,200,0.0063,,1
1786569003.746,200,0.0548,,1
1786569004.800,200,0.6256,,1
1786569006.426,200,0.0063,,1
1786569007.433,200,0.0057,,1
1786569008.438,200,0.0061,,1
1786569009.444,200,0.4847,,1
1786569010.929,200,0.0290,,1
1786569011.958,200,0.0065,,1
1786569012.965,200,0.7969,,1
1786569014.762,200,0.0063,,1
1786569015.768,200,0.0064,,1
1786569016.775,200,0.4821,,1
1786569018.257,200,0.0058,,1
1786569019.263,200,0.0072,,1
1786569020.270,200,0.6695,,1
1786569021.940,200,0.0217,,1
1786569022.961,200,0.0095,,1
1786569023.971,200,0.0073,,1
1786569024.978,200,0.6603,,1
1786569026.639,200,0.0058,,1
1786569027.645,200,0.6539,,1
1786569029.299,200,0.0088,,1
1786569030.308,200,0.0064,,1
1786569031.314,200,0.0056,,1
1786569032.320,200,0.5714,,1
1786569033.891,200,0.0082,,1
1786569034.900,200,0.0053,,1
1786569035.905,200,0.1875,,1
1786569037.093,200,0.0058,,1
1786569038.099,200,0.0477,,1
1786569039.146,200,0.0066,,1
1786569040.153,200,0.1842,,1
1786569041.337,200,0.0056,,1
1786569042.343,200,0.0066,,1
1786569043.350,200,0.2844,,1
1786569044.634,200,0.0077,,1
1786569045.642,200,0.0056,,1
1786569046.648,200,0.0052,,1
1786569047.653,200,0.6391,,1
1786569049.292,200,0.0060,,1
1786569050.298,200,0.0066,,1
1786569051.305,200,0.0058,,1
1786569052.311,200,0.1498,,1
1786569053.461,200,0.0066,,1
1786569054.467,200,0.0055,,1
1786569055.473,200,0.4479,,1
1786569056.921,200,0.0107,,1
1786569057.932,200,0.0071,,1
1786569058.939,200,0.9677,,1
1786569060.907,200,0.0062,,1
1786569061.913,200,0.0364,,1
1786569062.950,200,0.0207,,1
1786569063.970,200,0.4427,,1
1786569065.413,200,0.0057,,1
1786569066.419,200,0.0064,,1
1786569067.425,200,0.0078,,1
1786569068.433,200,0.2161,,1
1786569069.649,200,0.0065,,1
1786569070.656,200,0.0065,,1
1786569071.663,200,0.3376,,1
1786569073.000,200,0.0480,,1
1786569074.048,200,0.0080,,1
1786569075.056,200,0.6352,,1
1786569076.692,200,0.0062,,1
1786569077.698,200,0.0058,,1
1786569078.704,200,0.0060,,1
1786569079.710,200,0.2965,,1
1786569081.007,200,0.0058,,1
1786569082.012,200,0.0054,,1
1786569083.018,200,0.6724,,1
1786569084.690,200,0.0208,,1
1786569085.711,200,0.0058,,1
1786569086.717,200,0.9023,,1
1786569088.620,200,0.0061,,1
1786569089.626,200,0.0064,,1
1786569090.632,200,0.7501,,1
1786569092.382,200,0.0075,,1
1786569093.390,200,0.0066,,1
1786569094.397,200,0.0068,,1
1786569095.404,200,0.1945,,1
1786569096.598,200,0.0093,,1
1786569097.608,200,0.0080,,1
1786569098.616,200,0.0067,,1
1786569099.622,200,0.6058,,1
1786569101.228,200,0.0058,,1
1786569102.234,200,0.0067,,1
1786569103.241,200,0.5522,,1
1786569104.793,200,0.0224,,1
1786569105.816,200,0.0689,,1
1786569106.885,200,0.0065,,1
1786569107.891,200,0.0908,,1
1786569108.982,200,0.0057,,1
1786569109.988,200,0.0590,,1
1786569111.047,200,0.9057,,1
1786569112.953,200,0.0066,,1
1786569113.960,200,0.0277,,1
1786569114.987,200,0.8681,,1
1786569116.856,200,0.0268,,1
1786569117.882,200,0.0071,,1
1786569118.890,200,0.0347,,1
1786569119.924,200,0.3551,,1
1786569121.280,200,0.0066,,1
1786569122.286,200,0.0053,,1
1786569123.292,200,0.0194,,1
1786569124.311,200,0.3763,,1
1786569125.687,200,0.0059,,1
1786569126.693,200,0.0068,,1
1786569127.700,200,0.0072,,1
1786569128.708,200,0.5419,,1
1786569130.250,200,0.0178,,1
1786569131.267,200,0.0063,,1
1786569132.274,200,0.7981,,1
1786569134.072,200,0.0051,,1
1786569135.077,200,0.0073,,1
1786569136.085,200,0.0050,,1
1786569137.090,200,0.3606,,1
1786569138.450,200,0.0124,,1
1786569139.463,200,0.0049,,1
1786569140.468,200,0.3945,,1
1786569141.862,200,0.0069,,1
1786569142.869,200,0.0106,,1
1786569143.880,200,0.0056,,1
1786569144.886,200,0.5871,,1
1786569146.473,200,0.0363,,1
1786569147.509,200,0.0061,,1
1786569148.516,200,0.7615,,1
1786569150.277,200,0.0060,,1
1786569151.283,200,0.0052,,1
1786569152.289,200,0.0501,,1
1786569153.339,200,0.3367,,1
1786569154.676,200,0.0055,,1
1786569155.681,200,0.0268,,1
1786569156.708,200,0.0056,,1
1786569157.714,200,0.7090,,1
1786569159.423,200,0.0062,,1
1786569160.429,200,0.0060,,1
1786569161.435,200,0.0256,,1
1786569162.461,200,0.3314,,1
1786569163.792,200,0.0074,,1
1786569164.800,200,0.0059,,1
1786569165.806,200,0.0085,,1
1786569166.814,200,0.4673,,1
1786569168.282,200,0.0051,,1
1786569169.287,200,0.0061,,1
1786569170.293,200,0.8265,,1
1786569172.120,200,0.0053,,1
1786569173.125,200,0.0056,,1
1786569174.131,200,0.0068,,1
1786569175.137,200,0.6205,,1
1786569176.758,200,0.0054,,1
1786569177.763,200,0.0056,,1
1786569178.769,200,0.6019,,1
1786569180.371,200,0.0063,,1
1786569181.377,200,0.0475,,1
1786569182.425,200,0.0063,,1
1786569183.431,200,0.0464,,1
1786569184.478,200,0.0078,,1
1786569185.486,200,0.0070,,1
1786569186.493,200,0.0070,,1
1786569187.500,200,0.5231,,1
1786569189.023,200,0.0052,,1
1786569190.028,200,0.0593,,1
1786569191.088,200,0.0065,,1
1786569192.095,200,0.4383,,1
1786569193.533,200,0.0059,,1
1786569194.539,200,0.0058,,1
1786569195.545,200,0.0055,,1
1786569196.550,200,0.3444,,1
1786569197.895,200,0.0065,,1
1786569198.901,200,0.0078,,1
1786569199.909,200,0.0059,,1
1786569200.915,200,0.4235,,1
1786569202.339,200,0.0061,,1
1786569203.345,200,0.0068,,1
1786569204.352,200,0.0060,,1
1786569205.358,200,0.4035,,1
1786569206.762,200,0.0159,,1
1786569207.778,200,0.0064,,1
1786569208.784,200,0.0067,,1
1786569209.791,200,0.3656,,1
1786569211.157,200,0.0069,,1
1786569212.164,200,0.0058,,1
1786569213.169,200,0.7443,,1
1786569214.914,200,0.0074,,1
1786569215.921,200,0.0121,,1
1786569216.933,200,0.0062,,1
1786569217.940,200,0.5803,,1
1786569219.520,200,0.0061,,1
1786569220.526,200,0.0066,,1
1786569221.533,200,0.0058,,1
1786569222.539,200,0.5766,,1
1786569224.116,200,0.0219,,1
1786569225.137,200,0.0069,,1
1786569226.144,200,0.0062,,1
1786569227.151,200,0.3506,,1
1786569228.501,200,0.0059,,1
1786569229.507,200,0.0061,,1
1786569230.514,200,0.0062,,1
1786569231.520,200,0.7071,,1
1786569233.227,200,0.0061,,1
1786569234.233,200,0.0057,,1
1786569235.239,200,0.0059,,1
1786569236.245,200,0.6555,,1
1786569237.901,200,0.0056,,1
1786569238.906,200,0.0602,,1
1786569239.967,200,0.0078,,1
1786569240.975,200,0.0067,,1
1786569241.981,200,0.0358,,1
1786569243.017,200,0.0056,,1
1786569244.023,200,0.0233,,1
1786569245.046,200,0.0058,,1
1786569246.052,200,0.5824,,1
1786569247.635,200,0.0094,,1
1786569248.644,200,0.0085,,1
1786569249.653,200,0.0058,,1
1786569250.659,200,0.6275,,1
1786569252.286,200,0.0070,,1
1786569253.293,200,0.0055,,1
1786569254.299,200,0.0060,,1
1786569255.305,200,0.4998,,1
1786569256.805,200,0.0058,,1
1786569257.811,200,0.0049,,1
1786569258.816,200,0.0062,,1
1786569259.822,200,0.8015,,1
1786569261.624,200,0.0067,,1
1786569262.630,200,0.0064,,1
1786569263.637,200,0.0060,,1
1786569264.643,200,0.2429,,1
1786569265.886,200,0.0279,,1
1786569266.914,200,0.0062,,1
1786569267.920,200,0.0078,,1
1786569268.928,200,0.0050,,1
1786569269.933,200,0.0688,,1
1786569271.002,200,0.0065,,1
1786569272.009,200,0.0061,,1
1786569273.015,200,0.0064,,1
1786569274.021,200,0.0057,,1
1786569275.027,200,0.2708,,1
1786569276.298,200,0.0227,,1
1786569277.321,200,0.0067,,1
1786569278.328,200,0.0071,,1
1786569279.335,200,0.4132,,1
1786569280.748,200,0.0056,,1
1786569281.754,200,0.0346,,1
1786569282.788,200,0.0065,,1
1786569283.795,200,0.4235,,1
1786569285.219,200,0.0067,,1
1786569286.225,200,0.0062,,1
1786569287.232,200,0.0063,,1
1786569288.238,200,0.0064,,1
1786569289.244,200,0.5113,,1
1786569290.756,200,0.0061,,1
1786569291.762,200,0.0062,,1
1786569292.768,200,0.0067,,1
1786569293.775,200,0.4082,,1
1786569295.183,200,0.0055,,1
1786569296.189,200,0.0062,,1
1786569297.195,200,0.9261,,1
1786569299.121,200,0.0063,,1
1786569300.128,200,0.0309,,1
1786569301.159,200,0.0466,,1
1786569302.205,200,0.7933,,1
1786569303.999,200,0.0712,,1
1786569305.070,200,0.0056,,1
1786569306.076,200,0.0067,,1
1786569307.082,200,0.7732,,1
1786569308.856,200,0.0069,,1
1786569309.863,200,0.0058,,1
1786569310.869,200,0.0062,,1
1786569311.875,200,1.0148,,1
1786569313.890,200,0.0058,,1
1786569314.896,200,0.0063,,1
1786569315.902,200,0.0068,,1
1786569316.909,200,0.9482,,1
1786569318.857,200,0.0058,,1
1786569319.863,200,0.0147,,1
1786569320.878,200,0.0057,,1
1786569321.884,200,0.1460,,1
1786569323.030,200,0.0067,,1
1786569324.037,200,0.0069,,1
1786569325.044,200,0.0060,,1
1786569326.050,200,1.0421,,1
1786569328.092,200,0.0062,,1
1786569329.098,200,0.0059,,1
1786569330.104,200,0.0058,,1
1786569331.110,200,0.7830,,1
1786569332.893,200,0.0060,,1
1786569333.899,200,0.0059,,1
1786569334.905,200,0.0064,,1
1786569335.912,200,0.5086,,1
1786569337.420,200,0.0067,,1
1786569338.427,200,0.0354,,1
1786569339.463,200,0.0083,,1
1786569340.471,200,0.9579,,1
1786569342.429,200,0.0050,,1
1786569343.434,200,0.0050,,1
1786569344.439,200,0.0061,,1
1786569345.445,200,0.3978,,1
1786569346.843,200,0.0060,,1
1786569347.849,200,0.0074,,1
1786569348.857,200,0.0058,,1
1786569349.863,200,0.5364,,1
1786569351.399,200,0.0067,,1
1786569352.406,200,0.0064,,1
1786569353.413,200,0.0061,,1
1786569354.419,200,0.7140,,1
1786569356.133,200,0.3183,,1
1786569357.451,200,0.9311,,1
1786569359.383,200,0.2774,,1
1786569360.660,200,0.0430,,1
1786569361.703,200,0.0648,,1
1786569362.768,200,0.0080,,1
1786569363.776,200,0.0058,,1
1786569364.782,200,0.0052,,1
1786569365.787,200,0.7239,,1
1786569367.511,200,0.0174,,1
1786569368.529,200,0.0071,,1
1786569369.536,200,0.0055,,1
1786569370.542,200,0.1241,,1
1786569371.666,200,0.0058,,1
1786569372.672,200,0.0163,,1
1786569373.688,200,0.0086,,1
1786569374.697,200,0.0203,,1
1786569375.717,200,0.4161,,1
1786569377.133,200,0.0065,,1
1786569378.140,200,0.0242,,1
1786569379.164,200,0.0061,,1
1786569380.170,200,1.0536,,1
1786569382.224,200,0.0060,,1
1786569383.230,200,0.0059,,1
1786569384.236,200,0.0059,,1
1786569385.242,200,0.0054,,1
1786569386.247,200,0.1682,,1
1786569387.416,200,0.0068,,1
1786569388.422,200,0.0063,,1
1786569389.429,200,0.0054,,1
1786569390.434,200,0.7128,,1
1786569392.147,200,0.0056,,1
1786569393.153,200,0.0054,,1
1786569394.158,200,0.0057,,1
1786569395.164,200,1.0208,,1
1786569397.185,200,0.0055,,1
1786569398.191,200,0.0049,,1
1786569399.196,200,0.0071,,1
1786569400.203,200,0.2228,,1
1786569401.425,200,0.0284,,1
1786569402.454,200,0.0061,,1
1786569403.460,200,0.0058,,1
1786569404.466,200,0.8116,,1
1786569406.278,200,0.0264,,1
1786569407.304,200,0.0057,,1
1786569408.310,200,0.0055,,1
1786569409.316,200,0.0060,,1
1786569410.322,200,0.0858,,1
1786569411.408,200,0.0068,,1
1786569412.414,200,0.0065,,1
1786569413.421,200,0.0242,,1
1786569414.445,200,0.8087,,1
1786569416.254,200,0.0066,,1
1786569417.261,200,0.0058,,1
1786569418.267,200,0.0059,,1
1786569419.273,200,0.0053,,1
1786569420.278,200,0.0747,,1
1786569421.353,200,0.0103,,1
1786569422.363,200,0.0155,,1
1786569423.379,200,0.0058,,1
1786569424.385,200,1.0367,,1
1786569426.422,200,0.0059,,1
1786569427.428,200,0.0056,,1
1786569428.433,200,0.0066,,1
1786569429.440,200,0.7532,,1
1786569431.193,200,0.0348,,1
1786569432.228,200,0.0057,,1
1786569433.234,200,0.0101,,1
1786569434.244,200,0.0055,,1
1786569435.250,200,0.4971,,1
1786569436.747,200,0.0077,,1
1786569437.755,200,0.0059,,1
1786569438.761,200,0.0596,,1
1786569439.820,200,0.7815,,1
1786569441.602,200,0.0065,,1
1786569442.609,200,0.0178,,1
1786569443.626,200,0.0055,,1
1786569444.632,200,0.9512,,1
1786569446.583,200,0.0077,,1
1786569447.591,200,0.0546,,1
1786569448.646,200,0.0064,,1
1786569449.652,200,0.0057,,1
1786569450.658,200,0.2142,,1
1786569451.872,200,0.0058,,1
1786569452.878,200,0.0060,,1
1786569453.884,200,0.0062,,1
1786569454.890,200,0.0054,,1
1786569455.896,200,0.1191,,1
1786569457.015,200,0.0066,,1
1786569458.022,200,0.0257,,1
1786569459.048,200,0.0061,,1
1786569460.054,200,0.0064,,1
1786569461.060,200,0.0790,,1
1786569462.139,200,0.0291,,1
1786569463.169,200,0.0131,,1
1786569464.182,200,0.0054,,1
1786569465.187,200,0.0197,,1
1786569466.207,200,0.2654,,1
1786569467.473,200,0.0068,,1
1786569468.479,200,0.0054,,1
1786569469.485,200,0.0062,,1
1786569470.491,200,0.0069,,1
1786569471.498,200,0.3049,,1
1786569472.803,200,0.0072,,1
1786569473.811,200,0.0057,,1
1786569474.816,200,0.0064,,1
1786569475.823,200,0.0053,,1
1786569476.828,200,0.4448,,1
1786569478.273,200,0.0618,,1
1786569479.335,200,0.0065,,1
1786569480.341,200,0.0108,,1
1786569481.352,200,0.0061,,1
1786569482.358,200,0.4140,,1
1786569483.773,200,0.0059,,1
1786569484.779,200,0.0063,,1
1786569485.785,200,0.0180,,1
1786569486.803,200,0.0059,,1
1786569487.809,200,0.4125,,1
1786569489.222,200,0.0056,,1
1786569490.227,200,0.0127,,1
1786569491.240,200,0.0056,,1
1786569492.246,200,0.0059,,1
1786569493.252,200,0.0056,,1
1786569494.257,200,0.3267,,1
1786569495.584,200,0.0715,,1
1786569496.656,200,0.0048,,1
1786569497.661,200,0.0054,,1
1786569498.666,200,0.6711,,1
1786569500.337,200,0.0059,,1
1786569501.343,200,0.0062,,1
1786569502.350,200,0.0051,,1
1786569503.355,200,0.0056,,1
1786569504.360,200,0.7320,,1
1786569506.093,200,0.0064,,1
1786569507.099,200,0.0063,,1
1786569508.105,200,0.0050,,1
1786569509.110,200,0.0065,,1
1786569510.117,200,0.2181,,1
1786569511.335,200,0.0058,,1
1786569512.341,200,0.0052,,1
1786569513.346,200,0.0582,,1
1786569514.405,200,0.0059,,1
1786569515.411,200,0.0081,,1
1786569516.419,200,0.3413,,1
1786569517.760,200,0.0060,,1
1786569518.766,200,0.0074,,1
1786569519.774,200,0.0064,,1
1786569520.780,200,1.0213,,1
1786569522.802,200,0.0196,,1
1786569523.821,200,0.0080,,1
1786569524.829,200,0.0074,,1
1786569525.837,200,0.0267,,1
1786569526.864,200,0.9740,,1
1786569528.838,200,0.0129,,1
1786569529.851,200,0.0060,,1
1786569530.857,200,0.0056,,1
1786569531.863,200,0.8649,,1
1786569533.728,200,0.0063,,1
1786569534.734,200,0.0065,,1
1786569535.741,200,0.0058,,1
1786569536.746,200,0.0057,,1
1786569537.752,200,0.3552,,1
1786569539.108,200,0.0067,,1
1786569540.114,200,0.0062,,1
1786569541.121,200,0.0366,,1
1786569542.157,200,1.1290,,1
1786569544.286,200,0.0105,,1
1786569545.297,200,0.0065,,1
1786569546.304,200,0.0074,,1
1786569547.311,200,0.0058,,1
1786569548.317,200,0.3525,,1
1786569549.669,200,0.0074,,1
1786569550.677,200,0.0064,,1
1786569551.683,200,0.0066,,1
1786569552.690,200,0.0054,,1
1786569553.696,200,0.6685,,1
1786569555.364,200,0.0070,,1
1786569556.371,200,0.0072,,1
1786569557.379,200,0.0068,,1
1786569558.385,200,1.1252,,1
1786569560.511,200,0.0059,,1
1786569561.517,200,0.0069,,1
1786569562.524,200,0.0071,,1
1786569563.531,200,0.0051,,1
1786569564.536,200,0.1699,,1
1786569565.706,200,0.0052,,1
1786569566.711,200,0.0068,,1
1786569567.718,200,0.0527,,1
1786569568.771,200,0.0076,,1
1786569569.779,200,0.2617,,1
1786569571.040,200,0.0062,,1
1786569572.047,200,0.0078,,1
1786569573.055,200,0.0153,,1
1786569574.070,200,1.0705,,1
1786569576.141,200,0.0071,,1
1786569577.148,200,0.0074,,1
1786569578.155,200,0.0076,,1
1786569579.163,200,0.0176,,1
1786569580.181,200,0.4788,,1
1786569581.659,200,0.0064,,1
1786569582.666,200,0.0059,,1
1786569583.672,200,0.0065,,1
1786569584.679,200,0.0332,,1
1786569585.712,200,1.0105,,1
1786569587.722,200,0.0080,,1
1786569588.731,200,0.0248,,1
1786569589.756,200,0.0557,,1
1786569590.811,200,0.9286,,1
1786569592.740,200,0.0064,,1
1786569593.746,200,0.0059,,1
1786569594.752,200,0.0064,,1
1786569595.759,200,0.0066,,1
1786569596.766,200,0.4590,,1
1786569598.225,200,0.0636,,1
1786569599.288,200,0.0075,,1
1786569600.296,200,0.0056,,1
1786569601.301,200,0.0053,,1
1786569602.307,200,0.6608,,1
1786569603.968,200,0.0301,,1
1786569604.998,200,0.0060,,1
1786569606.004,200,0.0050,,1
1786569607.009,200,0.0100,,1
1786569608.019,200,0.1801,,1
1786569609.200,200,0.0058,,1
1786569610.205,200,0.0165,,1
1786569611.222,200,0.0057,,1
1786569612.228,200,0.0149,,1
1786569613.243,200,0.6825,,1
1786569614.925,200,0.0358,,1
1786569615.961,200,0.0063,,1
1786569616.968,200,0.0064,,1
1786569617.974,200,0.0055,,1
1786569618.980,200,0.3634,,1
1786569620.343,200,0.0063,,1
1786569621.350,200,0.0079,,1
1786569622.358,200,0.0080,,1
1786569623.366,200,0.0189,,1
1786569624.385,200,0.1956,,1
1786569625.580,200,0.0510,,1
1786569626.631,200,0.0057,,1
1786569627.637,200,0.0062,,1
1786569628.643,200,0.0637,,1
1786569629.707,200,0.2081,,1
1786569630.915,200,0.0056,,1
1786569631.921,200,0.0064,,1
1786569632.927,200,0.0066,,1
1786569633.934,200,0.0055,,1
1786569634.940,200,0.8573,,1
1786569636.797,200,0.0048,,1
1786569637.802,200,0.0051,,1
1786569638.807,200,0.0081,,1
1786569639.815,200,0.0073,,1
1786569640.823,200,0.9744,,1
1786569642.797,200,0.0055,,1
1786569643.803,200,0.0065,,1
1786569644.809,200,0.0054,,1
1786569645.815,200,0.0056,,1
1786569646.820,200,0.6923,,1
1786569648.513,200,0.0200,,1
1786569649.533,200,0.0052,,1
1786569650.538,200,0.0054,,1
1786569651.544,200,0.0052,,1
1786569652.549,200,0.5265,,1
1786569654.076,200,0.0064,,1
1786569655.082,200,0.0056,,1
1786569656.088,200,0.0064,,1
1786569657.094,200,0.0067,,1
1786569658.101,200,0.0066,,1
1786569659.108,200,0.5308,,1
1786569660.639,200,0.0067,,1
1786569661.645,200,0.0065,,1
1786569662.652,200,0.0087,,1
1786569663.661,200,0.0050,,1
1786569664.666,200,0.6164,,1
1786569666.282,200,0.0060,,1
1786569667.289,200,0.0056,,1
1786569668.294,200,0.0060,,1
1786569669.300,200,0.0058,,1
1786569670.306,200,0.8897,,1
1786569672.196,200,0.0059,,1
1786569673.202,200,0.0075,,1
1786569674.210,200,0.0059,,1
1786569675.216,200,0.0066,,1
1786569676.222,200,1.0600,,1
1786569678.282,200,0.0061,,1
1786569679.288,200,0.0071,,1
1786569680.296,200,0.0080,,1
1786569681.304,200,0.0058,,1
1786569682.310,200,1.0212,,1
1786569684.331,200,0.0060,,1
1786569685.337,200,0.0157,,1
1786569686.353,200,0.0051,,1
1786569687.358,200,0.0160,,1
1786569688.374,200,0.8683,,1
1786569690.243,200,0.0055,,1
1786569691.248,200,0.0067,,1
1786569692.255,200,0.0085,,1
1786569693.264,200,0.0060,,1
1786569694.270,200,0.0111,,1
1786569695.281,200,0.2216,,1
1786569696.502,200,0.0058,,1
1786569697.508,200,0.0054,,1
1786569698.514,200,0.0061,,1
1786569699.520,200,0.0059,,1
1786569700.526,200,0.5877,,1
1786569702.114,200,0.0058,,1
1786569703.120,200,0.0479,,1
1786569704.168,200,0.0060,,1
1786569705.174,200,0.0064,,1
1786569706.180,200,0.4771,,1
1786569707.657,200,0.0059,,1
1786569708.663,200,0.0128,,1
1786569709.676,200,0.0067,,1
1786569710.683,200,0.0062,,1
1786569711.689,200,0.7590,,1
1786569713.448,200,0.0056,,1
1786569714.454,200,0.0072,,1
1786569715.461,200,0.0242,,1
1786569716.486,200,0.0074,,1
1786569717.493,200,0.5884,,1
1786569719.082,200,0.0056,,1
1786569720.087,200,0.0076,,1
1786569721.095,200,0.0054,,1
1786569722.101,200,0.0050,,1
1786569723.106,200,0.0049,,1
1786569724.111,200,0.3385,,1
1786569725.449,200,0.0059,,1
1786569726.455,200,0.0055,,1
1786569727.461,200,0.0055,,1
1786569728.466,200,0.0065,,1
1786569729.473,200,0.6106,,1
1786569731.084,200,0.0063,,1
1786569732.090,200,0.0052,,1
1786569733.095,200,0.0059,,1
1786569734.101,200,0.0055,,1
1786569735.107,200,1.0998,,1
1786569737.207,200,0.0608,,1
1786569738.268,200,0.0105,,1
1786569739.278,200,0.0057,,1
1786569740.284,200,0.0054,,1
1786569741.290,200,0.1833,,1
1786569742.473,200,0.0163,,1
1786569743.489,200,0.0062,,1
1786569744.496,200,0.0064,,1
1786569745.502,200,0.0058,,1
1786569746.508,200,0.0054,,1
1786569747.513,200,0.4331,,1
1786569748.947,200,0.0062,,1
1786569749.953,200,0.0254,,1
1786569750.978,200,0.0064,,1
1786569751.985,200,0.0620,,1
1786569753.047,200,0.4790,,1
1786569754.526,200,0.0051,,1
1786569755.531,200,0.0059,,1
1786569756.537,200,0.0103,,1
1786569757.548,200,0.0067,,1
1786569758.554,200,0.9698,,1
1786569760.524,200,0.0119,,1
1786569761.536,200,0.0057,,1
1786569762.542,200,0.0066,,1
1786569763.549,200,0.0058,,1
1786569764.555,200,0.0057,,1
1786569765.560,200,0.2543,,1
1786569766.815,200,0.0061,,1
1786569767.821,200,0.0219,,1
1786569768.843,200,0.0057,,1
1786569769.849,200,0.0053,,1
1786569770.854,200,0.0279,,1
1786569771.882,200,0.9223,,1
1786569773.804,200,0.0062,,1
1786569774.811,200,0.0054,,1
1786569775.816,200,0.0452,,1
1786569776.862,200,0.0352,,0
1786569777.897,200,0.0096,,0
1786569778.907,200,0.3899,,0
1786569780.296,200,0.0056,,0
1786569781.302,200,0.0051,,0
1786569782.307,200,0.0125,,0
1786569783.320,200,0.0062,,0
1786569784.326,200,0.0055,,0
1786569785.332,200,0.7102,,0
1786569787.042,200,0.0254,,0
1786569788.068,200,0.0059,,0
1786569789.074,200,0.0543,,0
1786569790.128,200,0.0083,,0
1786569791.136,200,0.0069,,0
