epoch,http_code,time_total_s
1784802480,200,0.172865
1784802481,200,0.117376
1784802482,200,0.244778
1784802483,200,0.132394
1784802485,200,0.176283
1784802486,200,0.187000
1784802487,200,0.194348
1784802488,200,0.267368
1784802489,200,0.199359
1784802491,200,0.147557
1784802492,200,0.197633
1784802493,200,0.137469
1784802494,200,0.157012
1784802495,200,0.176671
1784802497,200,0.218619
1784802498,200,0.794071
1784802500,200,0.503172
1784802501,200,0.168978
1784802502,200,0.118327
1784802503,200,0.122129
1784802505,200,0.111837
1784802506,200,0.118637
1784802507,200,0.203423
1784802508,200,0.151027
1784802509,200,0.152384
1784802510,200,0.230842
1784802512,200,0.093004
1784802513,200,0.092204
1784802514,200,0.369823
1784802515,200,0.090522
1784802516,200,1.302922
1784802519,200,0.159293
1784802520,200,0.132226
1784802521,200,0.162227
1784802522,200,0.128507
1784802523,200,0.114912
1784802524,200,0.209797
1784802526,200,0.161746
1784802527,200,0.137983
1784802528,200,0.220412
1784802529,200,0.163283
1784802530,200,0.603271
1784802532,200,0.096054
1784802533,200,1.225967
1784802535,200,0.152539
1784802537,200,0.249447
1784802538,200,0.179391
1784802539,200,0.291695
1784802540,200,0.143542
1784802541,200,0.157846
1784802543,200,0.259233
1784802544,200,0.185879
1784802545,200,0.198345
1784802546,200,0.299927
1784802548,200,0.138555
1784802549,200,0.237902
1784802550,200,0.251473
1784802551,200,0.141251
1784802552,200,0.156682
1784802554,200,0.283244
1784802555,200,0.148756
1784802556,200,0.198268
1784802557,200,0.150123
1784802558,200,0.220616
1784802560,200,0.169486
1784802561,200,0.367375
1784802562,200,0.203757
1784802564,200,0.187328
1784802565,200,0.209712
1784802566,200,0.410831
1784802567,200,0.219957
1784802569,200,0.115053
1784802570,200,0.114910
1784802571,200,0.118695
1784802572,200,0.111202
1784802573,200,0.124400
1784802574,200,0.266809
1784802576,200,0.282458
1784802577,200,0.373232
1784802578,200,1.443611
1784802581,200,0.261776
1784802582,200,0.106777
1784802583,200,0.762534
1784802585,200,0.156425
1784802586,200,0.151358
1784802587,200,0.186359
1784802588,200,0.165619
1784802590,200,0.234915
1784802591,200,0.186875
1784802592,200,0.225422
1784802593,200,0.117790
1784802594,200,0.122941
1784802596,200,0.133962
1784802597,200,0.191859
1784802598,200,0.185675
1784802599,200,0.140536
1784802600,200,0.208614
1784802602,200,0.134358
1784802603,200,0.139468
1784802604,200,0.137900
1784802605,200,0.206896
1784802606,200,0.152250
1784802607,200,0.135196
1784802609,200,0.154925
1784802610,200,0.214599
1784802611,200,0.304325
1784802612,200,0.095987
1784802613,200,1.139481
1784802616,200,0.134186
1784802617,200,0.131818
1784802618,200,0.113106
1784802619,200,0.091547
1784802620,200,0.093147
1784802621,200,0.092763
1784802622,200,0.092840
1784802623,200,0.091742
1784802625,200,0.091470
1784802626,200,0.090372
1784802627,200,0.087179
1784802628,200,0.088680
1784802629,200,0.091131
1784802630,200,0.086766
1784802631,200,0.097372
1784802632,200,0.092137
1784802633,200,0.092425
1784802634,200,0.093241
1784802636,200,0.089442
1784802637,200,0.092236
1784802638,200,0.094290
1784802639,200,0.091942
1784802640,200,0.091518
1784802641,200,0.095157
1784802642,200,0.090837
1784802643,200,0.093813
