poll_index,http_status,elapsed_s,error
0,200,0.256,
1,200,0.146,
2,200,0.341,
3,200,0.286,
4,200,0.456,
5,200,0.198,
6,200,0.102,
7,200,0.173,
8,200,0.272,
9,200,0.283,
10,200,0.220,
11,200,0.100,
12,200,0.122,
13,200,0.159,
14,200,0.178,
15,200,0.250,
16,200,0.307,
17,200,0.243,
18,200,0.444,
19,200,0.416,
20,200,2.946,
21,,10.013,timed out
22,200,0.661,
23,200,0.592,
24,200,0.499,
25,200,0.362,
26,200,0.440,
27,200,0.551,
28,200,0.303,
29,200,0.588,
30,200,0.097,
31,200,0.101,
32,200,0.097,
33,200,0.096,
34,200,0.101,
35,200,0.291,
36,200,0.098,
37,200,3.300,
38,200,0.211,
39,200,1.189,
40,200,0.200,
41,200,0.127,
42,200,0.106,
43,200,0.101,
44,200,0.184,
45,200,0.175,
46,200,0.204,
47,200,0.148,
48,200,0.189,
49,200,0.185,
50,200,0.167,
51,200,0.129,
52,200,0.124,
53,200,0.102,
54,200,0.170,
55,200,0.159,
56,200,0.730,
57,200,0.137,
58,200,0.174,
59,200,0.122,
60,200,0.184,
61,200,0.199,
62,200,0.149,
63,200,0.120,
64,200,0.121,
65,200,0.175,
66,200,0.122,
67,200,0.203,
68,200,0.394,
69,200,0.123,
70,200,0.184,
71,200,0.103,
72,200,0.140,
73,200,0.133,
74,200,0.117,
75,200,0.120,
76,200,0.160,
77,200,0.124,
78,200,0.116,
79,200,0.132,
80,200,0.153,
81,200,0.216,
82,200,0.120,
83,200,0.152,
84,200,0.155,
85,200,0.142,
86,200,0.258,
87,200,0.114,
88,200,0.111,
89,200,0.099,
90,200,0.119,
91,200,0.222,
92,200,0.178,
93,200,0.108,
94,200,0.140,
95,200,0.151,
96,200,0.197,
97,200,0.123,
98,200,0.183,
99,200,0.206,
100,200,0.137,
101,200,0.141,
102,200,0.228,
103,200,0.793,
104,200,0.213,
105,200,3.037,
106,200,1.958,
107,200,2.208,
108,200,3.101,
109,200,3.515,
110,200,0.150,
111,200,0.122,
112,200,0.102,
113,200,0.099,
114,200,0.108,
115,200,0.161,
116,200,0.119,
117,200,0.206,
118,200,0.146,
119,200,0.182,
120,200,0.127,
121,200,0.508,
122,200,0.110,
123,200,0.137,
124,200,0.194,
125,200,0.165,
126,200,0.184,
127,200,0.187,
128,200,0.175,
129,200,0.272,
130,200,0.159,
131,200,0.202,
132,200,0.154,
133,200,0.215,
134,200,0.192,
135,200,0.178,
136,200,0.224,
137,200,0.123,
138,200,0.102,
139,200,0.162,
140,200,0.182,
141,200,0.127,
142,200,0.175,
143,200,0.116,
144,200,0.107,
145,200,0.130,
146,200,0.178,
147,200,0.169,
148,200,0.257,
149,200,0.111,
150,200,0.120,
151,200,0.133,
152,200,0.168,
153,200,0.369,
154,200,0.132,
155,200,0.181,
156,200,0.107,
157,200,0.106,
158,200,0.096,
159,200,0.099,
160,200,0.103,
161,200,0.108,
162,200,0.210,
163,200,0.100,
164,200,0.098,
165,200,0.101,
166,200,0.103,
167,200,0.095,
168,200,0.192,
169,200,0.110,
170,200,0.100,
171,200,0.108,
172,200,0.205,
173,200,0.100,
174,200,0.102,
175,200,0.107,
176,200,0.104,
177,200,0.178,
178,200,0.110,
179,200,0.158,
180,200,0.110,
181,200,0.162,
182,200,0.168,
183,200,1.253,
184,200,0.102,
185,200,0.126,
186,200,0.122,
187,200,0.103,
188,200,0.144,
189,200,0.100,
190,200,0.097,
191,200,0.105,
192,200,0.099,
193,200,0.098,
194,200,0.103,
195,200,0.102,
196,200,0.098,
197,200,0.110,
198,200,0.098,
199,200,0.135,
200,200,0.161,
201,200,0.231,
202,200,0.102,
203,200,0.100,
204,200,0.177,
205,200,0.209,
206,200,0.174,
207,200,0.101,
208,200,0.102,
209,200,0.118,
210,200,0.102,
211,200,0.101,
212,200,0.098,
213,200,0.102,
214,200,0.104,
215,200,0.101,
216,200,0.097,
217,200,0.105,
218,200,0.101,
219,200,0.104,
220,200,0.099,
221,200,0.103,
222,200,0.099,
223,200,0.161,
224,200,0.156,
225,200,0.101,
226,200,0.213,
227,200,0.159,
228,200,0.678,
229,200,0.102,
230,200,0.350,
231,200,0.122,
232,200,0.125,
233,200,0.130,
234,200,0.098,
235,200,0.100,
236,200,0.098,
237,200,0.111,
238,200,0.162,
239,200,0.101,
240,200,0.098,
241,200,0.100,
242,200,0.118,
243,200,0.106,
244,200,0.129,
245,200,0.102,
246,200,0.255,
247,200,0.110,
248,200,0.101,
249,200,0.105,
250,200,0.152,
251,200,0.119,
252,200,0.101,
253,200,0.101,
254,200,0.102,
255,200,0.100,
256,200,0.099,
257,200,0.101,
258,200,0.099,
259,200,0.202,
260,200,0.102,
261,200,0.104,
262,200,0.100,
263,200,0.105,
264,200,0.140,
265,200,0.100,
266,200,0.097,
267,200,0.208,
268,200,0.187,
269,200,0.105,
270,200,0.103,
271,200,0.172,
272,200,0.859,
273,200,0.102,
274,200,0.098,
275,200,0.128,
276,200,0.207,
277,200,0.139,
278,200,0.147,
279,200,0.101,
280,200,0.143,
281,200,0.328,
282,200,0.141,
283,200,0.124,
284,200,0.186,
285,200,0.102,
286,200,0.149,
287,200,0.187,
288,200,0.136,
289,200,0.230,
290,200,0.327,
291,200,0.134,
292,200,0.188,
293,200,0.553,
294,200,0.107,
295,200,0.104,
296,200,0.248,
297,200,0.144,
298,200,0.254,
299,200,0.133,
300,200,0.276,
301,200,0.301,
302,200,0.234,
303,200,0.269,
304,200,0.468,
305,200,0.228,
306,200,0.145,
307,200,0.203,
308,200,0.348,
309,200,0.162,
310,200,0.112,
311,200,0.348,
312,200,0.625,
313,200,0.208,
314,200,0.238,
315,200,0.184,
316,200,0.245,
317,200,0.241,
318,200,0.807,
319,200,0.297,
320,200,0.294,
321,200,0.139,
322,200,0.262,
323,200,0.318,
324,200,0.177,
325,200,0.619,
326,200,0.550,
327,200,0.658,
328,200,0.634,
329,200,0.641,
330,200,0.689,
331,200,0.899,
332,200,0.830,
333,200,0.967,
334,200,0.101,
335,200,0.191,
336,200,0.199,
337,200,0.968,
338,200,0.841,
339,200,0.305,
340,200,0.252,
341,200,0.249,
342,200,0.273,
343,200,0.162,
344,200,0.328,
345,200,0.350,
346,200,0.346,
347,200,0.550,
348,200,0.268,
349,200,0.352,
350,200,0.838,
351,200,0.122,
352,200,0.156,
353,200,0.247,
354,200,0.224,
355,200,0.331,
356,200,0.215,
357,200,0.261,
358,200,0.180,
359,200,0.962,
360,200,0.288,
361,200,0.114,
362,200,0.180,
363,200,0.289,
364,200,0.294,
365,200,0.122,
366,200,0.310,
367,200,0.518,
368,200,0.314,
369,200,0.144,
370,200,0.296,
371,200,0.622,
372,200,0.300,
373,200,0.696,
374,200,0.176,
375,200,5.174,
376,200,2.988,
377,200,1.814,
378,200,0.103,
379,200,0.099,
380,200,0.145,
381,200,0.121,
382,200,0.194,
383,200,0.190,
384,200,0.176,
385,200,0.131,
386,200,0.159,
387,200,0.097,
388,200,0.172,
389,200,0.099,
390,200,0.146,
391,200,0.273,
392,200,0.095,
393,200,0.190,
394,200,0.223,
395,200,0.097,
396,200,0.197,
397,200,0.236,
398,200,0.095,
399,200,0.121,
400,200,0.135,
401,200,0.256,
402,200,0.100,
403,200,0.198,
404,200,0.147,
405,200,0.440,
406,200,0.100,
407,200,0.143,
408,200,0.201,
409,200,0.208,
410,200,0.109,
411,200,0.180,
412,200,0.192,
413,200,0.132,
414,200,0.189,
415,200,0.221,
416,200,0.213,
417,200,0.215,
418,200,0.171,
419,200,0.187,
420,200,0.286,
421,200,0.167,
422,200,0.139,
423,200,0.203,
424,200,0.144,
425,200,0.134,
426,200,0.494,
427,200,0.144,
428,200,0.225,
429,200,0.128,
430,200,0.286,
431,200,0.161,
432,200,0.100,
433,200,0.103,
434,200,0.105,
435,200,0.158,
436,200,0.099,
437,200,0.105,
438,200,0.123,
439,200,0.115,
440,200,0.101,
441,200,0.102,
442,200,0.100,
443,200,0.104,
444,200,0.183,
445,200,0.164,
446,200,0.191,
447,200,0.144,
448,200,0.107,
449,200,0.110,
450,200,0.111,
451,200,0.106,
452,200,0.164,
453,200,0.120,
454,200,0.185,
455,200,0.479,
456,200,0.102,
457,200,0.106,
458,200,0.180,
