epoch,vmpeak_kb,vmsize_kb,vmrss_kb,vmhwm_kb
1786592752.139,3270752,3270752,2535168,2552088
1786592752.389,3271776,3271776,2535532,2552088
1786592752.640,3271776,3271776,2535532,2552088
1786592752.890,3271776,3271776,2535924,2552088
1786592753.140,3271776,3271776,2535924,2552088
1786592753.391,3271776,3271776,2536336,2552088
1786592753.641,3271776,3271776,2536336,2552088
1786592753.891,3272800,3272800,2536992,2552088
1786592754.142,3272800,3272800,2536992,2552088
1786592754.392,3273824,3273824,2537440,2552088
1786592754.642,3273824,3273824,2537440,2552088
1786592754.893,3273824,3273824,2537852,2552088
1786592755.143,3273824,3273824,2537852,2552088
1786592755.393,3273824,3273824,2538312,2552088
1786592755.644,3273824,3273824,2538312,2552088
1786592755.894,3274848,3274848,2538704,2552088
1786592756.144,3274848,3274848,2538704,2552088
1786592756.394,3274848,3274848,2539112,2552088
1786592756.645,3274848,3274848,2539112,2552088
1786592756.895,3275872,3275872,2539684,2552088
1786592757.145,3275872,3275872,2539684,2552088
1786592757.395,3278944,3278944,2547000,2552088
1786592757.646,3377396,3377396,2646040,2646040
1786592757.896,3377396,3377396,2646040,2646040
1786592758.146,3379908,3379908,2649292,2649292
1786592758.397,3478292,3478292,2747264,2747264
1786592758.647,3541352,3541352,2810256,2810256
1786592758.897,3541352,3541352,2810256,2810256
1786592759.147,3541352,3541352,2810256,2810256
1786592759.398,3541352,3541352,2810260,2810260
1786592759.648,3541352,3541352,2810260,2810260
1786592759.898,3564788,3555572,2820060,2827760
1786592760.149,3564788,3555572,2820060,2827760
1786592760.399,3564788,3555572,2820060,2827760
1786592760.649,3564788,3555572,2820060,2827760
1786592760.900,3564788,3555572,2820060,2827760
1786592761.150,3564788,3555572,2820060,2827760
1786592761.400,3564788,3555572,2820072,2827760
1786592761.651,3564788,3555572,2820072,2827760
1786592761.901,3580148,3580148,2843476,2843476
1786592762.151,3584756,3564276,2828800,2846536
1786592762.401,3584756,3564260,2828792,2846536
1786592762.652,3584756,3566308,2830220,2846536
1786592762.902,3584756,3566308,2830220,2846536
1786592763.152,3584756,3570404,2834552,2846536
1786592763.403,3584756,3570404,2834552,2846536
1786592763.653,3601636,3583204,2847624,2863668
1786592763.904,3601636,3583204,2847632,2863668
1786592764.154,3601636,3583204,2847632,2863668
1786592764.404,3601636,3587300,2851388,2863668
1786592764.655,3601636,3587300,2851388,2863668
1786592764.905,3601636,3592420,2856276,2863668
1786592765.155,3601636,3592420,2856276,2863668
1786592765.405,3624676,3607268,2870948,2885876
1786592765.656,3624676,3607268,2871408,2885876
1786592765.907,3624676,3607252,2871400,2885876
1786592766.157,3624676,3611348,2874984,2885876
1786592766.408,3624676,3611348,2874984,2885876
1786592766.658,3624676,3617492,2881508,2885876
1786592766.908,3624676,3617492,2881508,2885876
1786592767.159,3640020,3640020,2904772,2904772
1786592767.409,3651796,3633364,2897236,2913508
1786592767.659,3651796,3633364,2897236,2913508
1786592767.910,3651796,3621056,2900376,2913508
1786592768.160,3651796,3621056,2900376,2913508
1786592768.410,3651796,3625152,2904772,2913508
1786592768.661,3651796,3627200,2907288,2913508
1786592768.911,3651796,3627200,2907288,2913508
1786592769.161,3658432,3640000,2919948,2936308
1786592769.412,3658432,3641024,2920152,2936308
1786592769.662,3658432,3641024,2920716,2936308
1786592769.912,3658432,3601756,2886300,2936308
1786592770.162,3658432,3601756,2886300,2936308
1786592770.413,3658432,3614044,2898636,2936308
1786592770.663,3658432,3619008,2898820,2936308
1786592770.913,3658432,3619008,2898820,2936308
1786592771.164,3658432,3625152,2904612,2936308
1786592771.414,3658432,3638464,2917776,2936308
1786592771.664,3658432,3638464,2917776,2936308
1786592771.914,3671096,3652664,2931344,2947952
1786592772.165,3671096,3667532,2951464,2951464
1786592772.415,3671096,3667532,2951464,2951464
1786592772.665,3680844,3680844,2964484,2964484
1786592772.915,3680844,3680844,2964484,2964484
1786592773.166,3692108,3692108,2975740,2975740
1786592773.416,3700300,3700300,2982936,2982936
1786592773.666,3700300,3700300,2982936,2982936
1786592773.917,3741104,3728816,3006860,3017280
1786592774.167,3741104,3728816,3006860,3017280
1786592774.417,3741104,3734960,3012756,3017280
1786592774.667,3747248,3747248,3025000,3025000
1786592774.918,3747248,3747248,3025000,3025000
1786592775.168,3772848,3754416,3032460,3048280
1786592775.418,3772848,3767728,3044624,3048280
1786592775.669,3772848,3767728,3044624,3048280
1786592775.919,3788208,3788208,3065572,3065572
1786592776.169,3790256,3790256,3067124,3067124
1786592776.419,3790256,3790256,3067124,3067124
1786592776.670,3815992,3807800,3084424,3090916
1786592776.920,3815992,3814968,3091332,3091332
1786592777.170,3815992,3814968,3091332,3091332
1786592777.420,3836472,3836472,3112744,3112744
1786592777.671,3842616,3842616,3118828,3118828
1786592777.921,3842616,3842616,3118828,3118828
1786592778.171,3867192,3867192,3143180,3143180
1786592778.422,3895652,3877220,3153392,3169652
1786592778.672,3895652,3877220,3153392,3169652
1786592778.922,3895652,3882340,3158424,3169652
1786592779.172,3905892,3905892,3180676,3180676
1786592779.423,3905892,3905892,3180676,3180676
1786592779.673,3912036,3912036,3187440,3187440
1786592779.923,3932516,3932516,3206880,3206880
1786592780.174,3937636,3937636,3212396,3212396
1786592780.424,3937636,3937636,3212396,3212396
1786592780.674,3958116,3958116,3232780,3232780
1786592780.925,3978596,3978596,3252664,3252664
1786592781.175,3978596,3978596,3252664,3252664
1786592781.425,3999076,3999076,3272756,3272756
1786592781.676,4008292,4008292,3281472,3281472
1786592781.926,4017508,4017508,3290544,3290544
1786592782.176,4017508,4017508,3290544,3290544
1786592782.426,4032868,4032868,3305852,3305852
1786592782.677,4061540,4061540,3333940,3333940
1786592782.927,4061540,4061540,3333940,3333940
1786592783.177,4061540,4061540,3333940,3333940
1786592783.428,4086116,4077924,3350228,3356888
1786592783.678,4108644,4108644,3380988,3380988
1786592783.928,4108644,4108644,3380988,3380988
1786592784.179,4108644,4108644,3380988,3380988
1786592784.429,4129124,4129124,3400700,3400700
1786592784.679,4161892,4161892,3433056,3433056
1786592784.930,4161892,4161892,3433056,3433056
1786592785.180,4161892,4161892,3433056,3433056
1786592785.430,4187492,4169060,3463560,3463560
1786592785.680,4322660,4262244,3527456,3527456
1786592785.931,4322660,4279652,3551272,3551272
1786592786.181,4322660,4279652,3551272,3551272
1786592786.431,4322660,4282724,3555316,3555316
1786592786.682,4322660,4315492,3597760,3597760
1786592786.932,4342116,4342116,3627720,3627720
1786592787.182,4342116,4342116,3627720,3627720
1786592787.432,4342116,4342116,3627720,3627720
1786592787.683,4366708,4348276,3634624,3651364
1786592787.933,4378996,4378996,3664708,3664708
1786592788.183,4406644,4406644,3694056,3694056
1786592788.434,4406644,4406644,3694056,3694056
1786592788.684,4406644,4406644,3694056,3694056
1786592788.934,4442484,4442484,3732816,3732816
1786592789.184,4443508,4443508,3734656,3734656
1786592789.435,4474228,4474228,3765996,3765996
1786592789.685,4475252,4475252,3766964,3766964
1786592789.935,4475252,4475252,3766964,3766964
1786592790.185,4480372,4480372,3771816,3771816
1786592790.435,4519284,4519284,3812672,3812672
1786592790.686,4532708,4532708,3827600,3827600
1786592790.936,4555236,4555236,3851492,3851492
1786592791.186,4555236,4555236,3851492,3851492
1786592791.437,4555236,4555236,3851492,3851492
1786592791.687,4563428,4563428,3859912,3859912
1786592791.937,4588004,4569572,3869148,3885932
1786592792.187,4588004,4569572,3869148,3885932
1786592792.438,4588004,4569572,3869148,3885932
1786592792.688,4588004,4569572,3869188,3885932
1786592792.938,4588004,4569572,3869200,3885932
1786592793.189,4588004,4569572,3869204,3885932
1786592793.439,4588004,4570596,3869664,3885932
1786592793.689,4596476,4581116,3880524,3893804
1786592793.940,4596476,4581116,3880680,3893804
1786592794.190,4596476,4581116,3880744,3893804
1786592794.440,4596476,4581116,3880744,3893804
1786592794.691,4596476,4581116,3880748,3893804
1786592794.941,4596476,4587260,3886672,3893804
1786592795.191,4606368,4589984,3889256,3904192
1786592795.441,4606368,4589984,3889632,3904192
1786592795.692,4606368,4589984,3889632,3904192
1786592795.942,4606368,4589984,3889632,3904192
1786592796.192,4606368,4592032,3890996,3904192
1786592796.442,4606368,4594080,3893608,3904192
1786592796.693,4620080,4605744,3904700,3917680
1786592796.943,4620080,4605744,3904780,3917680
1786592797.193,4620080,4605744,3905372,3917680
1786592797.443,4620080,4605744,3905384,3917680
1786592797.694,4620080,4605744,3905396,3917680
1786592797.944,4620080,4606768,3906392,3917680
1786592798.194,4620080,4609840,3908892,3917680
1786592798.444,4625200,4625200,3923872,3923872
1786592798.695,4637428,4618996,3918336,3935104
1786592798.945,4637428,4617972,3917604,3935104
1786592799.196,4637428,4617972,3917604,3935104
1786592799.446,4637428,4621044,3919828,3935104
1786592799.696,4637428,4623092,3922316,3935104
1786592799.947,4639476,4639476,3938832,3938832
1786592800.197,4651272,4633864,3932520,3948332
1786592800.447,4651272,4633864,3933468,3948332
1786592800.698,4651272,4633864,3933492,3948332
1786592800.948,4651272,4634888,3933556,3948332
1786592801.198,4651272,4636936,3936020,3948332
1786592801.449,4651272,4638984,3938424,3948332
1786592801.699,4651272,4648200,3947052,3948332
1786592801.950,4666632,4653320,3952224,3964172
1786592802.200,4666632,4653320,3952508,3964172
1786592802.450,4666632,4653320,3952948,3964172
1786592802.701,4666632,4653320,3952956,3964172
1786592802.951,4666632,4653320,3952964,3964172
1786592803.201,4666632,4654344,3953232,3964172
1786592803.451,4666632,4656392,3955220,3964172
1786592803.702,4666632,4660488,3959304,3964172
1786592803.952,4666632,4654288,3985832,3985832
1786592804.202,4668396,4668396,4005484,4005484
1786592804.453,4723152,4723152,4059660,4059660
1786592804.703,4725200,4725200,4061412,4061412
1786592804.953,4730320,4730320,4065924,4065924
1786592805.204,4758764,4758764,4094832,4094832
1786592805.454,4770984,4754600,4086644,4100440
1786592805.704,4770984,4754600,4086660,4100440
1786592805.955,4770984,4757672,4088792,4100440
1786592806.205,4770984,4757672,4089528,4100440
1786592806.455,4784296,4784296,4116060,4116060
1786592806.706,4790172,4773788,4105592,4120284
1786592806.956,4790172,4772764,4104828,4120284
1786592807.206,4790172,4772764,4104832,4120284
1786592807.457,4790172,4775836,4106984,4120284
1786592807.707,4790172,4776860,4108208,4120284
1786592807.957,4803492,4787108,4118648,4133340
1786592808.207,4803492,4787108,4119164,4133340
1786592808.458,4803492,4787108,4119168,4133340
1786592808.708,4803492,4787108,4119172,4133340
1786592808.959,4803492,4788132,4119776,4133340
1786592809.209,4803492,4791204,4122352,4133340
1786592809.459,4803492,4793252,4124612,4133340
1786592809.710,4803492,4795300,4127112,4133340
1786592809.960,4820900,4805540,4136896,4150720
1786592810.210,4820900,4805540,4137572,4150720
1786592810.461,4820900,4805540,4137580,4150720
1786592810.711,4820900,4805540,4137612,4150720
1786592810.961,4820900,4805540,4137612,4150720
1786592811.211,4820900,4808612,4139672,4150720
1786592811.462,4820900,4810660,4142128,4150720
1786592811.712,4837420,4822060,4153540,4167084
1786592811.962,4837420,4822060,4154092,4167084
1786592812.213,4837420,4822060,4154092,4167084
1786592812.463,4837420,4822060,4154092,4167084
1786592812.714,4837420,4822060,4154092,4167084
1786592812.964,4837420,4822060,4154092,4167084
1786592813.214,4837420,4822060,4154092,4167084
1786592813.465,4837420,4529192,3861400,4167084
1786592813.715,4837420,4233332,3519792,4167084
1786592813.966,4837420,4233332,3519792,4167084
1786592814.216,4837420,4233332,3519792,4167084
1786592814.466,4837420,4233332,3519796,4167084
1786592814.717,4837420,4233332,3521012,4167084
1786592814.967,4837420,4232308,3521588,4167084
1786592815.217,4837420,4195444,3485236,4167084
1786592815.467,4837420,4147944,3430156,4167084
1786592815.718,4837420,4147944,3430156,4167084
1786592815.968,4837420,4147944,3430156,4167084
1786592816.218,4837420,4147944,3430156,4167084
1786592816.469,4837420,4147944,3430156,4167084
1786592816.719,4837420,4147944,3430156,4167084
1786592816.969,4837420,4147944,3430156,4167084
1786592817.220,4837420,4156152,3448328,4167084
1786592817.470,4837420,4197644,3489820,4167084
1786592817.720,4837420,3951884,3247404,4167084
1786592817.971,4837420,3794188,3090932,4167084
1786592818.221,4837420,3790092,3086884,4167084
1786592818.471,4837420,3790092,3086884,4167084
1786592818.722,4837420,3789068,3085860,4167084
1786592818.972,4837420,3789068,3085860,4167084
1786592819.226,4837420,3779836,3076716,4167084
1786592819.477,4837420,3776764,3073676,4167084
1786592819.727,4837420,3773692,3070620,4167084
1786592819.978,4837420,3773692,3070620,4167084
1786592820.228,4837420,3772668,3069596,4167084
1786592820.478,4837420,3772668,3069596,4167084
1786592820.729,4837420,3765500,3062460,4167084
1786592820.979,4837420,3764476,3061452,4167084
1786592821.229,4837420,3762428,3059420,4167084
1786592821.480,4837420,3762428,3059420,4167084
1786592821.730,4837420,3760380,3057388,4167084
1786592821.980,4837420,3738876,3035932,4167084
1786592822.231,4837420,3738876,3035932,4167084
1786592822.481,4837420,3738876,3035932,4167084
1786592822.731,4837420,3735804,3032892,4167084
1786592822.982,4837420,3730684,3027820,4167084
1786592823.232,4837420,3730684,3027820,4167084
1786592823.482,4837420,3730684,3027820,4167084
1786592823.732,4837420,3726588,3023740,4167084
1786592823.982,4837420,3724540,3021708,4167084
1786592824.233,4837420,3724540,3021708,4167084
1786592824.483,4837420,3724540,3021708,4167084
1786592824.733,4837420,3724540,3021708,4167084
1786592824.984,4837420,3724540,3021708,4167084
1786592825.234,4837420,3724540,3021708,4167084
1786592825.484,4837420,3724540,3021708,4167084
1786592825.735,4837420,3721452,3018628,4167084
1786592825.985,4837420,3720428,3017604,4167084
1786592826.235,4837420,3720428,3017604,4167084
1786592826.486,4837420,3719404,3016596,4167084
1786592826.736,4837420,3719404,3016596,4167084
1786592826.986,4837420,3718380,3015572,4167084
1786592827.236,4837420,3717356,3014564,4167084
1786592827.487,4837420,3716332,3013556,4167084
1786592827.737,4837420,3716332,3013556,4167084
1786592827.987,4837420,3715308,3012548,4167084
1786592828.238,4837420,3715308,3012548,4167084
1786592828.488,4837420,3714284,3011524,4167084
