poll_index,http_status,elapsed_s,error
1496,200,0.352,
1497,200,0.015,
1498,200,0.292,
1499,200,0.017,
1500,200,0.051,
1501,200,0.066,
1502,200,0.026,
1503,200,0.175,
1504,200,0.014,
1505,200,0.131,
1506,200,0.013,
1507,200,0.164,
1508,200,0.012,
1509,200,0.157,
1510,200,0.054,
1511,200,0.215,
1512,200,0.011,
1513,200,0.394,
1514,200,0.076,
1515,200,0.016,
1516,200,0.058,
1517,200,0.073,
1518,200,0.409,
1519,200,0.081,
1520,200,0.166,
1521,200,0.054,
1522,200,0.445,
1523,200,0.372,
1524,200,0.327,
1525,200,0.009,
1526,200,0.075,
1527,200,0.126,
1528,200,0.052,
1529,200,0.165,
1530,200,0.027,
1531,200,0.091,
1532,200,0.115,
1533,200,0.297,
1534,200,0.112,
1535,200,0.087,
1536,200,0.014,
1537,200,0.077,
1538,200,0.024,
1539,200,0.014,
1540,200,0.009,
1541,200,0.028,
1542,200,0.174,
1543,200,0.012,
1544,200,0.063,
1545,200,0.460,
1546,200,0.099,
1547,200,0.128,
1548,200,0.353,
1549,200,0.009,
1550,200,0.022,
1551,200,0.019,
1552,200,0.080,
1553,200,0.083,
1554,200,0.008,
1555,200,0.317,
1556,200,0.046,
1557,200,0.153,
1558,200,0.023,
1559,200,0.020,
1560,200,0.019,
1561,200,0.192,
1562,200,0.051,
1563,200,0.104,
1564,200,0.038,
1565,200,0.220,
1566,200,0.046,
1567,200,0.204,
1568,200,0.029,
1569,200,0.340,
1570,200,0.008,
1571,200,0.167,
1572,200,0.069,
1573,200,0.570,
1574,200,0.049,
1575,200,0.275,
1576,200,0.063,
1577,200,0.425,
1578,200,0.038,
1579,200,0.384,
1580,200,0.008,
1581,200,0.629,
1582,200,0.075,
1583,200,0.429,
1584,200,0.055,
1585,200,0.604,
1586,200,0.008,
1587,200,0.016,
1588,200,0.036,
1589,200,0.043,
1590,200,0.254,
1591,200,0.064,
1592,200,0.010,
1593,200,0.114,
1594,200,0.012,
1595,200,0.434,
1596,200,0.008,
1597,200,0.028,
1598,200,0.127,
1599,200,0.049,
1600,200,0.009,
1601,200,0.065,
1602,200,0.074,
1603,200,0.635,
1604,200,0.062,
1605,200,0.082,
1606,200,0.013,
1607,200,0.122,
1608,200,0.032,
1609,200,0.049,
1610,200,0.122,
1611,200,0.438,
1612,200,0.399,
1613,200,0.445,
1614,200,0.351,
1615,200,0.658,
1616,200,0.007,
1617,200,0.009,
1618,200,0.009,
1619,200,0.021,
1620,200,0.047,
1621,200,0.015,
1622,200,0.105,
1623,200,0.015,
1624,200,0.045,
1625,200,0.069,
1626,200,0.164,
1627,200,0.022,
1628,200,0.010,
1629,200,0.022,
1630,200,0.015,
1631,200,0.093,
1632,200,0.097,
1633,200,0.025,
1634,200,0.177,
1635,200,0.084,
1636,200,0.014,
1637,200,0.012,
1638,200,0.078,
1639,200,0.119,
1640,200,0.066,
1641,200,0.105,
1642,200,0.089,
1643,200,0.059,
1644,200,0.014,
1645,200,0.018,
1646,200,0.015,
1647,200,0.061,
1648,200,0.093,
1649,200,0.018,
1650,200,0.055,
1651,200,0.045,
1652,200,0.019,
1653,200,0.065,
1654,200,0.052,
1655,200,0.047,
1656,200,0.017,
1657,200,0.013,
1658,200,0.012,
1659,200,0.012,
1660,200,0.016,
1661,200,0.014,
1662,200,0.077,
1663,200,0.012,
1664,200,0.010,
1665,200,0.102,
1666,200,0.012,
1667,200,0.056,
1668,200,0.012,
1669,200,0.011,
1670,200,0.011,
1671,200,0.007,
1672,200,0.028,
1673,200,0.009,
1674,200,0.019,
1675,200,0.130,
1676,200,0.015,
1677,200,0.103,
1678,200,0.086,
1679,200,0.012,
1680,200,0.017,
1681,200,0.079,
1682,200,0.035,
1683,200,0.057,
1684,200,0.039,
1685,200,0.016,
1686,200,0.145,
1687,200,0.058,
1688,200,0.063,
1689,200,0.158,
1690,200,0.008,
1691,200,0.039,
1692,200,0.108,
1693,200,0.017,
1694,200,0.012,
1695,200,0.035,
1696,200,0.021,
1697,200,0.035,
1698,200,0.027,
1699,200,0.008,
1700,200,0.013,
1701,200,0.011,
1702,200,0.061,
1703,200,0.040,
1704,200,0.011,
1705,200,0.145,
1706,200,0.055,
1707,200,0.041,
1708,200,0.024,
1709,200,0.065,
1710,200,0.055,
1711,200,0.009,
1712,200,0.038,
1713,200,0.022,
1714,200,0.058,
1715,200,0.008,
1716,200,0.016,
1717,200,0.062,
1718,200,0.023,
1719,200,0.038,
1720,200,0.042,
1721,200,0.018,
1722,200,0.081,
1723,200,0.015,
1724,200,0.085,
1725,200,0.013,
1726,200,0.010,
1727,200,0.027,
1728,200,0.013,
1729,200,0.010,
1730,200,0.010,
1731,200,0.015,
1732,200,0.018,
1733,200,0.021,
1734,200,0.048,
1735,200,0.017,
1736,200,0.020,
1737,200,0.112,
1738,200,0.018,
1739,200,0.016,
1740,200,0.019,
1741,200,0.019,
1742,200,0.010,
1743,200,0.013,
1744,200,0.018,
1745,200,0.016,
1746,200,0.016,
1747,200,0.018,
1748,200,0.017,
1749,200,0.016,
1750,200,0.092,
1751,200,0.012,
1752,200,0.129,
1753,200,0.015,
1754,200,0.017,
1755,200,0.017,
1756,200,0.175,
1757,200,0.014,
1758,200,0.010,
1759,200,0.017,
1760,200,0.024,
1761,200,0.017,
1762,200,0.013,
1763,200,0.014,
1764,200,0.017,
1765,200,0.015,
1766,200,0.009,
1767,200,0.030,
1768,200,0.018,
1769,200,0.010,
1770,200,0.033,
1771,200,0.010,
1772,200,0.009,
1773,200,0.012,
1774,200,0.021,
1775,200,0.138,
1776,200,0.015,
1777,200,0.016,
1778,200,0.023,
1779,200,0.009,
1780,200,0.054,
1781,200,0.011,
1782,200,0.009,
1783,200,0.017,
1784,200,0.028,
1785,200,0.557,
1786,200,0.009,
1787,200,0.017,
1788,200,0.010,
1789,200,0.021,
1790,200,0.010,
1791,200,0.088,
1792,200,0.082,
1793,200,0.038,
1794,200,0.012,
