t=  0.00s vmpeak=3320896 vmhwm=2887692 vmrss=2887692 status=running
t=  0.61s vmpeak=3320896 vmhwm=2890596 vmrss=2890596 status=running
t=  1.14s vmpeak=3320896 vmhwm=2894172 vmrss=2894172 status=running
t=  1.64s vmpeak=3320896 vmhwm=2895596 vmrss=2895596 status=running
t=  2.18s vmpeak=3320896 vmhwm=2898744 vmrss=2898744 status=running
t=  2.72s vmpeak=3320896 vmhwm=2900112 vmrss=2900112 status=running
t=  3.27s vmpeak=3320896 vmhwm=2902656 vmrss=2902656 status=running
t=  3.82s vmpeak=3320896 vmhwm=2904236 vmrss=2904236 status=running
t=  4.38s vmpeak=3320896 vmhwm=2907624 vmrss=2907624 status=running
t=  4.93s vmpeak=3320896 vmhwm=2908888 vmrss=2908888 status=running
t=  5.55s vmpeak=3320896 vmhwm=2912112 vmrss=2912112 status=running
t=  6.07s vmpeak=3320896 vmhwm=2914308 vmrss=2914308 status=running
t=  6.59s vmpeak=3320896 vmhwm=2916352 vmrss=2916352 status=running
t=  7.15s vmpeak=3323056 vmhwm=2918680 vmrss=2918680 status=running
t=  7.67s vmpeak=3327152 vmhwm=2922936 vmrss=2922936 status=running
t=  8.20s vmpeak=3328176 vmhwm=2924276 vmrss=2924276 status=running
t=  8.73s vmpeak=3330224 vmhwm=2926076 vmrss=2926076 status=running
t=  9.32s vmpeak=3332272 vmhwm=2928452 vmrss=2928452 status=running
t=  9.92s vmpeak=3334352 vmhwm=2930128 vmrss=2930128 status=running
t= 10.43s vmpeak=3336400 vmhwm=2932780 vmrss=2932780 status=running
t= 11.08s vmpeak=3338448 vmhwm=2934852 vmrss=2934852 status=running
t= 11.62s vmpeak=3341520 vmhwm=2937056 vmrss=2937056 status=running
t= 12.15s vmpeak=3343568 vmhwm=2939808 vmrss=2939808 status=running
t= 12.71s vmpeak=3345616 vmhwm=2941632 vmrss=2941632 status=running
t= 13.26s vmpeak=3347664 vmhwm=2943856 vmrss=2943856 status=running
t= 13.82s vmpeak=3349744 vmhwm=2946136 vmrss=2946136 status=running
t= 14.40s vmpeak=3352816 vmhwm=2948464 vmrss=2948464 status=running
t= 14.97s vmpeak=3354864 vmhwm=2950584 vmrss=2950584 status=running
t= 15.56s vmpeak=3356912 vmhwm=2953048 vmrss=2953048 status=running
t= 16.20s vmpeak=3358960 vmhwm=2955344 vmrss=2955344 status=running
t= 16.72s vmpeak=3362032 vmhwm=2958212 vmrss=2958212 status=running
t= 17.30s vmpeak=3364080 vmhwm=2960464 vmrss=2960464 status=running
t= 17.86s vmpeak=3368208 vmhwm=2963576 vmrss=2963576 status=running
t= 18.39s vmpeak=3371280 vmhwm=2966636 vmrss=2966636 status=running
t= 18.92s vmpeak=3371280 vmhwm=2966640 vmrss=2966640 status=running
t= 19.51s vmpeak=3372304 vmhwm=2968688 vmrss=2968688 status=running
t= 20.09s vmpeak=3375376 vmhwm=2971460 vmrss=2971460 status=running
t= 20.63s vmpeak=3377424 vmhwm=2973432 vmrss=2973432 status=running
t= 21.18s vmpeak=3380496 vmhwm=2976460 vmrss=2976460 status=running
t= 21.71s vmpeak=3380496 vmhwm=2976524 vmrss=2976524 status=running
t= 22.27s vmpeak=3382576 vmhwm=2978948 vmrss=2978948 status=running
t= 22.81s vmpeak=3385648 vmhwm=2981212 vmrss=2981212 status=running
t= 23.41s vmpeak=3387696 vmhwm=2983480 vmrss=2983480 status=running
t= 23.94s vmpeak=3387696 vmhwm=2983520 vmrss=2983520 status=running
t= 24.49s vmpeak=3389744 vmhwm=2985696 vmrss=2985696 status=running
t= 25.14s vmpeak=3392816 vmhwm=2988308 vmrss=2988308 status=running
t= 25.73s vmpeak=3395888 vmhwm=2991400 vmrss=2991400 status=running
t= 26.30s vmpeak=3397936 vmhwm=2993444 vmrss=2993444 status=running
t= 26.81s vmpeak=3397968 vmhwm=2993488 vmrss=2993488 status=running
t= 27.34s vmpeak=3400016 vmhwm=2996404 vmrss=2996404 status=running
t= 27.88s vmpeak=3403088 vmhwm=2999132 vmrss=2999132 status=running
t= 28.48s vmpeak=3403088 vmhwm=2999152 vmrss=2999152 status=running
t= 29.03s vmpeak=3406160 vmhwm=3002536 vmrss=3002536 status=running
t= 29.59s vmpeak=3409232 vmhwm=3005016 vmrss=3005016 status=running
t= 30.14s vmpeak=3409232 vmhwm=3005028 vmrss=3005028 status=running
t= 30.67s vmpeak=3412304 vmhwm=3007756 vmrss=3007756 status=running
t= 31.33s vmpeak=3415408 vmhwm=3011112 vmrss=3011112 status=running
t= 31.86s vmpeak=3415408 vmhwm=3011276 vmrss=3011276 status=running
t= 32.40s vmpeak=3418480 vmhwm=3014152 vmrss=3014152 status=running
t= 32.95s vmpeak=3421552 vmhwm=3017480 vmrss=3017480 status=running
t= 34.08s vmpeak=3421552 vmhwm=3017944 vmrss=3017944 status=running
t= 34.62s vmpeak=3424624 vmhwm=3020996 vmrss=3020996 status=running
t= 35.17s vmpeak=3425648 vmhwm=3021144 vmrss=3021144 status=running
t= 35.72s vmpeak=3427696 vmhwm=3024096 vmrss=3024096 status=running
t= 36.28s vmpeak=3430800 vmhwm=3027184 vmrss=3027184 status=running
t= 36.80s vmpeak=3430800 vmhwm=3027188 vmrss=3027188 status=running
t= 37.39s vmpeak=3433872 vmhwm=3030276 vmrss=3030276 status=running
t= 37.91s vmpeak=3436944 vmhwm=3032512 vmrss=3032512 status=running
t= 38.41s vmpeak=3436944 vmhwm=3032964 vmrss=3032964 status=running
t= 38.94s vmpeak=3438992 vmhwm=3034776 vmrss=3034776 status=running
t= 39.47s vmpeak=3438992 vmhwm=3034788 vmrss=3034788 status=running
t= 40.06s vmpeak=3442064 vmhwm=3038456 vmrss=3038456 status=running
t= 40.58s vmpeak=3444112 vmhwm=3039476 vmrss=3039476 status=running
t= 41.11s vmpeak=3446160 vmhwm=3042548 vmrss=3042548 status=running
t= 41.64s vmpeak=3449264 vmhwm=3045656 vmrss=3045656 status=running
t= 42.23s vmpeak=3449264 vmhwm=3045656 vmrss=3045656 status=running
t= 42.78s vmpeak=3453360 vmhwm=3048964 vmrss=3048964 status=running
t= 43.33s vmpeak=3453360 vmhwm=3049484 vmrss=3049484 status=running
t= 43.89s vmpeak=3456432 vmhwm=3052388 vmrss=3052388 status=running
t= 44.47s vmpeak=3459504 vmhwm=3055868 vmrss=3055868 status=running
t= 45.00s vmpeak=3459504 vmhwm=3055880 vmrss=3055880 status=running
t= 45.52s vmpeak=3462576 vmhwm=3059048 vmrss=3059048 status=running
t= 46.03s vmpeak=3515884 vmhwm=3062432 vmrss=3062432 status=running
t= 46.72s vmpeak=3517932 vmhwm=3064660 vmrss=3064660 status=running
t= 47.43s vmpeak=3524076 vmhwm=3071004 vmrss=3071004 status=running
t= 48.14s vmpeak=3532268 vmhwm=3078828 vmrss=3078828 status=running
t= 48.68s vmpeak=3538412 vmhwm=3085156 vmrss=3085156 status=running
t= 49.21s vmpeak=3539436 vmhwm=3086244 vmrss=3086244 status=running
t= 49.74s vmpeak=3540460 vmhwm=3087056 vmrss=3087056 status=running
t= 50.25s vmpeak=3540460 vmhwm=3087168 vmrss=3087168 status=running
t= 50.81s vmpeak=3541484 vmhwm=3087888 vmrss=3087888 status=running
t= 51.33s vmpeak=3542508 vmhwm=3088764 vmrss=3088764 status=running
t= 51.87s vmpeak=3543532 vmhwm=3089892 vmrss=3089892 status=running
t= 52.42s vmpeak=3544556 vmhwm=3091016 vmrss=3091016 status=running
t= 52.96s vmpeak=3545580 vmhwm=3091892 vmrss=3091892 status=running
t= 53.52s vmpeak=3546604 vmhwm=3092756 vmrss=3092756 status=running
t= 54.06s vmpeak=3547628 vmhwm=3093748 vmrss=3093748 status=running
t= 54.59s vmpeak=3548652 vmhwm=3094708 vmrss=3094708 status=running
t= 55.09s vmpeak=3549676 vmhwm=3095516 vmrss=3095516 status=running
t= 55.60s vmpeak=3549676 vmhwm=3096012 vmrss=3096012 status=running
t= 56.74s vmpeak=3550700 vmhwm=3096620 vmrss=3096620 status=running
t= 57.28s vmpeak=3550700 vmhwm=3097460 vmrss=3097460 status=running
t= 57.83s vmpeak=3552748 vmhwm=3098492 vmrss=3098492 status=running
t= 58.36s vmpeak=3552748 vmhwm=3098716 vmrss=3098716 status=running
t= 58.86s vmpeak=3552748 vmhwm=3099476 vmrss=3099476 status=running
t= 59.39s vmpeak=3553772 vmhwm=3100028 vmrss=3100028 status=running
t= 59.97s vmpeak=3554796 vmhwm=3100740 vmrss=3100740 status=running
t= 60.51s vmpeak=3554796 vmhwm=3101404 vmrss=3101404 status=running
t= 61.03s vmpeak=3555820 vmhwm=3102104 vmrss=3102104 status=running
t= 61.58s vmpeak=3564016 vmhwm=3110700 vmrss=3110700 status=running
t= 62.08s vmpeak=3565040 vmhwm=3111504 vmrss=3111504 status=running
t= 62.63s vmpeak=3565104 vmhwm=3110768 vmrss=3103604 status=running
t= 63.33s vmpeak=3565104 vmhwm=3110768 vmrss=3045816 status=running
t= 63.87s vmpeak=3565104 vmhwm=3110768 vmrss=1843316 status=running
t= 64.38s vmpeak=3565104 vmhwm=3110768 vmrss=1841280 status=running
t= 64.91s vmpeak=3565104 vmhwm=3110768 vmrss=1576128 status=running
t= 65.41s vmpeak=3565104 vmhwm=3110768 vmrss=1576128 status=running
t= 66.00s vmpeak=3565104 vmhwm=3110768 vmrss=1576128 status=running
t= 66.60s vmpeak=3565104 vmhwm=3110768 vmrss=1576128 status=running
t= 67.12s vmpeak=3565104 vmhwm=3110768 vmrss=1576128 status=running
t= 67.62s vmpeak=3565104 vmhwm=3110768 vmrss=1576128 status=running
t= 68.23s vmpeak=3565104 vmhwm=3110768 vmrss=1576128 status=running
t= 68.73s vmpeak=3565104 vmhwm=3110768 vmrss=1576128 status=running
t= 69.29s vmpeak=3565104 vmhwm=3110768 vmrss=1576136 status=running
t= 69.81s vmpeak=3565104 vmhwm=3110768 vmrss=1564872 status=running
t= 70.39s vmpeak=3565104 vmhwm=3110768 vmrss=1564872 status=running
t= 70.90s vmpeak=3565104 vmhwm=3110768 vmrss=1564872 status=running
t= 71.50s vmpeak=3565104 vmhwm=3110768 vmrss=1564872 status=running
t= 72.04s vmpeak=3565104 vmhwm=3110768 vmrss=1564872 status=running
t= 72.58s vmpeak=3565104 vmhwm=3110768 vmrss=1564872 status=running
t= 73.20s vmpeak=3565104 vmhwm=3110768 vmrss=1564872 status=running
