epoch_ms,http_code,total_s,connect_s,ttfb_s
1786169838856,200,0.434,0.000,0.434
1786169839856,200,0.227,0.000,0.227
1786169840856,200,0.278,0.000,0.278
1786169841856,200,0.138,0.000,0.138
1786169842857,200,0.157,0.000,0.157
1786169843857,200,0.314,0.000,0.314
1786169844857,200,0.370,0.000,0.370
1786169845857,200,0.186,0.000,0.186
1786169846857,200,0.405,0.000,0.405
1786169847857,200,0.491,0.000,0.491
1786169848857,200,0.576,0.000,0.576
1786169849857,200,0.117,0.000,0.117
1786169850857,200,0.322,0.000,0.322
1786169851857,200,0.107,0.000,0.106
1786169852857,200,0.600,0.000,0.600
1786169853857,200,0.313,0.000,0.313
1786169854857,200,0.367,0.000,0.367
1786169855858,200,0.601,0.000,0.601
1786169856858,200,0.315,0.000,0.315
1786169857858,200,0.126,0.000,0.126
1786169858858,200,0.629,0.000,0.629
1786169859858,200,0.350,0.000,0.350
1786169860858,200,0.545,0.000,0.545
1786169861858,200,0.099,0.000,0.099
1786169862858,200,0.116,0.000,0.116
1786169863858,200,0.158,0.000,0.158
1786169864858,200,0.740,0.000,0.740
1786169865858,200,0.125,0.000,0.125
1786169866858,200,0.171,0.000,0.171
1786169867858,200,0.160,0.000,0.160
1786169868858,200,0.102,0.000,0.102
1786169869859,200,0.370,0.000,0.370
1786169870859,200,0.098,0.000,0.098
1786169871859,200,0.098,0.000,0.098
1786169872859,200,0.207,0.000,0.206
1786169873859,200,0.531,0.000,0.531
1786169874859,200,0.248,0.000,0.248
1786169875859,200,0.339,0.000,0.338
1786169876859,200,0.419,0.000,0.419
1786169877859,200,0.748,0.000,0.748
1786169878859,200,0.135,0.000,0.135
1786169879859,200,0.171,0.000,0.171
1786169880859,200,0.242,0.000,0.242
1786169881859,200,0.668,0.000,0.668
1786169882860,200,0.100,0.000,0.099
1786169883860,200,0.680,0.000,0.680
1786169884860,200,0.099,0.000,0.099
1786169885860,200,0.650,0.000,0.650
1786169886860,200,0.099,0.000,0.099
1786169887860,200,0.335,0.000,0.335
1786169888860,200,0.123,0.000,0.123
1786169889860,200,0.437,0.000,0.437
1786169890860,200,0.162,0.000,0.162
1786169891860,200,0.212,0.000,0.212
1786169892860,200,0.288,0.000,0.288
1786169893860,200,0.350,0.000,0.350
1786169894860,200,0.739,0.000,0.738
1786169895861,200,0.153,0.000,0.153
1786169896861,200,0.175,0.000,0.175
1786169897861,200,0.233,0.000,0.233
1786169898861,200,0.611,0.000,0.611
1786169899861,200,0.102,0.000,0.102
1786169900861,200,0.764,0.000,0.764
1786169901861,200,0.102,0.000,0.102
1786169902861,200,0.369,0.000,0.369
1786169903861,200,0.191,0.000,0.191
1786169904861,200,0.166,0.000,0.166
1786169905861,200,0.660,0.000,0.660
1786169906861,200,0.096,0.000,0.096
1786169907861,200,0.176,0.000,0.176
1786169908862,200,0.166,0.000,0.166
1786169909862,200,0.221,0.000,0.221
1786169910862,200,0.304,0.000,0.304
1786169911862,200,0.774,0.000,0.774
1786169912862,200,0.105,0.000,0.105
1786169913862,200,0.099,0.000,0.099
1786169914862,200,0.461,0.000,0.461
1786169915862,200,0.101,0.000,0.101
1786169916862,200,0.157,0.000,0.157
1786169917862,200,0.352,0.000,0.352
1786169918862,200,0.180,0.000,0.180
1786169919862,200,1.431,0.000,1.431
1786169921294,200,2.253,0.000,2.253
1786169923547,200,0.356,0.000,0.356
1786169924547,200,0.228,0.000,0.228
1786169925547,200,0.483,0.000,0.483
1786169926547,200,0.415,0.000,0.415
1786169927547,200,0.375,0.000,0.375
1786169928547,200,0.127,0.000,0.127
1786169929547,200,0.104,0.000,0.104
1786169930547,200,0.109,0.000,0.108
1786169931547,200,0.448,0.000,0.448
1786169932548,200,0.108,0.000,0.107
1786169933548,200,0.279,0.000,0.279
1786169934548,200,0.165,0.000,0.165
1786169935548,200,0.193,0.000,0.193
1786169936548,200,0.209,0.000,0.209
1786169937548,200,0.287,0.000,0.286
1786169938548,200,0.108,0.000,0.108
1786169939548,200,1.623,0.000,1.623
1786169941171,200,0.342,0.000,0.342
1786169942171,200,0.100,0.000,0.100
1786169943171,200,0.105,0.000,0.105
1786169944171,200,0.311,0.000,0.311
1786169945171,200,0.236,0.000,0.236
1786169946171,200,0.275,0.000,0.275
1786169947171,200,0.326,0.000,0.326
1786169948172,200,0.284,0.000,0.284
1786169949172,200,0.342,0.000,0.342
1786169950172,200,0.408,0.000,0.407
1786169951172,200,0.105,0.000,0.105
1786169952172,200,0.107,0.000,0.107
1786169953172,200,0.241,0.000,0.241
1786169954172,200,0.213,0.000,0.213
1786169955172,200,0.270,0.000,0.270
1786169956172,200,0.357,0.000,0.357
1786169957172,200,0.443,0.000,0.443
1786169958172,200,0.399,0.000,0.399
1786169959172,200,0.476,0.000,0.476
1786169960172,200,0.257,0.000,0.257
1786169961172,200,3.782,0.000,3.782
1786169964955,200,0.139,0.000,0.139
1786169965955,200,0.142,0.000,0.142
1786169966955,000,5.005,0.000,0.000
1786169971960,200,0.145,0.000,0.145
1786169972961,200,0.153,0.000,0.153
1786169973961,200,0.162,0.000,0.162
1786169974961,200,0.284,0.000,0.284
1786169975961,200,0.106,0.000,0.106
1786169976961,200,0.153,0.000,0.153
1786169977961,200,0.210,0.000,0.210
1786169978961,200,0.099,0.000,0.099
1786169979961,200,0.103,0.000,0.102
1786169980961,200,0.167,0.000,0.167
1786169981961,200,0.284,0.000,0.284
1786169982961,200,0.250,0.000,0.250
1786169983961,200,0.291,0.000,0.291
1786169984961,200,0.397,0.000,0.397
1786169985961,200,0.191,0.000,0.191
1786169986962,200,0.299,0.000,0.299
1786169987962,200,0.101,0.000,0.101
1786169988962,200,0.100,0.000,0.100
1786169989962,200,0.111,0.000,0.111
1786169990962,200,0.101,0.000,0.101
1786169991962,200,0.382,0.000,0.382
1786169992962,200,0.191,0.000,0.191
1786169993962,200,0.676,0.000,0.676
1786169994962,200,0.140,0.000,0.140
1786169995962,200,0.296,0.000,0.296
1786169996962,200,0.361,0.000,0.361
1786169997962,200,0.185,0.000,0.185
1786169998962,200,0.122,0.000,0.122
1786169999962,200,0.118,0.000,0.118
1786170000963,200,0.104,0.000,0.104
1786170001963,200,0.103,0.000,0.103
1786170002963,200,0.127,0.000,0.127
1786170003963,200,0.124,0.000,0.124
1786170004963,200,0.222,0.000,0.222
1786170005963,200,0.224,0.000,0.224
1786170006963,200,0.102,0.000,0.102
1786170007963,200,0.262,0.000,0.262
1786170008963,200,0.348,0.000,0.348
1786170009963,200,0.148,0.000,0.148
1786170010963,200,0.301,0.000,0.301
1786170011963,200,0.098,0.000,0.098
1786170012963,200,0.100,0.000,0.100
1786170013963,200,0.458,0.000,0.457
1786170014964,200,0.098,0.000,0.098
1786170015964,200,0.102,0.000,0.102
1786170016964,200,0.138,0.000,0.138
1786170017964,200,0.235,0.000,0.235
1786170018964,200,0.114,0.000,0.114
1786170019964,200,0.560,0.000,0.559
1786170020964,200,0.272,0.000,0.272
1786170021964,200,0.095,0.000,0.095
1786170022964,200,0.196,0.000,0.196
1786170023964,200,0.116,0.000,0.116
1786170024964,200,0.242,0.000,0.242
1786170025964,200,0.331,0.000,0.331
1786170026964,200,0.111,0.000,0.111
1786170027964,200,0.296,0.000,0.296
1786170028965,200,0.120,0.000,0.120
1786170029965,200,0.186,0.000,0.186
1786170030965,200,0.120,0.000,0.120
1786170031965,200,0.232,0.000,0.232
1786170032965,200,0.454,0.000,0.454
1786170033965,200,0.247,0.000,0.247
1786170034965,200,0.143,0.000,0.143
1786170035965,200,0.199,0.000,0.199
1786170036965,200,0.350,0.000,0.350
1786170037965,200,0.213,0.000,0.213
1786170038965,200,0.291,0.000,0.291
1786170039965,200,0.167,0.000,0.167
1786170040965,200,0.160,0.000,0.160
1786170041965,200,0.096,0.000,0.096
1786170042966,200,0.099,0.000,0.099
1786170043966,200,0.096,0.000,0.096
1786170044966,200,0.206,0.000,0.206
1786170045966,200,0.342,0.000,0.342
1786170046966,200,0.506,0.000,0.506
1786170047966,200,0.271,0.000,0.271
1786170048966,200,0.167,0.000,0.167
1786170049966,200,0.315,0.000,0.315
1786170050966,200,0.120,0.000,0.120
1786170051966,200,0.239,0.000,0.239
1786170052966,200,0.100,0.000,0.100
1786170053966,200,0.099,0.000,0.099
1786170054966,200,0.104,0.000,0.104
1786170055966,200,0.101,0.000,0.101
1786170056967,200,0.656,0.000,0.656
1786170057967,200,0.101,0.000,0.101
1786170058967,200,0.150,0.000,0.150
1786170059967,200,0.229,0.000,0.229
1786170060967,200,0.140,0.000,0.140
1786170061967,200,0.338,0.000,0.338
1786170062967,200,0.147,0.000,0.147
1786170063967,200,0.096,0.000,0.096
1786170064967,200,0.338,0.000,0.338
1786170065967,200,0.108,0.000,0.108
1786170066967,200,0.388,0.000,0.388
1786170067967,200,0.109,0.000,0.109
1786170068967,200,0.318,0.000,0.318
1786170069968,200,0.439,0.000,0.439
1786170070968,200,0.191,0.000,0.191
1786170071968,200,0.094,0.000,0.094
1786170072968,200,0.209,0.000,0.209
1786170073968,200,0.114,0.000,0.114
1786170074968,200,0.183,0.000,0.183
1786170075968,200,0.264,0.000,0.264
1786170076968,200,0.384,0.000,0.384
1786170077968,200,0.209,0.000,0.209
1786170078968,200,0.145,0.000,0.145
1786170079968,200,0.095,0.000,0.095
1786170080968,200,0.503,0.000,0.503
1786170081968,200,0.116,0.000,0.116
1786170082968,200,0.100,0.000,0.100
1786170083969,200,0.098,0.000,0.098
1786170084969,200,0.105,0.000,0.105
1786170085969,200,1.048,0.000,1.048
1786170087017,200,0.336,0.000,0.336
1786170088017,200,0.291,0.000,0.291
1786170089017,200,0.354,0.000,0.353
1786170090017,200,0.346,0.000,0.346
1786170091017,200,0.117,0.000,0.117
1786170092017,200,0.198,0.000,0.198
1786170093017,200,0.679,0.000,0.679
1786170094017,200,0.307,0.000,0.307
1786170095017,200,0.116,0.000,0.116
1786170096017,200,0.113,0.000,0.113
1786170097017,200,0.159,0.000,0.159
1786170098017,200,0.126,0.000,0.126
1786170099017,200,0.165,0.000,0.165
1786170100018,200,0.364,0.000,0.364
1786170101018,200,0.380,0.000,0.380
1786170102018,200,0.129,0.000,0.129
1786170103018,200,0.431,0.000,0.431
1786170104018,200,0.258,0.000,0.258
1786170105018,200,0.286,0.000,0.286
1786170106018,200,0.100,0.000,0.100
1786170107018,200,0.374,0.000,0.374
1786170108018,200,0.251,0.000,0.251
1786170109018,200,0.127,0.000,0.127
1786170110018,200,0.130,0.000,0.130
1786170111018,200,0.138,0.000,0.138
1786170112018,200,0.403,0.000,0.403
1786170113018,200,0.225,0.000,0.225
1786170114019,200,0.352,0.000,0.352
1786170115019,200,0.201,0.000,0.201
1786170116019,200,0.334,0.000,0.334
1786170117019,200,0.165,0.000,0.165
1786170118019,200,0.105,0.000,0.105
1786170119019,200,0.404,0.000,0.404
1786170120019,200,0.296,0.000,0.296
1786170121019,200,0.195,0.000,0.195
1786170122019,200,0.130,0.000,0.130
1786170123019,200,0.110,0.000,0.110
1786170124019,200,0.153,0.000,0.153
1786170125019,200,0.336,0.000,0.336
1786170126019,200,0.242,0.000,0.242
1786170127020,200,0.248,0.000,0.248
1786170128020,200,0.119,0.000,0.119
1786170129020,200,0.418,0.000,0.418
1786170130020,200,0.165,0.000,0.165
1786170131020,200,0.206,0.000,0.206
1786170132020,200,0.174,0.000,0.174
1786170133020,200,0.389,0.000,0.389
1786170134020,200,0.172,0.000,0.172
1786170135020,200,0.146,0.000,0.146
1786170136020,200,0.188,0.000,0.188
1786170137020,200,0.146,0.000,0.146
1786170138020,200,0.371,0.000,0.371
1786170139020,200,0.369,0.000,0.369
1786170140020,200,0.160,0.000,0.159
1786170141021,200,0.105,0.000,0.105
1786170142021,200,0.319,0.000,0.318
1786170143021,200,0.378,0.000,0.378
1786170144021,200,0.310,0.000,0.310
1786170145021,200,0.211,0.000,0.211
1786170146021,200,0.331,0.000,0.331
1786170147021,200,0.500,0.000,0.500
1786170148021,200,0.117,0.000,0.117
1786170149021,200,0.118,0.000,0.118
1786170150021,200,0.143,0.000,0.143
1786170151021,200,0.103,0.000,0.103
1786170152021,200,0.310,0.000,0.309
1786170153021,200,0.305,0.000,0.305
1786170154022,200,0.358,0.000,0.358
1786170155022,200,0.404,0.000,0.404
1786170156022,200,0.392,0.000,0.392
1786170157022,200,0.283,0.000,0.283
1786170158022,200,0.368,0.000,0.368
1786170159022,200,0.136,0.000,0.136
1786170160022,200,0.457,0.000,0.456
1786170161022,200,0.337,0.000,0.337
1786170162022,200,0.153,0.000,0.153
1786170163022,200,0.191,0.000,0.191
1786170164022,200,0.129,0.000,0.129
1786170165022,200,1.309,0.000,1.309
1786170166332,200,0.403,0.000,0.403
1786170167332,200,0.397,0.000,0.397
1786170168332,200,0.280,0.000,0.280
1786170169332,200,0.410,0.000,0.410
1786170170332,200,0.553,0.000,0.553
1786170171332,200,0.341,0.000,0.341
1786170172332,200,0.474,0.000,0.474
1786170173332,200,0.403,0.000,0.403
1786170174332,200,0.186,0.000,0.186
1786170175332,200,0.168,0.000,0.168
1786170176332,200,0.122,0.000,0.122
1786170177332,200,0.236,0.000,0.235
1786170178333,200,0.385,0.000,0.385
1786170179333,200,0.402,0.000,0.402
1786170180333,200,0.255,0.000,0.255
1786170181333,200,0.252,0.000,0.252
1786170182333,200,0.271,0.000,0.271
1786170183333,200,0.164,0.000,0.164
1786170184333,200,0.178,0.000,0.178
1786170185333,200,0.151,0.000,0.151
1786170186333,200,0.193,0.000,0.193
1786170187333,200,1.099,0.000,1.099
1786170188433,200,1.688,0.000,1.688
1786170190121,200,1.305,0.000,1.305
1786170191426,200,0.994,0.000,0.994
1786170192426,200,1.384,0.000,1.384
1786170193810,200,1.167,0.000,1.167
1786170194977,200,0.668,0.000,0.667
1786170195977,200,1.019,0.000,1.019
1786170196996,200,1.445,0.000,1.445
1786170198441,200,1.222,0.000,1.222
1786170199663,200,0.477,0.000,0.477
1786170200663,200,1.025,0.000,1.025
1786170201689,200,1.382,0.000,1.382
1786170203071,200,1.463,0.000,1.463
1786170204533,200,1.311,0.000,1.311
1786170205844,200,2.281,0.000,2.281
1786170208126,200,1.164,0.000,1.164
1786170209289,200,1.456,0.000,1.456
1786170210745,200,1.351,0.000,1.351
1786170212096,200,0.445,0.000,0.445
1786170213096,200,1.192,0.000,1.192
1786170214288,200,1.432,0.000,1.432
1786170215719,200,1.122,0.000,1.122
1786170216842,200,1.342,0.000,1.342
1786170218184,200,1.374,0.000,1.374
1786170219558,200,1.442,0.000,1.442
1786170221000,200,0.544,0.000,0.544
1786170222000,200,1.180,0.000,1.180
1786170223181,200,1.792,0.000,1.792
1786170224972,200,1.228,0.000,1.228
1786170226200,200,1.271,0.000,1.271
1786170227472,200,1.338,0.000,1.338
1786170228810,200,1.379,0.000,1.379
1786170230189,200,1.261,0.000,1.261
1786170231449,200,1.514,0.000,1.514
1786170232963,200,1.400,0.000,1.400
1786170234363,200,1.245,0.000,1.245
1786170235608,200,1.558,0.000,1.558
1786170237166,200,1.378,0.000,1.378
1786170238544,200,1.450,0.000,1.450
1786170239995,200,0.277,0.000,0.277
1786170240995,200,0.901,0.000,0.901
1786170241995,200,1.312,0.000,1.312
1786170243307,200,1.296,0.000,1.296
1786170244603,200,0.453,0.000,0.452
1786170245603,200,1.047,0.000,1.047
1786170246650,200,2.261,0.000,2.261
1786170248911,200,0.802,0.000,0.802
1786170249911,200,1.326,0.000,1.326
1786170251237,200,1.433,0.000,1.432
1786170252670,200,1.542,0.000,1.542
1786170254212,200,0.517,0.000,0.517
1786170255212,200,1.013,0.000,1.013
1786170256225,200,1.392,0.000,1.392
1786170257618,200,1.603,0.000,1.603
1786170259221,200,0.965,0.000,0.965
1786170260221,200,1.063,0.000,1.063
1786170261284,200,1.094,0.000,1.094
1786170262377,200,0.978,0.000,0.978
1786170263377,200,0.619,0.000,0.619
1786170264377,200,1.048,0.000,1.048
1786170265426,200,1.445,0.000,1.445
1786170266871,200,1.486,0.000,1.486
1786170268357,200,1.188,0.000,1.188
1786170269545,200,2.117,0.000,2.116
1786170271661,200,1.285,0.000,1.284
1786170272946,200,1.265,0.000,1.265
1786170274211,200,1.621,0.000,1.621
1786170275832,200,1.653,0.000,1.653
1786170277486,200,1.587,0.000,1.587
1786170279072,200,2.519,0.000,2.519
1786170281591,200,0.586,0.000,0.586
1786170282591,200,1.174,0.000,1.174
1786170283766,200,1.533,0.000,1.533
1786170285299,200,1.251,0.000,1.251
1786170286550,200,0.714,0.000,0.714
1786170287550,200,1.163,0.000,1.163
1786170288714,200,1.749,0.000,1.749
1786170290463,200,0.766,0.000,0.766
1786170291463,200,1.271,0.000,1.271
1786170292734,200,1.473,0.000,1.473
1786170294207,200,1.515,0.000,1.515
1786170295722,200,1.199,0.000,1.199
1786170296921,200,1.469,0.000,1.469
1786170298390,200,1.209,0.000,1.208
1786170299599,200,0.860,0.000,0.860
1786170300599,200,1.462,0.000,1.462
1786170302061,200,1.437,0.000,1.437
1786170303498,200,1.014,0.000,1.014
1786170304513,200,0.764,0.000,0.764
1786170305513,200,1.378,0.000,1.378
1786170306891,200,1.863,0.000,1.863
1786170308754,200,1.177,0.000,1.177
1786170309931,200,1.215,0.000,1.215
1786170311146,200,2.089,0.000,2.089
1786170313235,200,1.785,0.000,1.784
1786170315020,200,1.135,0.000,1.135
1786170316155,200,1.666,0.000,1.666
1786170317821,200,0.920,0.000,0.920
1786170318822,200,1.271,0.000,1.271
1786170320092,200,2.494,0.000,2.494
1786170322586,200,0.761,0.000,0.761
1786170323586,200,1.242,0.000,1.242
1786170324828,200,1.487,0.000,1.487
1786170326315,200,1.310,0.000,1.310
1786170327626,200,0.597,0.000,0.597
1786170328626,200,0.861,0.000,0.861
1786170329626,200,1.263,0.000,1.263
1786170330889,200,1.014,0.000,1.014
1786170331903,200,0.478,0.000,0.477
1786170332903,200,0.954,0.000,0.954
1786170333903,200,1.522,0.000,1.521
1786170335425,200,1.389,0.000,1.389
1786170336814,200,1.176,0.000,1.176
1786170337990,200,1.287,0.000,1.287
1786170339277,200,1.648,0.000,1.648
1786170340925,200,0.964,0.000,0.964
1786170341925,200,0.968,0.000,0.968
1786170342925,200,1.299,0.000,1.299
1786170344224,200,1.694,0.000,1.694
1786170345918,200,1.313,0.000,1.313
1786170347231,200,1.577,0.000,1.577
1786170348808,200,1.622,0.000,1.621
1786170350430,200,1.250,0.000,1.250
1786170351680,200,1.320,0.000,1.320
1786170353000,200,1.373,0.000,1.373
1786170354373,200,0.677,0.000,0.677
1786170355373,200,1.185,0.000,1.185
1786170356558,200,1.260,0.000,1.260
1786170357818,200,1.497,0.000,1.497
1786170359315,200,0.470,0.000,0.470
1786170360315,200,1.124,0.000,1.124
1786170361439,200,1.610,0.000,1.610
1786170363049,200,1.281,0.000,1.281
1786170364330,200,0.955,0.000,0.955
1786170365330,200,1.230,0.000,1.230
1786170366561,200,1.239,0.000,1.239
1786170367799,200,1.043,0.000,1.043
1786170368842,200,0.797,0.000,0.797
1786170369842,200,1.291,0.000,1.291
1786170371134,200,1.525,0.000,1.525
1786170372659,200,0.986,0.000,0.986
1786170373659,200,1.021,0.000,1.021
1786170374680,200,1.340,0.000,1.340
1786170376020,200,1.471,0.000,1.471
1786170377492,200,0.809,0.000,0.809
1786170378492,200,1.395,0.000,1.395
1786170379887,200,1.491,0.000,1.490
1786170381377,200,1.549,0.000,1.549
1786170382926,200,1.195,0.000,1.195
1786170384121,200,1.601,0.000,1.601
1786170385722,200,1.314,0.000,1.314
1786170387035,200,0.678,0.000,0.678
1786170388035,200,0.888,0.000,0.888
1786170389036,200,1.257,0.000,1.257
1786170390293,200,1.123,0.000,1.123
1786170391416,200,0.689,0.000,0.689
1786170392416,200,1.093,0.000,1.092
1786170393508,200,1.699,0.000,1.699
1786170395207,200,1.967,0.000,1.967
1786170397173,200,1.496,0.000,1.496
1786170398669,200,1.662,0.000,1.662
1786170400331,200,0.985,0.000,0.985
1786170401331,200,1.307,0.000,1.307
1786170402638,200,2.145,0.000,2.145
1786170404783,200,1.023,0.000,1.023
1786170405806,200,1.437,0.000,1.437
1786170407244,200,1.136,0.000,1.136
1786170408380,200,1.315,0.000,1.315
1786170409694,200,0.716,0.000,0.716
1786170410695,200,1.253,0.000,1.253
1786170411948,200,1.902,0.000,1.901
1786170413849,200,0.840,0.000,0.840
1786170414849,200,1.288,0.000,1.288
1786170416138,200,1.744,0.000,1.744
1786170417882,200,1.244,0.000,1.244
1786170419125,200,1.427,0.000,1.427
1786170420552,200,1.855,0.000,1.855
1786170422407,200,1.482,0.000,1.482
1786170423889,200,1.416,0.000,1.416
1786170425305,200,0.835,0.000,0.835
1786170426305,200,2.130,0.000,2.130
1786170428435,200,1.477,0.000,1.477
1786170429912,200,2.520,0.000,2.520
1786170432432,200,0.760,0.000,0.760
1786170433432,200,1.265,0.000,1.265
1786170434697,200,2.195,0.000,2.195
1786170436892,200,1.138,0.000,1.138
1786170438030,200,1.630,0.000,1.630
1786170439660,200,1.790,0.000,1.790
1786170441450,200,0.697,0.000,0.697
1786170442450,200,1.113,0.000,1.113
1786170443563,200,1.597,0.000,1.597
1786170445161,200,1.171,0.000,1.171
1786170446331,200,0.921,0.000,0.920
1786170447331,200,0.977,0.000,0.977
1786170448331,200,1.379,0.000,1.379
1786170449711,200,1.557,0.000,1.557
1786170451268,200,1.198,0.000,1.198
1786170452466,200,0.930,0.000,0.929
1786170453466,200,1.495,0.000,1.495
1786170454961,200,1.078,0.000,1.078
1786170456039,200,1.260,0.000,1.260
1786170457300,200,1.583,0.000,1.583
1786170458883,200,1.318,0.000,1.318
1786170460201,200,1.340,0.000,1.340
1786170461541,200,1.862,0.000,1.862
1786170463404,200,1.261,0.000,1.261
1786170464665,200,1.170,0.000,1.170
1786170465835,200,2.273,0.000,2.273
1786170468108,200,1.515,0.000,1.515
1786170469623,200,1.808,0.000,1.808
1786170471431,200,1.355,0.000,1.355
1786170472786,200,0.975,0.000,0.975
1786170473786,200,1.595,0.000,1.595
1786170475381,200,1.710,0.000,1.710
1786170477090,200,1.448,0.000,1.448
1786170478538,200,1.709,0.000,1.709
1786170480247,200,1.809,0.000,1.809
1786170482057,200,1.177,0.000,1.177
1786170483234,200,1.472,0.000,1.472
1786170484705,200,1.799,0.000,1.799
1786170486504,200,0.913,0.000,0.913
1786170487504,200,0.250,0.000,0.250
1786170488504,200,0.269,0.000,0.269
1786170489504,200,0.179,0.000,0.179
1786170490504,200,0.277,0.000,0.277
1786170491505,200,0.257,0.000,0.256
1786170492505,200,0.125,0.000,0.125
1786170493505,200,0.309,0.000,0.309
1786170494505,200,0.249,0.000,0.249
1786170495505,200,0.105,0.000,0.105
1786170496505,200,0.205,0.000,0.205
1786170497505,200,0.150,0.000,0.150
1786170498505,200,0.154,0.000,0.154
1786170499505,200,0.299,0.000,0.299
1786170500505,200,0.271,0.000,0.271
1786170501505,200,0.263,0.000,0.263
1786170502505,200,0.103,0.000,0.103
1786170503505,200,0.243,0.000,0.243
1786170504505,200,0.120,0.000,0.120
1786170505506,200,0.154,0.000,0.153
1786170506506,200,0.120,0.000,0.120
1786170507506,200,0.408,0.000,0.408
1786170508506,200,0.143,0.000,0.143
1786170509506,200,0.200,0.000,0.200
1786170510506,200,0.267,0.000,0.267
1786170511506,200,0.117,0.000,0.117
1786170512506,200,0.374,0.000,0.374
1786170513506,200,0.179,0.000,0.179
1786170514506,200,0.098,0.000,0.098
1786170515506,200,0.190,0.000,0.190
1786170516506,200,0.167,0.000,0.167
1786170517506,200,0.202,0.000,0.202
1786170518506,200,0.231,0.000,0.231
1786170519507,200,0.258,0.000,0.258
1786170520507,200,0.266,0.000,0.266
1786170521507,200,0.210,0.000,0.210
1786170522507,200,0.167,0.000,0.167
1786170523507,200,0.200,0.000,0.200
1786170524507,200,0.152,0.000,0.152
1786170525507,200,0.141,0.000,0.140
1786170526507,200,0.108,0.000,0.108
1786170527507,200,0.168,0.000,0.168
1786170528507,200,0.098,0.000,0.098
1786170529507,200,0.268,0.000,0.268
1786170530507,200,0.243,0.000,0.243
1786170531507,200,0.440,0.000,0.440
1786170532507,200,0.345,0.000,0.345
1786170533508,200,0.111,0.000,0.111
1786170534508,200,0.723,0.000,0.723
1786170535508,200,0.220,0.000,0.220
1786170536508,200,0.213,0.000,0.213
1786170537508,200,0.328,0.000,0.328
1786170538508,200,0.456,0.000,0.456
1786170539508,200,0.299,0.000,0.299
1786170540508,200,0.455,0.000,0.455
1786170541508,200,0.149,0.000,0.149
1786170542508,200,0.187,0.000,0.187
1786170543508,200,0.190,0.000,0.190
1786170544508,200,0.191,0.000,0.191
1786170545508,200,0.508,0.000,0.508
1786170546509,200,0.127,0.000,0.127
1786170547509,200,0.202,0.000,0.202
1786170548509,200,0.145,0.000,0.145
1786170549509,200,0.311,0.000,0.311
1786170550509,200,0.120,0.000,0.120
1786170551509,200,0.129,0.000,0.128
1786170552509,200,0.267,0.000,0.267
1786170553509,200,0.430,0.000,0.430
1786170554509,200,0.187,0.000,0.187
1786170555509,200,0.148,0.000,0.148
1786170556509,200,0.514,0.000,0.514
1786170557509,200,0.214,0.000,0.214
1786170558509,200,0.105,0.000,0.105
1786170559509,200,0.396,0.000,0.396
1786170560510,200,0.108,0.000,0.108
1786170561510,200,0.182,0.000,0.182
1786170562510,200,0.537,0.000,0.537
1786170563510,200,0.108,0.000,0.108
1786170564510,200,0.258,0.000,0.257
1786170565510,200,0.095,0.000,0.095
1786170566510,200,0.216,0.000,0.216
1786170567510,200,0.468,0.000,0.468
1786170568510,200,0.232,0.000,0.232
1786170569510,200,0.145,0.000,0.145
