epoch_ms,endpoint,http_code,total_s,bytes
1786171257128,/api/research/factor-lab?all=true,200,0.012,117958
1786171259141,/api/research/factor-combination,200,0.012,4856
1786171261153,/api/research/factor-lab?all=true,200,0.012,117958
1786171263165,/api/research/factor-combination,200,0.098,4856
1786171265263,/api/research/factor-lab?all=true,200,0.049,117958
1786171267312,/api/research/factor-combination,200,0.139,4856
1786171269451,/api/research/factor-lab?all=true,200,0.024,117958
1786171271475,/api/research/factor-combination,200,0.066,4856
1786171273542,/api/research/factor-lab?all=true,200,0.081,117958
1786171275623,/api/research/factor-combination,200,0.044,4856
1786171277667,/api/research/factor-lab?all=true,200,0.010,117958
1786171279677,/api/research/factor-combination,200,0.007,4856
1786171281684,/api/research/factor-lab?all=true,200,0.061,117958
1786171283745,/api/research/factor-combination,200,0.005,4856
1786171285750,/api/research/factor-lab?all=true,200,0.009,117958
1786171287759,/api/research/factor-combination,200,0.141,4856
1786171289901,/api/research/factor-lab?all=true,200,0.047,117958
1786171291948,/api/research/factor-combination,200,0.041,4856
1786171293989,/api/research/factor-lab?all=true,200,0.031,117958
1786171296020,/api/research/factor-combination,200,0.010,4856
1786171298030,/api/research/factor-lab?all=true,200,0.065,117958
1786171300095,/api/research/factor-combination,200,0.049,4856
1786171302144,/api/research/factor-lab?all=true,200,0.102,117958
1786171304246,/api/research/factor-combination,200,0.043,4856
1786171306289,/api/research/factor-lab?all=true,200,0.011,117958
1786171308301,/api/research/factor-combination,200,0.005,4856
1786171310306,/api/research/factor-lab?all=true,200,0.012,117958
1786171312318,/api/research/factor-combination,200,0.063,4856
1786171314381,/api/research/factor-lab?all=true,200,0.256,117958
1786171316637,/api/research/factor-combination,200,0.062,4856
1786171318699,/api/research/factor-lab?all=true,200,0.142,117958
1786171320841,/api/research/factor-combination,200,0.087,4856
1786171322928,/api/research/factor-lab?all=true,200,0.090,117958
1786171325018,/api/research/factor-combination,200,0.222,4856
1786171327240,/api/research/factor-lab?all=true,200,0.094,117958
1786171329335,/api/research/factor-combination,200,0.054,4856
1786171331389,/api/research/factor-lab?all=true,200,0.058,117958
1786171333447,/api/research/factor-combination,200,0.134,4856
1786171335581,/api/research/factor-lab?all=true,200,0.029,117958
1786171337610,/api/research/factor-combination,200,0.092,4856
1786171339702,/api/research/factor-lab?all=true,200,0.074,117958
1786171341777,/api/research/factor-combination,200,0.007,4856
1786171343784,/api/research/factor-lab?all=true,200,0.090,117958
1786171345874,/api/research/factor-combination,200,0.099,4856
1786171347973,/api/research/factor-lab?all=true,200,0.062,117958
1786171350035,/api/research/factor-combination,200,0.037,4856
1786171352072,/api/research/factor-lab?all=true,200,0.061,117958
1786171354133,/api/research/factor-combination,200,0.081,4856
1786171356214,/api/research/factor-lab?all=true,200,0.061,117958
1786171358276,/api/research/factor-combination,200,0.327,4856
1786171360603,/api/research/factor-lab?all=true,200,0.035,117958
1786171362639,/api/research/factor-combination,200,0.177,4856
1786171364815,/api/research/factor-lab?all=true,200,0.028,117958
1786171366844,/api/research/factor-combination,200,0.460,4856
1786171369303,/api/research/factor-lab?all=true,200,0.023,117958
1786171371326,/api/research/factor-combination,200,0.034,4856
1786171373361,/api/research/factor-lab?all=true,200,0.054,117958
1786171375415,/api/research/factor-combination,200,0.099,4856
1786171377514,/api/research/factor-lab?all=true,200,0.066,117958
1786171379580,/api/research/factor-combination,200,0.048,4856
1786171381628,/api/research/factor-lab?all=true,200,0.009,117958
1786171383637,/api/research/factor-combination,200,0.101,4856
1786171385738,/api/research/factor-lab?all=true,200,0.019,117958
1786171387757,/api/research/factor-combination,200,0.007,4856
1786171389765,/api/research/factor-lab?all=true,200,0.113,117958
1786171391877,/api/research/factor-combination,200,0.040,4856
1786171393918,/api/research/factor-lab?all=true,200,0.066,117958
1786171395984,/api/research/factor-combination,200,0.034,4856
1786171398017,/api/research/factor-lab?all=true,200,0.012,117958
1786171400029,/api/research/factor-combination,200,0.032,4856
1786171402061,/api/research/factor-lab?all=true,200,0.052,117958
1786171404113,/api/research/factor-combination,200,0.307,4856
1786171406420,/api/research/factor-lab?all=true,200,0.261,117958
1786171408681,/api/research/factor-combination,200,0.432,4856
1786171411113,/api/research/factor-lab?all=true,200,0.589,117958
1786171413703,/api/research/factor-combination,200,0.146,4856
1786171415849,/api/research/factor-lab?all=true,200,0.120,117958
1786171417969,/api/research/factor-combination,200,0.085,4856
1786171420053,/api/research/factor-lab?all=true,200,0.010,117958
1786171422064,/api/research/factor-combination,200,0.007,4856
1786171424071,/api/research/factor-lab?all=true,200,0.274,117958
1786171426345,/api/research/factor-combination,200,0.157,4856
1786171428502,/api/research/factor-lab?all=true,200,0.118,117958
1786171430620,/api/research/factor-combination,200,0.070,4856
1786171432691,/api/research/factor-lab?all=true,200,0.025,117958
1786171434715,/api/research/factor-combination,200,0.060,4856
1786171436775,/api/research/factor-lab?all=true,200,0.088,117958
1786171438863,/api/research/factor-combination,200,0.032,4856
1786171440895,/api/research/factor-lab?all=true,200,0.051,117958
1786171442946,/api/research/factor-combination,200,0.032,4856
1786171444978,/api/research/factor-lab?all=true,200,0.051,117958
1786171447029,/api/research/factor-combination,200,0.088,4856
1786171449117,/api/research/factor-lab?all=true,200,0.121,117958
1786171451239,/api/research/factor-combination,200,0.057,4856
1786171453296,/api/research/factor-lab?all=true,200,0.158,117958
1786171455454,/api/research/factor-combination,200,0.052,4856
1786171457506,/api/research/factor-lab?all=true,200,0.046,117958
1786171459552,/api/research/factor-combination,200,0.025,4856
1786171461577,/api/research/factor-lab?all=true,200,0.147,117958
1786171463724,/api/research/factor-combination,200,0.042,4856
1786171465766,/api/research/factor-lab?all=true,200,0.021,117958
1786171467786,/api/research/factor-combination,200,0.022,4856
1786171469808,/api/research/factor-lab?all=true,200,0.084,117958
1786171471893,/api/research/factor-combination,200,0.011,4856
1786171473903,/api/research/factor-lab?all=true,200,0.022,117958
1786171475925,/api/research/factor-combination,200,0.007,4856
1786171477933,/api/research/factor-lab?all=true,200,0.009,117958
1786171479942,/api/research/factor-combination,200,0.004,4856
1786171481946,/api/research/factor-lab?all=true,200,0.008,117958
1786171483954,/api/research/factor-combination,200,0.073,4856
1786171486027,/api/research/factor-lab?all=true,200,0.050,117958
1786171488077,/api/research/factor-combination,200,0.038,4856
1786171490116,/api/research/factor-lab?all=true,200,0.012,117958
1786171492128,/api/research/factor-combination,200,0.008,4856
1786171494137,/api/research/factor-lab?all=true,200,0.012,117958
1786171496149,/api/research/factor-combination,200,0.007,4856
1786171498156,/api/research/factor-lab?all=true,200,0.011,117958
1786171500167,/api/research/factor-combination,200,0.007,4856
1786171502174,/api/research/factor-lab?all=true,200,0.011,117958
1786171504184,/api/research/factor-combination,200,0.006,4856
1786171506190,/api/research/factor-lab?all=true,200,0.012,117958
1786171508203,/api/research/factor-combination,200,0.007,4856
1786171510210,/api/research/factor-lab?all=true,200,0.047,117958
1786171512257,/api/research/factor-combination,200,0.073,4856
1786171514330,/api/research/factor-lab?all=true,200,0.011,117958
1786171516341,/api/research/factor-combination,200,0.006,4856
1786171518348,/api/research/factor-lab?all=true,200,0.012,117958
1786171520359,/api/research/factor-combination,200,0.006,4856
1786171522366,/api/research/factor-lab?all=true,200,0.012,117958
1786171524378,/api/research/factor-combination,200,0.006,4856
