epoch,worker,http_code,time_total_s,evidence_status,evidence_asof
1784939244,4,200,0.125603,ready,2026-07-22
1784939244,3,200,0.132260,ready,2026-07-22
1784939244,5,200,0.141439,ready,2026-07-22
1784939244,1,200,0.141955,ready,2026-07-22
1784939244,2,200,0.149721,ready,2026-07-22
1784939244,6,200,0.149979,ready,2026-07-22
1784939244,4,200,0.018579,ready,2026-07-22
1784939244,3,200,0.085770,ready,2026-07-22
1784939244,1,200,0.103562,ready,2026-07-22
1784939244,5,200,0.113801,ready,2026-07-22
1784939244,2,200,0.125177,ready,2026-07-22
1784939244,6,200,0.139104,ready,2026-07-22
1784939244,4,200,0.130875,ready,2026-07-22
1784939244,3,200,0.085048,ready,2026-07-22
1784939244,1,200,0.083629,ready,2026-07-22
1784939244,5,200,0.080744,ready,2026-07-22
1784939244,2,200,0.094115,ready,2026-07-22
1784939244,6,200,0.105875,ready,2026-07-22
1784939244,4,200,0.109827,ready,2026-07-22
1784939244,3,200,0.093938,ready,2026-07-22
1784939244,1,200,0.095346,ready,2026-07-22
1784939244,5,200,0.114055,ready,2026-07-22
1784939245,2,200,0.103059,ready,2026-07-22
1784939245,6,200,0.093593,ready,2026-07-22
1784939245,4,200,0.100815,ready,2026-07-22
1784939245,3,200,0.111871,ready,2026-07-22
1784939245,1,200,0.109152,ready,2026-07-22
1784939245,5,200,0.099062,ready,2026-07-22
1784939245,2,200,0.095987,ready,2026-07-22
1784939245,6,200,0.094488,ready,2026-07-22
1784939245,4,200,0.097319,ready,2026-07-22
1784939245,3,200,0.084727,ready,2026-07-22
1784939245,1,200,0.090575,ready,2026-07-22
1784939245,5,200,0.091984,ready,2026-07-22
1784939245,2,200,0.095972,ready,2026-07-22
1784939245,6,200,0.096511,ready,2026-07-22
1784939245,4,200,0.094760,ready,2026-07-22
1784939245,3,200,0.095496,ready,2026-07-22
1784939245,1,200,0.103410,ready,2026-07-22
1784939245,5,200,0.096552,ready,2026-07-22
1784939245,2,200,0.106687,ready,2026-07-22
1784939245,6,200,0.095098,ready,2026-07-22
1784939245,4,200,0.107648,ready,2026-07-22
1784939245,3,200,0.093146,ready,2026-07-22
1784939245,1,200,0.090103,ready,2026-07-22
1784939245,5,200,0.089802,ready,2026-07-22
