epoch_ms,endpoint,http_code,total_s,bytes
1786310631518,/api/research/factor-lab?all=true,200,0.014,117976
1786310633531,/api/research/factor-combination,200,0.050,4853
1786310635582,/api/research/factor-lab?all=true,200,0.023,117976
1786310637604,/api/research/factor-combination,200,0.029,4853
1786310639633,/api/research/factor-lab?all=true,200,0.013,117976
1786310641647,/api/research/factor-combination,200,0.032,4853
1786310643679,/api/research/factor-lab?all=true,200,0.012,117976
1786310645692,/api/research/factor-combination,200,0.007,4853
1786310647699,/api/research/factor-lab?all=true,200,0.013,117976
1786310649712,/api/research/factor-combination,200,0.018,4853
1786310651730,/api/research/factor-lab?all=true,200,0.018,117976
1786310653749,/api/research/factor-combination,200,0.007,4853
1786310655755,/api/research/factor-lab?all=true,200,0.089,117976
1786310657844,/api/research/factor-combination,200,0.015,4853
1786310659860,/api/research/factor-lab?all=true,200,0.036,117976
1786310661896,/api/research/factor-combination,200,0.138,4853
1786310664034,/api/research/factor-lab?all=true,200,0.011,117976
1786310666045,/api/research/factor-combination,200,0.007,4853
1786310668052,/api/research/factor-lab?all=true,200,0.074,117976
1786310670127,/api/research/factor-combination,200,0.108,4853
1786310672235,/api/research/factor-lab?all=true,200,0.049,117976
1786310674284,/api/research/factor-combination,200,0.118,4853
1786310676403,/api/research/factor-lab?all=true,200,0.015,117976
1786310678418,/api/research/factor-combination,200,0.008,4853
1786310680426,/api/research/factor-lab?all=true,200,0.058,117976
1786310682484,/api/research/factor-combination,200,0.080,4853
1786310684564,/api/research/factor-lab?all=true,200,0.190,117976
1786310686754,/api/research/factor-combination,200,0.008,4853
1786310688762,/api/research/factor-lab?all=true,200,0.011,117976
1786310690773,/api/research/factor-combination,200,0.071,4853
1786310692844,/api/research/factor-lab?all=true,200,0.126,117976
1786310694971,/api/research/factor-combination,200,0.044,4853
1786310697015,/api/research/factor-lab?all=true,200,0.101,117976
1786310699117,/api/research/factor-combination,200,0.011,4853
1786310701128,/api/research/factor-lab?all=true,200,0.012,117976
1786310703141,/api/research/factor-combination,200,0.009,4853
1786310705150,/api/research/factor-lab?all=true,200,0.048,117976
1786310707198,/api/research/factor-combination,200,0.071,4853
1786310709269,/api/research/factor-lab?all=true,200,0.012,117976
1786310711281,/api/research/factor-combination,200,0.078,4853
1786310713360,/api/research/factor-lab?all=true,200,0.053,117976
1786310715413,/api/research/factor-combination,200,0.008,4853
1786310717421,/api/research/factor-lab?all=true,200,0.011,117976
1786310719432,/api/research/factor-combination,200,0.119,4853
1786310721551,/api/research/factor-lab?all=true,200,0.141,117976
1786310723692,/api/research/factor-combination,200,0.128,4853
1786310725820,/api/research/factor-lab?all=true,200,0.157,117976
1786310727978,/api/research/factor-combination,200,0.009,4853
1786310729987,/api/research/factor-lab?all=true,200,0.105,117976
1786310732092,/api/research/factor-combination,200,0.065,4853
1786310734157,/api/research/factor-lab?all=true,200,0.051,117976
1786310736209,/api/research/factor-combination,200,0.113,4853
1786310738322,/api/research/factor-lab?all=true,200,0.010,117976
1786310740332,/api/research/factor-combination,200,0.073,4853
1786310742405,/api/research/factor-lab?all=true,200,0.048,117976
1786310744453,/api/research/factor-combination,200,0.016,4853
1786310746469,/api/research/factor-lab?all=true,200,0.057,117976
1786310748527,/api/research/factor-combination,200,0.043,4853
1786310750569,/api/research/factor-lab?all=true,200,0.101,117976
1786310752671,/api/research/factor-combination,200,0.107,4853
1786310754777,/api/research/factor-lab?all=true,200,0.148,117976
1786310756926,/api/research/factor-combination,200,0.392,4853
1786310759318,/api/research/factor-lab?all=true,200,0.051,117976
1786310761370,/api/research/factor-combination,200,0.053,4853
1786310763423,/api/research/factor-lab?all=true,200,0.094,117976
1786310765517,/api/research/factor-combination,200,0.038,4853
1786310767555,/api/research/factor-lab?all=true,200,0.071,117976
1786310769626,/api/research/factor-combination,200,0.270,4853
1786310771896,/api/research/factor-lab?all=true,200,0.075,117976
1786310773971,/api/research/factor-combination,200,0.062,4853
1786310776033,/api/research/factor-lab?all=true,200,0.360,117976
1786310778393,/api/research/factor-combination,200,0.095,4853
1786310780489,/api/research/factor-lab?all=true,200,0.036,117976
1786310782525,/api/research/factor-combination,200,0.071,4853
1786310784595,/api/research/factor-lab?all=true,200,0.093,117976
1786310786689,/api/research/factor-combination,200,0.017,4853
1786310788706,/api/research/factor-lab?all=true,200,0.427,117976
1786310791133,/api/research/factor-combination,200,0.013,4853
1786310793146,/api/research/factor-lab?all=true,200,0.135,117976
1786310795280,/api/research/factor-combination,200,0.098,4853
1786310797378,/api/research/factor-lab?all=true,200,0.121,117976
1786310799500,/api/research/factor-combination,200,0.099,4853
1786310801599,/api/research/factor-lab?all=true,200,0.106,117976
1786310803705,/api/research/factor-combination,200,0.415,4853
1786310806120,/api/research/factor-lab?all=true,200,0.202,117976
1786310808322,/api/research/factor-combination,200,0.493,4853
1786310810815,/api/research/factor-lab?all=true,200,0.342,117976
1786310813157,/api/research/factor-combination,200,0.541,4853
1786310815698,/api/research/factor-lab?all=true,200,0.549,117976
1786310818247,/api/research/factor-combination,200,0.605,4853
1786310820851,/api/research/factor-lab?all=true,200,0.042,117976
1786310822894,/api/research/factor-combination,200,0.029,4853
1786310824922,/api/research/factor-lab?all=true,200,0.045,117976
1786310826968,/api/research/factor-combination,200,0.023,4853
1786310828990,/api/research/factor-lab?all=true,200,0.078,117976
1786310831069,/api/research/factor-combination,200,0.192,4853
1786310833261,/api/research/factor-lab?all=true,200,0.139,117976
1786310835400,/api/research/factor-combination,200,0.101,4853
1786310837501,/api/research/factor-lab?all=true,200,0.793,117976
1786310840295,/api/research/factor-combination,200,0.009,4853
1786310842303,/api/research/factor-lab?all=true,200,0.011,117976
1786310844314,/api/research/factor-combination,200,0.160,4853
1786310846474,/api/research/factor-lab?all=true,200,0.139,117976
1786310848613,/api/research/factor-combination,200,0.107,4853
1786310850721,/api/research/factor-lab?all=true,200,0.075,117976
1786310852795,/api/research/factor-combination,200,0.093,4853
1786310854888,/api/research/factor-lab?all=true,200,0.035,117976
1786310856923,/api/research/factor-combination,200,0.016,4853
1786310858939,/api/research/factor-lab?all=true,200,0.052,117976
1786310860992,/api/research/factor-combination,200,0.058,4853
1786310863050,/api/research/factor-lab?all=true,200,0.032,117976
1786310865082,/api/research/factor-combination,200,0.028,4853
1786310867111,/api/research/factor-lab?all=true,200,0.053,117976
1786310869164,/api/research/factor-combination,200,0.031,4853
1786310871195,/api/research/factor-lab?all=true,200,0.036,117976
1786310873231,/api/research/factor-combination,200,0.024,4853
1786310875255,/api/research/factor-lab?all=true,200,0.027,117976
1786310877282,/api/research/factor-combination,200,0.027,4853
1786310879309,/api/research/factor-lab?all=true,200,0.059,117976
1786310881368,/api/research/factor-combination,200,0.032,4853
1786310883400,/api/research/factor-lab?all=true,200,0.017,117976
1786310885417,/api/research/factor-combination,200,0.062,4853
1786310887479,/api/research/factor-lab?all=true,200,0.025,117976
1786310889504,/api/research/factor-combination,200,0.021,4853
1786310891525,/api/research/factor-lab?all=true,200,0.029,117976
1786310893555,/api/research/factor-combination,200,0.013,4853
1786310895568,/api/research/factor-lab?all=true,200,0.049,117976
1786310897617,/api/research/factor-combination,200,0.086,4853
1786310899703,/api/research/factor-lab?all=true,200,0.013,117976
1786310901716,/api/research/factor-combination,200,0.022,4853
1786310903738,/api/research/factor-lab?all=true,200,0.092,117976
1786310905830,/api/research/factor-combination,200,0.369,4853
1786310908199,/api/research/factor-lab?all=true,200,0.012,117976
1786310910211,/api/research/factor-combination,200,0.008,4853
1786310912219,/api/research/factor-lab?all=true,200,0.213,117976
1786310914432,/api/research/factor-combination,200,0.072,4853
1786310916504,/api/research/factor-lab?all=true,200,0.085,117976
1786310918590,/api/research/factor-combination,200,0.082,4853
1786310920672,/api/research/factor-lab?all=true,200,0.084,117976
1786310922757,/api/research/factor-combination,200,0.014,4853
1786310924771,/api/research/factor-lab?all=true,200,0.021,117976
1786310926793,/api/research/factor-combination,200,0.012,4853
1786310928805,/api/research/factor-lab?all=true,200,0.018,117976
1786310930824,/api/research/factor-combination,200,0.011,4853
1786310932836,/api/research/factor-lab?all=true,200,0.022,117976
1786310934858,/api/research/factor-combination,200,0.014,4853
1786310936873,/api/research/factor-lab?all=true,200,0.020,117976
1786310938893,/api/research/factor-combination,200,0.011,4853
1786310940904,/api/research/factor-lab?all=true,200,0.019,117976
1786310942923,/api/research/factor-combination,200,0.013,4853
1786310944937,/api/research/factor-lab?all=true,200,0.021,117976
1786310946958,/api/research/factor-combination,200,0.011,4853
1786310948969,/api/research/factor-lab?all=true,200,0.019,117976
1786310950988,/api/research/factor-combination,200,0.008,4853
